,CDM,Description,REVENUE,HCPCS,CPT,Price,Hospital,Year
3976,,Basic Metabolic Panel,,,80048,11.98,College Medical Center,2019
3977,,Basic Metabolic Panel,,,80048,11.54,College Medical Center,2019
3978,,Bedside Glucose,,,82962,3.2,College Medical Center,2019
3979,,"Bence Jones Protein, Quantitative Urine-ARUP",,,84156,5.0,College Medical Center,2019
3980,,Benzoylecgonine (Urine) Conf/Qt.,,,G6044,20.68,College Medical Center,2019
3981,,Beta Human Chorionic Gonadotropin Qualitative,,,84703,10.26,College Medical Center,2019
3982,,Beta Human Chorionic Gonadotropin Qualitative Urin,,,81025,0.0,College Medical Center,2019
3983,,Beta Human Chorionic Gonadotropin Qualitative Urin,,,81025,3.2,College Medical Center,2019
3984,,Beta Human Chorionic Gonadotropin Quantitative,,,84702,20.54,College Medical Center,2019
3985,,Beta Lactamase,,,87185,2.21,College Medical Center,2019
3986,,Beta-2 Microglobulin-ARUP,,,82232,22.07,College Medical Center,2019
3987,,Beta-Hydroxybutyric Acid-ARUP,,,82010,11.15,College Medical Center,2019
3988,,Bile Acids Total-ARUP,,,82239,23.37,College Medical Center,2019
3989,,Bilirubin Direct,,,82248,6.84,College Medical Center,2019
3990,,Bilirubin Direct,,,82248,6.84,College Medical Center,2019
3991,,Bilirubin Total,,,82247,6.84,College Medical Center,2019
3992,,Bilirubin Total,,,82247,6.84,College Medical Center,2019
3993,,Blastomyces Antibody by CF-ARUP,,,86612,17.6,College Medical Center,2019
3994,,Blastomyces Antibody by CF-ARUP,,,86612,17.6,College Medical Center,2019
3995,,Blood Culture,,,87040,14.62,College Medical Center,2019
3996,,Blood Culture,,,87040,14.09,College Medical Center,2019
3997,,Blood Glucose Monitoring POC,,,,32.0,College Medical Center,2019
3998,,Blood Pressure,,,,25.0,College Medical Center,2019
3999,,Blood Urea Nitrogen,,,84520,5.59,College Medical Center,2019
4000,,Blood Urea Nitrogen,,,84520,5.39,College Medical Center,2019
4001,,Body Fluid Culture,,,87070,11.75,College Medical Center,2019
4002,,Bordetella Pertussis Culture - ARUP,,,87081,9.05,College Medical Center,2019
4003,,Bordetella Pertussis DFA-ARUP,,,87265,12.66,College Medical Center,2019
4004,,"Borrelia burgdorferi Abs, Total by ELISA-ARUP",,,86618,23.24,College Medical Center,2019
4005,,Borrelia species DNA Detection by PCR-ARUP,,,87476,47.87,College Medical Center,2019
4006,,Bromide Level-ARUP,,,80299,18.68,College Medical Center,2019
4007,,Bronchial Culture,,,87070,11.75,College Medical Center,2019
4008,,Bupropion Level-ARUP,,,80299,18.68,College Medical Center,2019
4009,,Butalbital (Urine) Conf/Qt.,,G0480,80345,15.62,College Medical Center,2019
4010,,C Sputum,,,87070,11.75,College Medical Center,2019
4011,,C difficile toxin,,,87230,26.94,College Medical Center,2019
4012,,C-Peptide-ARUP,,,84681,28.39,College Medical Center,2019
4013,,C. Diff DNA,,,87493,47.87,College Medical Center,2019
4014,,C. Diff DNA,,,87493,47.87,College Medical Center,2019
4015,,C1 Functional-ARUP,,,86161,16.38,College Medical Center,2019
4016,,C1Q Binding Assay-ARUP,,,86332,33.25,College Medical Center,2019
4017,,"CA 15-3, Cancer Antigen - Breast-ARUP",,,86300,28.39,College Medical Center,2019
4018,,CBC,,,85025,11.02,College Medical Center,2019
4019,,CBC,,,85025,10.61,College Medical Center,2019
4020,,CKMB,,,82553,15.75,College Medical Center,2019
4021,,CLO Test,,,87077,11.03,College Medical Center,2019
4022,,CMP,,,80053,14.41,College Medical Center,2019
4023,,COLLECTION: Venous Draw,,,36415,3.0,College Medical Center,2019
4024,,CRP Non Cardiac-ARUP,,,86140,0.0,College Medical Center,2019
4025,,"CRP, High Sensitivity-ARUP",,,86141,17.66,College Medical Center,2019
4026,,CT Abdomen w/ Contrast,,,74177,205.62,College Medical Center,2019
4027,,CT Abdomen w/o Contrast,,,74150,110.21,College Medical Center,2019
4028,,CT Abdomen/Pelvis w/ Contrast,,,74177,205.62,College Medical Center,2019
4029,,CT Abdomen/Pelvis w/o  Contrast,,,74176,110.21,College Medical Center,2019
4030,,CT Ankle w/o Contrast Left,,,73700,163.72,College Medical Center,2019
4031,,CT Ankle w/o Contrast Right,,,73700,163.72,College Medical Center,2019
4032,,CT Brain w/o Contrast,,,70450,94.86,College Medical Center,2019
4033,,CT Cervical Spine w/o Contrast,,,72125,165.79,College Medical Center,2019
4034,,CT Elbow w/o Contrast Left,,,73200,163.72,College Medical Center,2019
4035,,CT Elbow w/o Contrast Right,,,73200,163.72,College Medical Center,2019
4036,,CT Facial Bones w/o Contrast,,,70486,190.8,College Medical Center,2019
4037,,CT Femur w/o Contrast Left,,,73700,179.0,College Medical Center,2019
4038,,CT Femur w/o Contrast Right,,,73700,179.0,College Medical Center,2019
4039,,CT Fistulogram,,,77012,224.84,College Medical Center,2019
4040,,CT Foot w/o Contrast Left,,,73700,179.0,College Medical Center,2019
4041,,CT Foot w/o Contrast Right,,,73700,179.0,College Medical Center,2019
4042,,CT Forearm w/o Contrast Left,,,73200,179.0,College Medical Center,2019
4043,,CT Forearm w/o Contrast Right,,,73200,179.0,College Medical Center,2019
4044,,CT Hand w/o Contrast Left,,,73200,179.0,College Medical Center,2019
4045,,CT Hand w/o Contrast Right,,,73200,179.0,College Medical Center,2019
4046,,CT Hip w/o Contrast Left,,,73700,179.0,College Medical Center,2019
4047,,CT Hip w/o Contrast Right,,,73700,179.0,College Medical Center,2019
4048,,CT Humerus w/o Contrast Left,,,73200,179.0,College Medical Center,2019
4049,,CT Humerus w/o Contrast Right,,,73200,179.0,College Medical Center,2019
4050,,CT Injection,,,77012,224.84,College Medical Center,2019
4051,,CT Kidney Stone Scan,,,74176,120.45,College Medical Center,2019
4052,,CT Knee w/o Contrast Left,,,73700,179.0,College Medical Center,2019
4053,,CT Knee w/o Contrast Right,,,73700,179.0,College Medical Center,2019
4054,,CT Lumbar Spine w/o Contrast,,,72131,179.45,College Medical Center,2019
4055,,CT Orbits w/o Contrast,,,70480,190.8,College Medical Center,2019
4056,,CT Pelvis w/ Bone Detail,,,72192,123.17,College Medical Center,2019
4057,,CT Pelvis w/ Contrast,,,72193,225.75,College Medical Center,2019
4058,,CT Pelvis w/o Contrast,,,72192,123.17,College Medical Center,2019
4059,,CT Shoulder w/o Contrast Left,,,73200,179.0,College Medical Center,2019
4060,,CT Shoulder w/o Contrast Right,,,73200,179.0,College Medical Center,2019
4061,,CT Sinuses w/o Contrast,,,70486,190.8,College Medical Center,2019
4062,,CT TMJs w/o Contrast,,,70486,190.8,College Medical Center,2019
4063,,CT Thoracic Spine w/o Contrast,,,72128,180.36,College Medical Center,2019
4064,,CT Tibia/Fibula w/o Contrast Left,,,73700,179.0,College Medical Center,2019
4065,,CT Tibia/Fibula w/o Contrast Right,,,73700,179.0,College Medical Center,2019
4066,,CT Wrist w/o Contrast Left,,,73200,179.0,College Medical Center,2019
4067,,CT Wrist w/o Contrast Right,,,73200,179.0,College Medical Center,2019
4068,,Calcitonin-ARUP,,,82308,36.54,College Medical Center,2019
4069,,Calcium Level Total,,,82310,19.36,College Medical Center,2019
4070,,Calcium Level Total,,,82310,7.04,College Medical Center,2019
4071,,Calcium Level Urine,,,82340,8.23,College Medical Center,2019
4072,,"Calcium,Ionized-ARUP",,,82330,18.65,College Medical Center,2019
4073,,Cancer Antigen 125-ARUP,,,86304,28.39,College Medical Center,2019
4074,,Cancer Antigen 27.29-ARUP,,,86300,28.39,College Medical Center,2019
4075,,Cancer Antigen-GI (CA 19-9)-ARUP,,,86301,28.39,College Medical Center,2019
4076,,Candida Ab by ID-ARUP,,,86628,16.38,College Medical Center,2019
4077,,Cap Bld Gas,,,82803,26.4,College Medical Center,2019
4078,,Carbamazepine Level,,,80156,19.87,College Medical Center,2019
4079,,Carbon Dioxide Level,,,82374,6.93,College Medical Center,2019
4080,,Carbon Dioxide Level,,,82374,6.67,College Medical Center,2019
4081,,Carboxy THC (Urine) Conf/Qt.,,,82542,24.63,College Medical Center,2019
4082,,Carcinoembryonic Antigen,,,89051,7.51,College Medical Center,2019
4083,,"Cardiolipin Antibodies, IgG/IgM-ARUP",,,86147,34.71,College Medical Center,2019
4084,,"Carisprodal Confirmation Quant, Urine",,,82542,24.63,College Medical Center,2019
4085,,Carnitine Free and Total-ARUP,,,82379,23.01,College Medical Center,2019
4086,,Carnitine Free-ARUP,,,83789,24.63,College Medical Center,2019
4087,,Carnitine Total-ARUP,,,83789,24.63,College Medical Center,2019
4088,,Carnitine Total-ARUP,,,36415,3.0,College Medical Center,2019
4089,,Carotene Level-ARUP,,,82380,12.58,College Medical Center,2019
4090,,Catecholamine Epi/Nor-ARUP,,,82384,34.45,College Medical Center,2019
4091,,Catecholamines Panel Urine Free-ARUP,,,82384,34.45,College Medical Center,2019
4092,,Catheter Tip Culture,,,87070,11.75,College Medical Center,2019
4093,,Cell Count w/ Diff Body Fluid,,,89051,7.51,College Medical Center,2019
4094,,Cell Count w/ Diff Cerebrospinal Fluid,,,89051,7.51,College Medical Center,2019
4095,,Centromere IgG Antibody-ARUP,,,83516,12.66,College Medical Center,2019
4096,,Cerebrospinal Fluid Culture,,,87070,11.75,College Medical Center,2019
4097,,Ceruloplasmin-ARUP,,,82390,14.65,College Medical Center,2019
4098,,Chest X-Ray PA and Lat,,,71046,25.13,College Medical Center,2019
4099,,"Chlamydia Ab Panel IgG,IgM by IFA-ARUP",,,86631,16.13,College Medical Center,2019
4100,,Chlamydia IgG Antibody Panel by IFA-ARUP,,,86631,16.13,College Medical Center,2019
4101,,Chlamydia IgM Antibody Panel by IFA-ARUP,,,86632,17.31,College Medical Center,2019
4102,,Chlamydia Trachomatis Culture-ARUP,,,87110,26.73,College Medical Center,2019
4103,,Chlamydia trachomatis & Neisseria gonorrhoeae by A,,,87801,95.76,College Medical Center,2019
4104,,Chlamydia trachomatis Amplified Detect-ARUP,,,87491,47.87,College Medical Center,2019
4105,,Chlamydia trachomatis by DFA-ARUP,,,87270,12.66,College Medical Center,2019
4106,,Chloride Body Fluid-ARUP,,,82438,6.67,College Medical Center,2019
4107,,Chloride Level,,,82435,6.51,College Medical Center,2019
4108,,Chloride Level,,,82435,6.27,College Medical Center,2019
4109,,Chloride Level Urine,,,82436,6.86,College Medical Center,2019
4110,,Chlorpromazine Level-ARUP,,,G6057,21.25,College Medical Center,2019
4111,,Cholesterol High Density Lipid,,,83718,11.17,College Medical Center,2019
4112,,Cholesterol Total,,,82465,5.93,College Medical Center,2019
4113,,Cholesterol Total,,,82465,5.93,College Medical Center,2019
4114,,Cholesterol Total,,,82465,5.93,College Medical Center,2019
4115,,Citric Acid Urine-ARUP,,,82507,37.93,College Medical Center,2019
4116,,Clomipramine and Metabolite Levels-ARUP,,,80299,18.68,College Medical Center,2019
4117,,Clonazepam Level-ARUP,,,G6031,25.23,College Medical Center,2019
4118,,Clostridium Diff. Culture - ARUP,,,87075,12.91,College Medical Center,2019
4119,,Coccidioides Ab by ID-ARUP,,,86635,15.65,College Medical Center,2019
4120,,Coccidioides Abs Panel by ELISA-ARUP,,,86635,15.65,College Medical Center,2019
4121,,Coccidioides Antibody by CF-ARUP,,,86635,15.65,College Medical Center,2019
4122,,Cold Agglutinins-ARUP,,,86157,11.0,College Medical Center,2019
4123,,"Complement Activity, Total EIA-ARUP",,,86162,27.72,College Medical Center,2019
4124,,Complement Component 2-ARUP,,,86160,16.38,College Medical Center,2019
4125,,Complement Component 3-ARUP,,,86160,16.38,College Medical Center,2019
4126,,Complement Component 4-ARUP,,,86160,16.38,College Medical Center,2019
4127,,Complement Component 7-ARUP,,,86160,16.38,College Medical Center,2019
4128,,Complete Blood Count with Automated Differential,,,85025,11.02,College Medical Center,2019
4129,,Complete Blood Count with Automated Differential,,,85025,10.61,College Medical Center,2019
4130,,Comprehensive Metabolic Panel,,,80053,14.41,College Medical Center,2019
4131,,Copper Level-ARUP,,,82525,16.93,College Medical Center,2019
4132,,"Cord Blood Gas, Arterial",,,82803,26.4,College Medical Center,2019
4133,,"Cord Blood Gas, Venous",,,82803,26.4,College Medical Center,2019
4134,,Cord Direct Antiglobulin Test,,,86880,7.34,College Medical Center,2019
4135,,Cortisol Urine Free by LC-MS/MS-ARUP,,,82530,22.8,College Medical Center,2019
4136,,Cortisol-ARUP,,,82530,22.8,College Medical Center,2019
4137,,Coxsackie B Virus Antibodies-ARUP,,,86658,17.77,College Medical Center,2019
4138,,Creatine Kinase,,,82550,8.88,College Medical Center,2019
4139,,Creatine Kinase Isoenzymes-ARUP,,,82552,18.28,College Medical Center,2019
4140,,Creatinine,,,82565,7.26,College Medical Center,2019
4141,,Creatinine,,,82565,6.99,College Medical Center,2019
4142,,Creatinine Clearance,,,82575,12.89,College Medical Center,2019
4143,,Creatinine Clearance,,,82575,12.89,College Medical Center,2019
4144,,Creatinine Urine,,,82570,7.06,College Medical Center,2019
4145,,"Cryptococcus Antigen by EIA, CSF-ARUP",,,87328,12.66,College Medical Center,2019
4146,,Cyanide Level-ARUP,,,82600,26.46,College Medical Center,2019
4147,,Cyclic Citrullinated Peptid IgG Ab-ARUP,,,86200,17.66,College Medical Center,2019
4148,,Cyclosporine A-ARUP,,,80158,24.63,College Medical Center,2019
4149,,Cysticercosis IgG Ab by ELISA-ARUP,,,86682,17.75,College Medical Center,2019
4150,,Cystine Quantitative Urine-ARUP,,,82131,23.01,College Medical Center,2019
4151,,Cytomegalovirus IgG Antibody-ARUP,,,86644,19.64,College Medical Center,2019
4152,,"Cytomegalovirus IgG, IgM Ab-ARUP",,,86644,19.64,College Medical Center,2019
4153,,Cytomegalovirus IgM Antibody-ARUP,,,86645,22.98,College Medical Center,2019
4154,,Cytomegalovirus by PCR-ARUP,,,87496,47.87,College Medical Center,2019
4155,,D-Dimer,,,85378,9.73,College Medical Center,2019
4156,,DAT - Anti-Complement / LifeStream,,,86880,7.34,College Medical Center,2019
4157,,DAT - Anti-IgG / LifeStream,,,86880,7.34,College Medical Center,2019
4158,,DAT / ARC,,,86880,7.34,College Medical Center,2019
4159,,DAT Polyspecific / LifeStream,,,86880,7.34,College Medical Center,2019
4160,,DHEA Sulfate-ARUP,,,82627,30.33,College Medical Center,2019
4161,,DNA Antibody (Single-stranded)-ARUP,,,86226,16.52,College Medical Center,2019
4162,,DNase-B Antibody-ARUP,,,86215,18.08,College Medical Center,2019
4163,,Desipramine (Urine) Conf/Qt.,,,82542,24.63,College Medical Center,2019
4164,,Desmethyldoxepin (Urine) Conf/Qt.,,,82542,24.63,College Medical Center,2019
4165,,"Desmethyltapentadol Confirmation Quant, Urine",,,82542,24.63,College Medical Center,2019
4166,,"Desmethyltramadol Confirmation Quant, Urine",,,82542,24.63,College Medical Center,2019
4167,,Digitoxin Level-ARUP,,,80299,18.68,College Medical Center,2019
4168,,Digoxin Level,,,80162,18.8,College Medical Center,2019
4169,,Digoxin Level,,,80162,18.12,College Medical Center,2019
4170,,Diphenhydramine Level-ARUP,,,82542,24.63,College Medical Center,2019
4171,,Direct Antiglobulin Differential,,,86880,7.34,College Medical Center,2019
4172,,Direct Antiglobulin Poly,,,86880,7.34,College Medical Center,2019
4173,,Doxepin (Urine) Conf/Qt.,,,82542,24.63,College Medical Center,2019
4174,,Drug Conf Phencyclidine Level-ARUP,,,82542,20.05,College Medical Center,2019
4175,,"Drug Confirmation, Cannabinoids Urine-ARUP",,,82542,24.63,College Medical Center,2019
4176,,"Drug Confirmation, Cocaine Urine-ARUP",,G0479,,20.68,College Medical Center,2019
4177,,Drug Screen Urine,,G0479,80307,99.2,College Medical Center,2019
4178,,Drug Screen Urine,,,G0431,99.2,College Medical Center,2019
4179,,E. histolytica (amebiasis) IgG Antibody-ARUP,,,86753,16.9,College Medical Center,2019
4180,,E.Coli Shiga like Toxin by EIA - ARUP,,,87427,12.66,College Medical Center,2019
4181,,"EBV Ab to Early (D) Ag, IgG-ARUP",,,86663,17.9,College Medical Center,2019
4182,,"EBV Ab to Viral Capsid Ag, IgG-ARUP",,,86665,24.75,College Medical Center,2019
4183,,"EBV Ab to Viral Capsid Ag, IgM-ARUP",,,86665,24.75,College Medical Center,2019
4184,,EEG,,,,374.5,College Medical Center,2019
4185,,"ER Pregnancy (hCG) Test, Urine",,,8102,0.0,College Medical Center,2019
4186,,ER Urine Pregnancy Test,,,81025,3.2,College Medical Center,2019
4187,,ETOH Ur Qual.,,,82542,24.63,College Medical Center,2019
4188,,Ear Culture,,,87070,11.75,College Medical Center,2019
4189,,Echinococcus IgG Antibody-ARUP,,,86682,17.75,College Medical Center,2019
4190,,Electroencephalogram,,,95816,374.5,College Medical Center,2019
4191,,Electrolyte Panel,,,80051,9.57,College Medical Center,2019
4192,,"Endomysial Ab, IgA Titer - ARUP",,,86256,16.44,College Medical Center,2019
4193,,Enterovirus Detection by RT-PCR-ARUP,,,87498,47.87,College Medical Center,2019
4194,,Eosinophil Smear,,,89190,6.48,College Medical Center,2019
4195,,Epstein-Barr Virus Nuclear Antigen Ab-ARUP,,,86664,20.87,College Medical Center,2019
4196,,"Epstein-Barr Virus by PCR, Tumor Tissue-ARUP",,,87799,58.44,College Medical Center,2019
4197,,Erythrocyte Porphyrin (EP)-ARUP,,,84202,19.57,College Medical Center,2019
4198,,Erythromycin,,,87186,11.8,College Medical Center,2019
4199,,Erythropoietin-ARUP,,,82668,25.65,College Medical Center,2019
4200,,"Estradiol, Adult Premenopausal Female-ARUP",,,82670,38.12,College Medical Center,2019
4201,,"Estrogens, Fractionated by TMS-ARUP",,,82671,44.07,College Medical Center,2019
4202,,Estrone by TMS-ARUP,,,82679,34.05,College Medical Center,2019
4203,,Ethanol Level,,G0479,80320,14.74,College Medical Center,2019
4204,,Ethanol Level,,,80320,14.74,College Medical Center,2019
4205,,Ethyl Glucuronide (Urine) Conf/Qt.,,,G6040,14.74,College Medical Center,2019
4206,,Ethyl Sulfate (Urine) Conf/Qt.,,,G6040,14.74,College Medical Center,2019
4207,,Ethylene Glycol Level-ARUP,,,82693,20.32,College Medical Center,2019
4208,,Extubation,,,,0.0,College Medical Center,2019
4209,,Eye Culture (Inpatient & Outpatient),,,87070,11.75,College Medical Center,2019
4210,,Eye Culture (Surgery),,,87070,11.75,College Medical Center,2019
4211,,F-Actin (Smooth Muscle) IgG Ab by ELISA-ARUP,,,83516,12.66,College Medical Center,2019
4212,,Factor II Activity (Prothrombin)-ARUP,,,85210,17.72,College Medical Center,2019
4213,,Factor IX-ARUP,,,85250,25.97,College Medical Center,2019
4214,,Factor V Activity-ARUP,,,85220,24.07,College Medical Center,2019
4215,,Factor VII Activity-ARUP,,,85230,24.43,College Medical Center,2019
4216,,Factor VIII:C-ARUP,,,85240,24.43,College Medical Center,2019
4217,,Factor X  Activity-ARUP,,,85260,24.43,College Medical Center,2019
4218,,Factor XI-ARUP,,,85260,24.43,College Medical Center,2019
4219,,Factor XII Activity-ARUP,,,85270,24.43,College Medical Center,2019
4220,,Factor XIII Activity-ARUP,,,85280,26.4,College Medical Center,2019
4221,,Fat Fecal Qualitative-ARUP,,,82705,6.94,College Medical Center,2019
4222,,Febrile Panel-ARUP,,,87556,47.87,College Medical Center,2019
4223,,"Fecal, WBC",,,87205,5.82,College Medical Center,2019
4224,,"Fentanyl Confirmation Quant, Urine",,,82542,24.63,College Medical Center,2019
4225,,Ferritin,,,82728,18.59,College Medical Center,2019
4226,,Fibrin Degradation Product,,,85362,8.94,College Medical Center,2019
4227,,Fibrinogen,,,85384,11.58,College Medical Center,2019
4228,,Flecainide Level-ARUP,,,80299,18.68,College Medical Center,2019
4229,,Fluphenazine Level-ARUP,,,G6057,21.25,College Medical Center,2019
4230,,Folate Level,,,82746,20.06,College Medical Center,2019
4231,,Follicle Stimulating Hormone-ARUP,,,83001,25.35,College Medical Center,2019
4232,,Foot Care,,,,25.0,College Medical Center,2019
4233,,Free T4,,,84439,12.3,College Medical Center,2019
4234,,Fructosamine-ARUP,,,82985,20.56,College Medical Center,2019
4235,,Fungal Antibodies by CF-ARUP,,,86606,20.54,College Medical Center,2019
4236,,"Fungal Culture, Blood - ARUP",,,87103,12.3,College Medical Center,2019
4237,,GBM IgG Antibody by IFA-ARUP,,,86255,16.44,College Medical Center,2019
4238,,Gamma Glutamyl Transferase,,,82977,9.82,College Medical Center,2019
4239,,Gastrin Level-ARUP,,,82941,24.06,College Medical Center,2019
4240,,Genital Culture,,,87070,11.75,College Medical Center,2019
4241,,Gentamicin Level,,,80170,22.36,College Medical Center,2019
4242,,Gentamicin Level Peak,,,80170,22.36,College Medical Center,2019
4243,,Gentamicin Level Trough,,,80170,22.36,College Medical Center,2019
4244,,Germ tube,,,87101,10.52,College Medical Center,2019
4245,,"Gliadin Abs IgA, IgG-ARUP",,,83516,12.66,College Medical Center,2019
4246,,"Gliadin Peptide IgA, IgG  Antibodies,-ARUP",,,83516,12.66,College Medical Center,2019
4247,,Gliadin Peptide IgG Ab-ARUP,,,83516,12.66,College Medical Center,2019
4248,,Glucose 1 Hour,,,82952,5.35,College Medical Center,2019
4249,,Glucose 1 Hour Post Prandial,,,82950,6.48,College Medical Center,2019
4250,,Glucose 2 Hour,,,82952,5.35,College Medical Center,2019
4251,,Glucose 2 Hour Post Prandial,,,81050,4.09,College Medical Center,2019
4252,,Glucose 3 Hour,,,82951,17.56,College Medical Center,2019
4253,,Glucose 4 Hour,,,82952,5.35,College Medical Center,2019
4254,,Glucose 5 Hour,,,82952,5.35,College Medical Center,2019
4255,,Glucose Baseline,,,82947,5.36,College Medical Center,2019
4256,,Glucose CSF,,,82947,5.36,College Medical Center,2019
4257,,Glucose Cerebrospinal Fluid,,,82947,5.36,College Medical Center,2019
4258,,Glucose Fasting,,,82947,5.36,College Medical Center,2019
4259,,Glucose Random,,,82947,5.56,College Medical Center,2019
4260,,Glucose Random,,,82947,5.36,College Medical Center,2019
4261,,Glucose Tolerance Test 3 Hour,,,82951,17.56,College Medical Center,2019
4262,,Glucose Tolerance Test 4 Hour,,,82951,17.56,College Medical Center,2019
4263,,Glucose Tolerance Test 5 Hour,,,82951,17.56,College Medical Center,2019
4264,,Glucose-6-Phosphate Dehydrogenase-ARUP,,,82955,13.22,College Medical Center,2019
4265,,Glutamic Acid Decarboxylase Antibody-ARUP,,,83516,12.66,College Medical Center,2019
4266,,Gonorrhea Culture,,,87070,11.75,College Medical Center,2019
4267,,Gram Negative Sensitivity Panel (Vitek 25),,,87186,11.8,College Medical Center,2019
4268,,Gram Negative Sensitivity Panel (Vitek 44),,,87186,11.8,College Medical Center,2019
4269,,Gram Negative Sensitivity Panel (Vitek 47),,,87186,11.8,College Medical Center,2019
4270,,Gram Negative Sensitivity Panel (Vitek 67),,,87186,11.8,College Medical Center,2019
4271,,Gram Positive Sensitivity Panel (Vitek 67),,,87186,11.8,College Medical Center,2019
4272,,Gram Stain,,,87205,6.05,College Medical Center,2019
4273,,Gram Stain,,,87205,5.82,College Medical Center,2019
4274,,Gram Stain,,,87205,5.82,College Medical Center,2019
4275,,Gram Stain Report,,,87205,5.82,College Medical Center,2019
4276,,Gram Stain Screen,,,87205,5.82,College Medical Center,2019
4277,,Gram negative identification (Vitek),,,87077,11.03,College Medical Center,2019
4278,,Gram positive identification (Vitek),,,87070,11.75,College Medical Center,2019
4279,,Gram stain,,,87205,5.82,College Medical Center,2019
4280,,Group B Strep Culture,,,87070,11.75,College Medical Center,2019
4281,,Growth Hormone-ARUP,,,83003,22.76,College Medical Center,2019
4282,,HBc IgM Interpretation-ARUP,,,86704,16.44,College Medical Center,2019
4283,,HC - Acetaminophen Level,,,80329,27.61,College Medical Center,2019
4284,,HC - Albumin Level,,,82040,6.75,College Medical Center,2019
4285,,HC - BMP,,,80048,11.98,College Medical Center,2019
4286,,HC - BMP,,,80048,11.54,College Medical Center,2019
4287,,HC - C. Diff DNA,,,87493,47.87,College Medical Center,2019
4288,,HC - CBC,,,85025,11.02,College Medical Center,2019
4289,,HC - CBC,,,85025,10.61,College Medical Center,2019
4290,,HC - CMP,,,80053,14.41,College Medical Center,2019
4291,,HC - Chest X-Ray PA and Lat,,,71046,25.13,College Medical Center,2019
4292,,HC - Drug Screen Urine,,,G0431,99.2,College Medical Center,2019
4293,,HC - Ethanol Level,,,80320,14.74,College Medical Center,2019
4294,,HC - Free T4,,,84439,12.3,College Medical Center,2019
4295,,HC - HCG Pregnancy Test,,,81025,0.0,College Medical Center,2019
4296,,HC - HCG Pregnancy Test,,,81025,3.2,College Medical Center,2019
4297,,HC - Hemoglobin A1C,,,83036,13.24,College Medical Center,2019
4298,,HC - Lithium Level,,,80178,9.02,College Medical Center,2019
4299,,HC - Magnesium Level,,,83735,9.14,College Medical Center,2019
4300,,HC - Phenobarbital Level,,,80184,15.62,College Medical Center,2019
4301,,HC - RPR,,,86592,5.82,College Medical Center,2019
4302,,HC - Salicylate Level,,,80329,9.68,College Medical Center,2019
4303,,HC - TSH,,,84443,22.93,College Medical Center,2019
4304,,HC - Tegretol Level,,,80156,19.87,College Medical Center,2019
4305,,HC - Urinalysis Macroscopic,,,81003,4.48,College Medical Center,2019
4306,,HC - Urinalysis Macroscopic,,,81003,3.06,College Medical Center,2019
4307,,HC - Urine Culture,,,87086,11.01,College Medical Center,2019
4308,,HC - Valproic Acid Level,,,80164,18.49,College Medical Center,2019
4309,,HCG Pregnancy Test,,,81025,0.0,College Medical Center,2019
4310,,HCG Pregnancy Test,,,81025,3.2,College Medical Center,2019
4311,,HCV Genotyping by PCR and Sequencing-ARUP,,,87902,351.22,College Medical Center,2019
4312,,HCV Quant with Reflex to HCV Genotype-ARUP,,,87522,52.88,College Medical Center,2019
4313,,HDL Cholesterol,,,83718,11.17,College Medical Center,2019
4314,,HDL Cholesterol,,,83718,11.17,College Medical Center,2019
4315,,HIV Screen,,,86703,18.7,College Medical Center,2019
4316,,HIV-1 Genotyping Reflex-ARUP,,,86813,55.85,College Medical Center,2019
4317,,HLA-B27-ARUP,,,86812,35.21,College Medical Center,2019
4318,,Haloperidol Level-ARUP,,,80173,19.87,College Medical Center,2019
4319,,Haptoglobin-ARUP,,,83010,17.16,College Medical Center,2019
4320,,Head Circumference,,,,0.0,College Medical Center,2019
4321,,Hematocrit,,,85014,3.35,College Medical Center,2019
4322,,Hematocrit,,,85014,3.23,College Medical Center,2019
4323,,Hematocrit,,,85018,3.23,College Medical Center,2019
4324,,Hemoglobin,,,85018,3.35,College Medical Center,2019
4325,,Hemoglobin,,,85018,3.23,College Medical Center,2019
4326,,Hemoglobin,,,85014,3.23,College Medical Center,2019
4327,,Hemoglobin A1C,,,83036,13.24,College Medical Center,2019
4328,,Hemoglobin A1c,,,83036,13.24,College Medical Center,2019
4329,,Hemoglobin Evaluation-ARUP,,,83021,24.63,College Medical Center,2019
4330,,Hemoglobin S Evaluation-ARUP,,,83021,24.63,College Medical Center,2019
4331,,Hemoglobin S Screen/LifeStream,,,85660,7.53,College Medical Center,2019
4332,,"Hemoglobin, Urine-ARUP",,,83069,5.39,College Medical Center,2019
4333,,Hemosiderin Urine-ARUP,,,83070,6.48,College Medical Center,2019
4334,,Heparin Anti-Xa Unfractionated-ARUP,,,85520,17.86,College Medical Center,2019
4335,,Heparin-Induced Thrombocytopenia Ab-ARUP,,,86022,25.06,College Medical Center,2019
4336,,Hepatic Function Panel,,,80076,11.14,College Medical Center,2019
4337,,Hepatitis A Antibody IgM-ARUP,,,86709,15.36,College Medical Center,2019
4338,,"Hepatitis A Virus Antibodies, Total-ARUP",,,86708,16.9,College Medical Center,2019
4339,,Hepatitis A Virus IgM  Antibody-ARUP,,,86709,15.36,College Medical Center,2019
4340,,Hepatitis B Surface Ag w/ Reflex to Conf-ARUP,,,87341,14.1,College Medical Center,2019
4341,,Hepatitis B Surface Antigen-ARUP,,,87340,14.1,College Medical Center,2019
