,IVNUM,IVDESC,IVREVCD,IVCPTCD,Price,Hospital,Year
10248,90001564,SNAREMASTER SPIRAL 20MM,270,,83.57,Stanislaus Surgical Center,2019
10249,90001565,BALLOON COLONIC 8.5-9.5-10.5,270,,688.0,Stanislaus Surgical Center,2019
10250,90001566,BALLOON COLONIC 11-12-13,270,,652.0,Stanislaus Surgical Center,2019
10251,90001570,PUNCH CORNEA BARRON DONOR 9.25,270,,276.0,Stanislaus Surgical Center,2019
10252,90001571,PUNCH CORNEA BARRON DONOR 9.0,270,,276.0,Stanislaus Surgical Center,2019
10253,90001572,PUNCH CORNEA BARRON DONOR 8.75,270,,276.0,Stanislaus Surgical Center,2019
10254,90001578,ANCHOR SWVEL LOCK BIO COMPOSITE 6.25 DIS,278,C1713,1368.0,Stanislaus Surgical Center,2019
10255,90001579,REAMER PILOTED,270,,738.0,Stanislaus Surgical Center,2019
10256,90001580,DRILL BIT 2.5MM GOLD,270,,342.24,Stanislaus Surgical Center,2019
10257,90001581,FLIPCUTTER 11.5,270,,1170.0,Stanislaus Surgical Center,2019
10258,90001582,TIGHTROPE PCL,278,C1713,1256.4,Stanislaus Surgical Center,2019
10259,90001583,REAMER CORING 12MM,270,,738.0,Stanislaus Surgical Center,2019
10260,90001584,BUR 9CM M-8,270,,637.12,Stanislaus Surgical Center,2019
10261,90001586,CASETTE STERRAD,270,,300.35,Stanislaus Surgical Center,2019
10262,90001587,SUTURE CARTRIDGE OPUS SMARTSTITCH,270,,660.0,Stanislaus Surgical Center,2019
10263,90001588,CONNECTOR M OPUS SMARTSTITCH,270,,540.0,Stanislaus Surgical Center,2019
10264,90001591,TROCAR TIP XCEL DILATING 5MM 10- REPR,270,,198.12,Stanislaus Surgical Center,2019
10265,90001592,TRANSFIX 11 PIN & WIRE SET,270,,90.0,Stanislaus Surgical Center,2019
10266,90001593,TRAY SPINAL 25G,270,,40.88,Stanislaus Surgical Center,2019
10267,90001594,CIRCUIT ANESTHESIA ADULT BREATHING,270,,12.15,Stanislaus Surgical Center,2019
10268,90001595,RING 6.25MM MALYUGIN,270,,516.66,Stanislaus Surgical Center,2019
10269,90001597,TUBING MALIS BIPOLAR,270,,234.4,Stanislaus Surgical Center,2019
10270,90001619,BIOFREEZE PRO GEL- 4 oz. TUBE,270,,27.2,Stanislaus Surgical Center,2019
10271,90001622,PULLEY RANGEMASTER,270,,39.0,Stanislaus Surgical Center,2019
10272,90001628,PACK STANDARD COLD,270,,39.8,Stanislaus Surgical Center,2019
10273,90001629,PACK CERVICAL COLD,270,,41.0,Stanislaus Surgical Center,2019
10274,90001630,PADS CPM,270,,45.4,Stanislaus Surgical Center,2019
10275,90001646,TRAY ARTHROGRAM,270,,80.08,Stanislaus Surgical Center,2019
10276,90001648,SUTURE MAXBRAID 2,270,,104.0,Stanislaus Surgical Center,2019
10277,90001649,SUTURE MAXBRAID 2-0,270,,80.0,Stanislaus Surgical Center,2019
10278,90001650,DRESSING POLAR MULTI USE,270,,25.08,Stanislaus Surgical Center,2019
10279,90001651,TRAY FACET 25G,270,,31.8,Stanislaus Surgical Center,2019
10280,90001652,TRAY FACET 22G,270,,44.6,Stanislaus Surgical Center,2019
10281,90001653,TRAY SINGLE SHOT EPIDURAL 18G,270,,61.2,Stanislaus Surgical Center,2019
10282,90001654,SHAVER ARTHROSCOPY 4.0MM TOMCAT- REPR,270,,89.76,Stanislaus Surgical Center,2019
10283,90001655,SUTURE CHROMIC 5-0 P-3,270,,22.91,Stanislaus Surgical Center,2019
10284,90001656,CANNULA 7.0 TWIST PURPLE,270,,90.0,Stanislaus Surgical Center,2019
10285,90001657,K WIRE 6 .045,270,,16.8,Stanislaus Surgical Center,2019
10286,90001658,UNI KNEE,278,,15200.0,Stanislaus Surgical Center,2019
10287,90001659,DRILL BIT 2.7MM /QC/100MM,270,,278.8,Stanislaus Surgical Center,2019
10288,90001660,DRILL BIT 1.5MM /QC/85MM,270,,278.8,Stanislaus Surgical Center,2019
10289,90001661,DRILL BIT 2.0MM /QC/100MM,270,,270.0,Stanislaus Surgical Center,2019
10290,90001662,DRILL BIT 1.1MM /QC/60MM,270,,278.8,Stanislaus Surgical Center,2019
10291,90001663,DRILL BIT 2.8MM/QC/165MM,270,,344.4,Stanislaus Surgical Center,2019
10292,90001665,ROTH NET STANDARD,270,,376.0,Stanislaus Surgical Center,2019
10293,90001666,TRAP POLYP E TRAP,270,,41.2,Stanislaus Surgical Center,2019
10294,90001670,COVER PROBE THERMOMETER ELECTRIC,270,,0.06,Stanislaus Surgical Center,2019
10295,90001671,SPECULA KLEEN-SPEC 4.25MM DISP,270,,0.12,Stanislaus Surgical Center,2019
10296,90001672,MASK FACE LG ADULT W/CK VALVE,270,,5.5,Stanislaus Surgical Center,2019
10297,90001673,MASK FACE MED ADULT W/CK VALVE,270,,5.5,Stanislaus Surgical Center,2019
10298,90001675,PASSER CATHETER,270,,392.0,Stanislaus Surgical Center,2019
10299,90001676,PASSER CATHETER,270,,392.0,Stanislaus Surgical Center,2019
10300,90001677,PERSONAL THERAPY MANAGER,270,,2200.0,Stanislaus Surgical Center,2019
10301,90001678,ANTENNA,270,,320.0,Stanislaus Surgical Center,2019
10302,90001679,PROGRAMMER PATIENT,270,L8681,3980.0,Stanislaus Surgical Center,2019
10303,90001680,RECHARGER,270,L8689,8200.0,Stanislaus Surgical Center,2019
10304,90001689,CASTING FIBERGLASS TAPE 3 X4YD,270,,11.64,Stanislaus Surgical Center,2019
10305,90001690,CASTING FIBERGLASS TAPE 4 X4YD,270,,11.45,Stanislaus Surgical Center,2019
10306,90001691,CASTING FIBERGLASS TAPE 5 X4YD,270,,29.08,Stanislaus Surgical Center,2019
10307,90001700,TUBE ET UNCUFFED TRACH 6.0MM,270,,7.08,Stanislaus Surgical Center,2019
10308,90001701,TUBE ET UNCUFFED TRACH 6.5MM,270,,7.08,Stanislaus Surgical Center,2019
10309,90001702,TUBE ET UNCUFFED TRACH 7.0MM,270,,7.08,Stanislaus Surgical Center,2019
10310,90001703,TUBE ET UNCUFFED TRACH 7.5MM,270,,7.08,Stanislaus Surgical Center,2019
10311,90001704,TUBE ET UNCUFFED TRACH 8.0MM,270,,7.08,Stanislaus Surgical Center,2019
10312,90001705,TUBE ET UNCUFFED TRACH 8.5MM,270,,7.08,Stanislaus Surgical Center,2019
10313,90001706,DRILL BIT 1.5MM,270,,342.24,Stanislaus Surgical Center,2019
10314,90001707,DRILL BIT 2.0MM,270,,342.24,Stanislaus Surgical Center,2019
10315,90001714,GUIDE PIN W/SUTURE EYE,270,,244.8,Stanislaus Surgical Center,2019
10316,90001718,SENSOR FINGER PEDI SPO2,270,,66.88,Stanislaus Surgical Center,2019
10317,90001720,AEQUALIS HUMERAL NAIL MARKER WIRE,270,,581.0,Stanislaus Surgical Center,2019
10318,90001721,AEQUALIS HUMERAL NAIL DRILL BIT,270,,664.0,Stanislaus Surgical Center,2019
10319,90001749,KIT SPIDER SHOULDER,270,,236.67,Stanislaus Surgical Center,2019
10320,90001750,SPIDER 2 SWITCH DRAPES,270,,144.0,Stanislaus Surgical Center,2019
10321,90001752,DRILL HAND 10 GUAGE,270,,400.0,Stanislaus Surgical Center,2019
10322,90001753,IVAS 10G ACCESS SYSTEM 15-2,270,,5066.68,Stanislaus Surgical Center,2019
10323,90001759,BALLOON ESHOPHAGEAL 6-7-8,270,,780.0,Stanislaus Surgical Center,2019
10324,90001764,EAR PLUG,270,,0.53,Stanislaus Surgical Center,2019
10325,90001765,APPLICATOR FOR DURASEAL,270,,840.0,Stanislaus Surgical Center,2019
10326,90001771,SPEE-D-MARK,270,,1.68,Stanislaus Surgical Center,2019
10327,90001772,SPEE-D-LINE SKIN MARKER 2.0MM LINE,270,,1.16,Stanislaus Surgical Center,2019
10328,90001774,SPEE-D-ANGLE,270,,1.28,Stanislaus Surgical Center,2019
10329,90001776,MISSOURI SUPPLIES MINI CAP WITH CATHETER,270,,21.52,Stanislaus Surgical Center,2019
10330,90001778,KIT ACCESSORY,270,,220.0,Stanislaus Surgical Center,2019
10331,90001781,SET BLOOD COLLECTION 21G,270,,2.25,Stanislaus Surgical Center,2019
10332,90001782,SET BLOOD COLLECTION 23G,270,,2.65,Stanislaus Surgical Center,2019
10333,90001783,SET BLOOD COLLECTION 25G,270,,2.25,Stanislaus Surgical Center,2019
10334,90001785,TEST PRONTO DRY,270,,23.6,Stanislaus Surgical Center,2019
10335,90001786,DOTS PRONTO CONTROL,270,,0.4,Stanislaus Surgical Center,2019
10336,90001787,PEG J-TUBE,270,,820.0,Stanislaus Surgical Center,2019
10337,90001788,TUBE G REPLACEMENT STRAIGHT 18FR,270,,120.0,Stanislaus Surgical Center,2019
10338,90001789,TUBE G REPLACEMENT STRAIGHT 20FR,270,,120.0,Stanislaus Surgical Center,2019
10339,90001790,TUBE G REPLACEMENT STRAIGHT 22FR,270,,120.0,Stanislaus Surgical Center,2019
10340,90001791,TUBE G REPLACEMENT STRAIGHT 24FR,270,,120.0,Stanislaus Surgical Center,2019
10341,90001792,HEADBAND REPLACEMENT,270,,7.84,Stanislaus Surgical Center,2019
10342,90001795,BLOOD BAND TYPENEX,270,,8.7,Stanislaus Surgical Center,2019
10343,90001797,NEEDLE STRAIGHT 22G 1 BLOOD COLLECTION,270,,0.21,Stanislaus Surgical Center,2019
10344,90001798,NEEDLE STRAIGHT 21G 1 BLOOD COLLECTION,270,,0.22,Stanislaus Surgical Center,2019
10345,90001801,LOG IMPLANT,270,,0.17,Stanislaus Surgical Center,2019
10346,90001803,CATHETER OPEN END URETERAL AXXCESS 6F,270,,44.24,Stanislaus Surgical Center,2019
10347,90001804,NEEDLE CHIBA NERVE 22G X 8.0,270,,29.24,Stanislaus Surgical Center,2019
10348,90001805,NEEDLE SPINAL 25G X 4.69,270,,15.37,Stanislaus Surgical Center,2019
10349,90001806,PAD GROUNDING W/O CABLE,270,,7.11,Stanislaus Surgical Center,2019
10350,90001807,SUTURE VICRYL 5-0 18 PS-3 ANTIBACTERIAL,270,,19.71,Stanislaus Surgical Center,2019
10351,90001808,SET ADMIN 134 20DRP 24HR,270,,19.44,Stanislaus Surgical Center,2019
10352,90001809,SUTURE ETHICON 3-0 27 PDS II FS-2,270,,17.03,Stanislaus Surgical Center,2019
10353,90001810,DR. LUTOSKY EYE LOCALS,270,,80.84,Stanislaus Surgical Center,2019
10354,90001811,DR. DEMARTINI EYE LOCALS,270,,80.84,Stanislaus Surgical Center,2019
10355,90001812,DR. GAMMON EYE LOCALS,270,,80.84,Stanislaus Surgical Center,2019
10356,90001813,DR. LANGHAM EYE LOCALS,270,,80.84,Stanislaus Surgical Center,2019
10357,90001814,DR. KIM EYE LOCALS,270,,80.84,Stanislaus Surgical Center,2019
10358,90001816,PROBE RF 2.5 AARDVARK,270,,528.0,Stanislaus Surgical Center,2019
10359,90001817,SPONGE GAUZE DERMACEA 2X2 NON STERILE,270,,0.04,Stanislaus Surgical Center,2019
10360,90001818,TEST FECAL OCCULT BLOOD SURE-VUE,270,,2.24,Stanislaus Surgical Center,2019
10361,90001819,PAD GROUNDING W/CABLE DISP LF,270,,8.33,Stanislaus Surgical Center,2019
10362,90001820,SUTURE PDS 1 OS-4,270,,12.07,Stanislaus Surgical Center,2019
10363,90001823,DRILL BIT 2.5,270,,311.6,Stanislaus Surgical Center,2019
10364,90001824,DRILL BIT 3.5,270,,295.2,Stanislaus Surgical Center,2019
10365,90001826,CATHETER PEDIATRIC 14FR 5CC,270,,12.52,Stanislaus Surgical Center,2019
10366,90001827,DRILL BIT 3.1 X 204,270,,531.2,Stanislaus Surgical Center,2019
10367,90001828,DRILL BIT 3.5,270,,672.0,Stanislaus Surgical Center,2019
10368,90001829,CAPIO SUTURE CAPTURING DEVICE,270,,1701.0,Stanislaus Surgical Center,2019
10369,90001834,GUIDEWIRE 290MM 3.2MM,270,,354.24,Stanislaus Surgical Center,2019
10370,90001835,FILM FUJI 10x12,270,,2.56,Stanislaus Surgical Center,2019
10371,90001836,SUTURE SOFSILK 4-0 BLACK 18 C-1,270,,12.4,Stanislaus Surgical Center,2019
10372,90001837,FILM FUJI 14X17,270,,5.28,Stanislaus Surgical Center,2019
10373,90001840,CATHETER SUCTION 14 F 22 W/O CONTROL,270,,1.2,Stanislaus Surgical Center,2019
10374,90001841,SYRINGE 1 ML SLIP TIP,270,,0.16,Stanislaus Surgical Center,2019
10375,90001842,DRILL BIT MTP 2.0MM,270,,306.0,Stanislaus Surgical Center,2019
10376,90001843,DRILL BIT MTP 2.5MM,270,,306.0,Stanislaus Surgical Center,2019
10377,90001844,GUIDEWIRE MTP .062MM,270,,43.2,Stanislaus Surgical Center,2019
10378,90001846,ANCHORAGE 2.0MM REAMER,270,,638.4,Stanislaus Surgical Center,2019
10379,90001847,K-WIRE 1.6MM (STRYKER ORTHO),270,,201.6,Stanislaus Surgical Center,2019
10380,90001848,K-WIRE 1.2MM,270,,127.2,Stanislaus Surgical Center,2019
10381,90001849,RING LONE STAR DISPOSABLE RETRACTOR 32.5,270,,252.68,Stanislaus Surgical Center,2019
10382,90001850,DRILL BIT WITH DEPTH MARK/QC/140MM 2.0MM,270,,574.0,Stanislaus Surgical Center,2019
10383,90001851,DRILL BIT/QC/195MM 3.2MM,270,,559.36,Stanislaus Surgical Center,2019
10384,90001852,CANNULA CHANG HYDRODISSECTION 27G,270,,9.4,Stanislaus Surgical Center,2019
10385,90001853,ACCU-PASS 45 DEG LEFT,270,,579.92,Stanislaus Surgical Center,2019
10386,90001854,DRILL FLEXBLE TWIST,270,,731.2,Stanislaus Surgical Center,2019
10387,90001855,DRIIL BIT 2.5MM,270,,284.4,Stanislaus Surgical Center,2019
10388,90001856,BB-TAK THREADED,270,,306.0,Stanislaus Surgical Center,2019
10389,90001857,K-WIRE .062,270,,54.0,Stanislaus Surgical Center,2019
10390,90001858,FLIPCUTTER 8.0,270,,1170.0,Stanislaus Surgical Center,2019
10391,90001859,DRILL BIT 2.5MM,270,,672.0,Stanislaus Surgical Center,2019
10392,90001860,K-WIRE 2.0 x 150,270,,33.6,Stanislaus Surgical Center,2019
10393,90001861,NSUTURE VICRYL 2-0 24 3/8,270,,11.99,Stanislaus Surgical Center,2019
10394,90001864,POLYP TRAP E TRAP,270,,41.2,Stanislaus Surgical Center,2019
10395,90001865,ROTH NET,270,,376.0,Stanislaus Surgical Center,2019
10396,90001875,GOLD PROBE 350CM,270,,640.0,Stanislaus Surgical Center,2019
10397,90001877,KIT ECTRA II CARPAL TUNNEL,270,,1028.0,Stanislaus Surgical Center,2019
10398,90001878,GUIDEWIRE 14,270,,608.0,Stanislaus Surgical Center,2019
10399,90001880,SCISSORS CURVED W/UNIPOLAR- REPR,270,,108.0,Stanislaus Surgical Center,2019
10400,90001881,REVOLVE SYSTEM,270,,1880.0,Stanislaus Surgical Center,2019
10401,90001882,ALLOFUSE 1CC DBM PUTTY,278,C1713,704.0,Stanislaus Surgical Center,2019
10402,90001883,ALLOFUSE 5CC DBM PUTTY,278,C1713,2816.0,Stanislaus Surgical Center,2019
10403,90001884,ALLOFUSE 10CC DBM PUTTY,278,,4224.0,Stanislaus Surgical Center,2019
10404,90001885,ALLOFUSE 1CC PLUS PASTE,278,C1713,980.0,Stanislaus Surgical Center,2019
10405,90001886,ALLOFUSE 10CC PLUS PASTE,278,,4560.0,Stanislaus Surgical Center,2019
10406,90001887,TUBE SHEEHY TYPE COLLAR BUTTON,270,,52.52,Stanislaus Surgical Center,2019
10407,90001888,BLADE MYRINGOTOMY,270,,46.84,Stanislaus Surgical Center,2019
10408,90001892,REAMER SHAFT MOD TRINKLE,270,,1720.0,Stanislaus Surgical Center,2019
10409,90001893,GUIDEWIRE SMOOTH-TIPPED,270,,1072.0,Stanislaus Surgical Center,2019
10410,90001894,GUIDEWIRE BALL-TIPPED,270,,1072.0,Stanislaus Surgical Center,2019
10411,90001895,K-WIRE 3X285MM,270,,716.0,Stanislaus Surgical Center,2019
10412,90001896,DRILL AO 4.2X340MM,270,,1036.0,Stanislaus Surgical Center,2019
10413,90001897,DRILL AO 5.0X230MM,270,,1036.0,Stanislaus Surgical Center,2019
10414,90001898,K-WIRE 1.2X100MM,270,,232.0,Stanislaus Surgical Center,2019
10415,90001899,K-WIRE 0.8X100MM,270,,120.0,Stanislaus Surgical Center,2019
10416,90001900,STAR SHOOTER,270,,132.0,Stanislaus Surgical Center,2019
10417,90001901,DRILL BIT 2.0,270,,397.44,Stanislaus Surgical Center,2019
10418,90001902,DRILL BIT 2.7,270,,644.0,Stanislaus Surgical Center,2019
10419,90001903,BANDAGE PLASTER ROLL 2,270,,3.96,Stanislaus Surgical Center,2019
10420,90001904,KIT ADMIT PATIENT,270,,40.66,Stanislaus Surgical Center,2019
10421,90001905,TOOTHBRUSH ADULT SOFT,270,,0.6,Stanislaus Surgical Center,2019
10422,90001906,TOOTHPASTE COLGATE .85oz,270,,1.6,Stanislaus Surgical Center,2019
10423,90001907,SHAVE CREAM 1.5oz,270,,1.24,Stanislaus Surgical Center,2019
10424,90001908,MOUTHWASH 4oz,270,,2.28,Stanislaus Surgical Center,2019
10425,90001909,SHAMPOO 2oz,270,,2.08,Stanislaus Surgical Center,2019
10426,90001910,"SOAP, BAR15oz",270,,2.6,Stanislaus Surgical Center,2019
10427,90001911,POWDER BABY 4oz,270,,1.83,Stanislaus Surgical Center,2019
10428,90001912,LOTION MEDSPA 2oz,270,,1.32,Stanislaus Surgical Center,2019
10429,90001913,HAIR BRUSH ADULT,270,,1.28,Stanislaus Surgical Center,2019
10430,90001918,DRILL LONG MINI ACUTRAK,270,,788.0,Stanislaus Surgical Center,2019
10431,90001919,GUIDEWIRE .045X 6,270,,40.0,Stanislaus Surgical Center,2019
10432,90001922,SUTURE SILK 5-0 BLK FS-2,270,,8.87,Stanislaus Surgical Center,2019
10433,90001925,BUR 7.5MM ACORN 9AC75,270,,531.52,Stanislaus Surgical Center,2019
10434,90001927,COUNTERSINK CANNULATED 3.0/4.0,270,,1530.0,Stanislaus Surgical Center,2019
10435,90001928,DRILL CANNULATED 2.7MM,270,,1152.0,Stanislaus Surgical Center,2019
10436,90001929,K-WIRE THREADED .045X6,270,,90.0,Stanislaus Surgical Center,2019
10437,90001930,TUBE TRACH 6FR CUFFED,270,,186.52,Stanislaus Surgical Center,2019
10438,90001931,TUBE TRACH 8FR CUFFED,270,,175.96,Stanislaus Surgical Center,2019
10439,90001932,TUBE TRACH 10FR CUFFED,270,,175.96,Stanislaus Surgical Center,2019
10440,90001933,DRILL CANNULATED 2.1MM,270,,1424.0,Stanislaus Surgical Center,2019
10441,90001934,DRILL SURGIBIT 2.0MM,270,,228.0,Stanislaus Surgical Center,2019
10442,90001935,DRILL QUICK RELEASE 2.8MM,270,,332.0,Stanislaus Surgical Center,2019
10443,90001936,DRILL BIT 12MM,270,,985.6,Stanislaus Surgical Center,2019
10444,90001940,PACK EPIDURAL,270,,53.8,Stanislaus Surgical Center,2019
10445,90001942,"DRILL ACUTRAK 2 , LONG",270,,1000.0,Stanislaus Surgical Center,2019
10446,90001944,BLADE SAW OSCILLATING 12.0MM,270,,26.28,Stanislaus Surgical Center,2019
10447,90001945,BLADE SAW OSCILLATING 18.5MM,270,,26.28,Stanislaus Surgical Center,2019
10448,90001946,DRILL TWIST 1.1MM,270,,118.0,Stanislaus Surgical Center,2019
10449,90001947,COLD PAD UNIVERSAL FOAM,270,,78.2,Stanislaus Surgical Center,2019
10450,90001948,FORMALIN 10% PF 40/20ML PP,270,,2.43,Stanislaus Surgical Center,2019
10451,90001949,EXPANDER TISSUE 500CC,270,,5580.0,Stanislaus Surgical Center,2019
10452,90001950,EXPANDER TISSUE 600CC,270,,5580.0,Stanislaus Surgical Center,2019
10453,90001951,NEEDLE STIMUQUICK NERVE BLOCK,270,,73.08,Stanislaus Surgical Center,2019
10454,90001956,SUTURE PDS II 2-0 STP-10,270,,53.88,Stanislaus Surgical Center,2019
10455,90001957,COVER PROBE ULTRASOUND W/GEL,270,,27.16,Stanislaus Surgical Center,2019
10456,90001958,KIT DRILL,270,,1440.0,Stanislaus Surgical Center,2019
10457,90001959,STEINMAN PIN PART THREAD,270,,192.0,Stanislaus Surgical Center,2019
10458,90001960,GUIDEWIRE STRAIGHT,270,,214.76,Stanislaus Surgical Center,2019
10459,90001961,GUIDEWIRE ANGLED,270,,147.74,Stanislaus Surgical Center,2019
10460,90001962,GUIDEWIRE 0.25 STRAIGHT,270,,214.76,Stanislaus Surgical Center,2019
10461,90001963,GUIDEWIRE .054X7 ST,270,,52.0,Stanislaus Surgical Center,2019
10462,90001964,KIT JUGULAR PUNCTURE,270,,114.94,Stanislaus Surgical Center,2019
10463,90001965,DRILL BIT 4.0,270,,404.8,Stanislaus Surgical Center,2019
10464,90001966,DRILL BIT 2.9,270,,504.16,Stanislaus Surgical Center,2019
10465,90001967,DRILL TRANSFIX II  5MM,270,,265.5,Stanislaus Surgical Center,2019
10466,90001968,DRILL BIT 1.5MM STRYKER J-LATCH/75MM,270,,364.32,Stanislaus Surgical Center,2019
10467,90001969,FASTFIX 360 KNOTPUSHER/CUTTER,270,,540.0,Stanislaus Surgical Center,2019
10468,90001970,GUIDEWIRE 3.2MM 400MM,270,,332.64,Stanislaus Surgical Center,2019
10469,90001971,DRILL BIT 4.2MM THREE-FLUTED,270,,817.72,Stanislaus Surgical Center,2019
10470,90001972,K-WIRE 1.6MM (BIOMET SM),270,,104.0,Stanislaus Surgical Center,2019
10471,90001973,PEG DRIVER 2.0MM FAST,270,,196.0,Stanislaus Surgical Center,2019
10472,90001974,DRILL BIT FAST 2.0MM,270,,512.0,Stanislaus Surgical Center,2019
10473,90001975,DVR DRILL BIT  2.5MM,270,,476.0,Stanislaus Surgical Center,2019
10474,90001977,WIRE 2.0MM KIRSCHNER W/TROCAR POINT 150M,270,,29.76,Stanislaus Surgical Center,2019
10475,90001979,"WIRE 1.6MM KIRSCHNER , TROCAR 150MM",270,,51.12,Stanislaus Surgical Center,2019
10476,90001980,DRILL 2.0MM X 5  QUICK RELEASE,270,,256.0,Stanislaus Surgical Center,2019
10477,90001981,ACHILLES SPEEDBRIDGE,278,C1713,6264.0,Stanislaus Surgical Center,2019
10478,90001998,HYDROGEN PEROXIDE 16oz,270,,2.12,Stanislaus Surgical Center,2019
10479,90001999,NEEDLE 18G X 5.0 RMVB WING,270,,38.24,Stanislaus Surgical Center,2019
10480,90002000,NEEDLE CHIBA NERVE 22G X 6.0,270,,29.24,Stanislaus Surgical Center,2019
10481,90002001,NEEDLE WHANG TRANSBRONCHIAL,270,,290.0,Stanislaus Surgical Center,2019
10482,90002002,BRUSH HARRELL CYTOLOGY,270,,55.6,Stanislaus Surgical Center,2019
10483,90002005,SUTURE SILK PERMA-HAND 0 30 CT-1,270,,4.92,Stanislaus Surgical Center,2019
10484,90002006,SUTURE VICRYL 3-0 27 RB-1,270,,6.99,Stanislaus Surgical Center,2019
10485,90002007,SUTURE VICRYL 3-0 27 CT-3,270,,6.0,Stanislaus Surgical Center,2019
10486,90002008,SUTURE CHROMIC GUT 0 27 CT-2,270,,15.16,Stanislaus Surgical Center,2019
10487,90002009,CATHETER RED ROBINSON 14FR,270,,11.2,Stanislaus Surgical Center,2019
10488,90002010,CATHETER RED ROBINSON 10FR,270,,11.2,Stanislaus Surgical Center,2019
10489,90002013,SPLINT PLASTER 3 X 15,270,,0.48,Stanislaus Surgical Center,2019
10490,90002014,GUIDEWIRE .059X5 ST,270,,52.0,Stanislaus Surgical Center,2019
10491,90002015,SPLINT PLASTER 5 X 30,270,,1.1,Stanislaus Surgical Center,2019
10492,90002016,DRESSING COSMOPORE 4x10,270,,1.7,Stanislaus Surgical Center,2019
10493,90002019,UMBILICAL TAPE COTTON 1/8x30 ETHICON,270,,5.71,Stanislaus Surgical Center,2019
10494,90002020,NEEDLE SPINAL DURASAFE EPI,270,,42.12,Stanislaus Surgical Center,2019
10495,90002021,UNIV LATERAL POSITIONER PADS,270,,103.32,Stanislaus Surgical Center,2019
10496,90002025,MASK FACE SURGINE,270,,0.35,Stanislaus Surgical Center,2019
10497,90002044,BRUSH SCRUB ULTRADEX PCMX,270,,1.48,Stanislaus Surgical Center,2019
10498,90002045,SOLUTION ANTI MICROBIAL WEDGE BTL,270,,115.88,Stanislaus Surgical Center,2019
10499,90002050,PEG FULL THREAD 2.5X22MM,278,C1713,364.0,Stanislaus Surgical Center,2019
10500,90002054,HANDPIECE INTERPULSE PULSE LAVAGE,270,,136.0,Stanislaus Surgical Center,2019
10501,90002055,MIXER CEMENT KNEE,270,,200.0,Stanislaus Surgical Center,2019
10502,90002056,REAMER RENTAL FEE,270,,1000.0,Stanislaus Surgical Center,2019
10503,90002057,STPCK 3WAY 20 EXT MLL STRL,270,,3.17,Stanislaus Surgical Center,2019
10504,90002060,GRANUFOAM LARGE DRESSINGS,270,,196.92,Stanislaus Surgical Center,2019
10505,90002061,ORTHO PAT DISPOSABLE SET,270,,3955.0,Stanislaus Surgical Center,2019
10506,90002062,ASPIRATION/ANTICOAGULATION LN,270,,86.44,Stanislaus Surgical Center,2019
10507,90002063,POST-OP LINE,270,,64.44,Stanislaus Surgical Center,2019
10508,90002064,REPLACEMENT RBC BAG,270,,36.4,Stanislaus Surgical Center,2019
10509,90002065,REPLACEMENT WASTE BAG,270,,46.88,Stanislaus Surgical Center,2019
10510,90002066,DERMABOND,270,,84.84,Stanislaus Surgical Center,2019
10511,90002067,EXTENSION SET HIGH FLOW,270,,7.09,Stanislaus Surgical Center,2019
10512,90002072,SET ADMIN 134 20DRP 24HR,270,,21.55,Stanislaus Surgical Center,2019
10513,90002073,CANNULA ADLT W/14 TUBING,270,,3.25,Stanislaus Surgical Center,2019
10514,90002074,TUBE SUCTION 1/4 X12 LF STRL,270,,3.2,Stanislaus Surgical Center,2019
10515,90002076,CONTAINER SPEC 4OZ STRL W/LID,270,,0.77,Stanislaus Surgical Center,2019
10516,90002077,PREP SKIN PRE SURGICAL,270,,7.33,Stanislaus Surgical Center,2019
10517,90002078,SPLINT PLASTER 4 X 15,270,,0.54,Stanislaus Surgical Center,2019
10518,90002080,SUTURE ETHILON 4-0 30 FSL,270,,9.4,Stanislaus Surgical Center,2019
10519,90002082,FORCEPS PULMONARY BIOPSY,270,,116.0,Stanislaus Surgical Center,2019
10520,90002084,STRAP MONTGOMERY,270,,5.44,Stanislaus Surgical Center,2019
10521,90002085,SET EXT 40 3WAY W/CLAVE,270,,11.88,Stanislaus Surgical Center,2019
10522,90002086,NEEDLE SPINAL DURASAFE EPI,270,,42.12,Stanislaus Surgical Center,2019
10523,90002087,KNIFE 15 SUPER SHARP STRAIGHT,270,,14.92,Stanislaus Surgical Center,2019
10524,90002088,PENCIL 18G CURVED BI-POLAR,270,,500.0,Stanislaus Surgical Center,2019
10525,90002089,KIT 2.4 CATARACT,270,,555.8,Stanislaus Surgical Center,2019
10526,90002090,KNIFE SLIT 2.8MM ANGLED,270,,25.6,Stanislaus Surgical Center,2019
10527,90002091,ANTERIOR CHAMBER CANNULA 2310 25G,270,,5.4,Stanislaus Surgical Center,2019
10528,90002092,CYSTATOME 25G FORMED IRRIGATING,270,,6.16,Stanislaus Surgical Center,2019
10529,90002093,CANNULA 27G ANTERIOR CHAMBER,270,,8.44,Stanislaus Surgical Center,2019
10530,90002094,KNIFE SLIT 3.0MM ANGLED,270,,33.32,Stanislaus Surgical Center,2019
10531,90002095,KNIFE SLIT 3.20MM ANGLED,270,,25.6,Stanislaus Surgical Center,2019
10532,90002096,KNIFE SLIT ANGLED 2.65MM,270,,25.6,Stanislaus Surgical Center,2019
10533,90002097,APPLICATOR CHLORAPREP 26ML BLU,270,,25.2,Stanislaus Surgical Center,2019
