,Charge Code (CDM/EAP),Description,Total Price ,CPT/HCPC,Hospital,Year
8061,36111307,HC SHVG SKIN LES 1.1-2.0 CM,493.0,11307,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8062,36111308,HC SHVG LES S/N/H/F/G;>2.0CM,726.0,11308,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8063,36111310,HC SHAVE LES F/E/N/L; 0.5CM<,795.0,11310,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8064,36111311,HC SHVG LES F/E/N/L .6-1.0CM,681.0,11311,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8065,36111313,HC SHVG LES F/E/N/L; >2.0CM,729.0,11313,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8066,36111400,HC EX B9 LES T/A/L; 0.5 CM/<,1337.0,11400,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8067,36111401,HC EX B9 LES T/A/L; 0.6-1CM,1437.0,11401,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8068,36111402,HC EX B9 LES T/A/L; 1.1-2CM,1337.0,11402,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8069,36111403,HC EX B9 LES T/A/L; 2.1-3CM,2751.0,11403,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8070,36111404,HC EXC BEN LES 3.1-4.0 CM,3146.0,11404,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8071,36111406,HC EX B9 LES T/A/L; > 4CM,5174.0,11406,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8072,36111420,HC EXC BLES S/N/EX G; .5CM/<,3146.0,11420,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8073,36111421,HC EXC B9 LESION 0.6-1.0 CM,2751.0,11421,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8074,36111422,HC EXC BLES S/N/EX G;1.1-2CM,3146.0,11422,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8075,36111423,HC EXC BLES S/N/EX G; 2.1-3.0CM,4121.0,11423,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8076,36111440,HC EXC FACE-MM B9+MARG.5CM/<,1337.0,11440,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8077,36111441,HC EXC B9 FACE/MM+MARG.6-1CM,1337.0,11441,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8078,36111442,HC EX BNGN LES 101-2.0CM,1337.0,11442,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8079,36111443,HC EXC FACE-MM B9+MARG 2.1-3CM,8610.0,11443,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8080,36111446,HC EXC FACE-MM B9+MARG>4 CM,2400.0,11446,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8081,36111600,HC EXC TR-EXT MAL+MARG .5CM<,2751.0,11600,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8082,36111601,HC EXC TR-EXT MAL+MARG 0.6-1 CM,3446.0,11601,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8083,36111602,HC EX MAL LES T/A/L; 1.1-2CM,3606.0,11602,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8084,36111603,HC EX MAL LES T/A/L; 2.1-3CM,4542.0,11603,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8085,36111604,HC EX MAL LES T/A/L; 3.1-4CM,3507.0,11604,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8086,36111606,HC EXC MAL LES T/A/L >4.0CM,7463.0,11606,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8087,36111620,HC EX H-F-NK-SP MAL+MARG.5 <,3146.0,11620,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8088,36111622,HC EX MALIG LES 1.1-2.0 NECK,4134.0,11622,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8089,36111623,HC EXC MALIG LES 2.1-3.0CM,5112.0,11623,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8090,36111626,HC EXC S/N/H/F/G MAL+MRG>4CM,5500.0,11626,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8091,36111640,HC EX MAL LES FACE/LIP<=.5CM,2751.0,11640,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8092,36111641,"HC EXC SKIN MALIG 0.6-1CM FACE,FACIAL",4547.0,11641,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8093,36111642,HC EXC SKIN F/E/E/N/L MAL+MRG 1.1-2,1337.0,11642,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8094,36111643,HC EXC MAL LES 2.1 TO 3.0 CM,5088.0,11643,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8095,36111644,HC EXC F/E/E/N/L MAL+MRG 3.1-4,4937.0,11644,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8096,36111646,HC EX F/E/E/N/L MAL+MRG >4CM,5425.0,11646,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8097,36111719,"HC TRIM NAILS, ANY #",131.0,11719,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8098,36111720,HC DEBRIDE NAIL 1-5,273.0,11720,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8099,36111721,HC DEBRIDMT NAIL ANY METH 6>,308.0,11721,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8100,36111730,"HC AVULSION NAIL PLATE, SGL",873.0,11730,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8101,36111732,"HC AVULSE NAIL PLATE, EA ADD",179.0,11732,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8102,36111750,HC EXC NAIL/MATRIX PERM,2610.0,11750,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8103,36111755,HC BX NAIL UNIT,2400.0,11755,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8104,36111900,HC INJ INTRALES; 1-7 LESIONS,951.0,11900,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8105,36111901,HC INJ INTRALES;> 7 LESIONS,745.0,11901,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8106,36111920,"HC TATTOO, 6.0SQ CM OR LESS",3725.0,11920,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8107,36111921,"HC TATTOO, 6.1 TO 20.0SQ CM",4415.0,11921,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8108,36111922,"HC TATTOO, EA ADDT'L 20.0SQ",714.0,11922,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8109,36111954,HC INJ/FILL BREAST TIS EXPDR,1809.0,11954,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8110,36111980,HC SQ HORMONE PELLET IMPL,771.0,11980,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8111,36112001,HC SIMP REPAIR 2.5CM OR LESS,395.0,12001,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8112,36112004,HC SIMPL RPR S/N/AX: 7.6-12.5 CM,1020.0,12004,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8113,36112011,HC SIMPLE RPR 2.5 CM OR LESS,395.0,12011,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8114,36112013,HC RPR SIMP LAC FACE 2.6-5.0,782.0,12013,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8115,36112020,HC TX S WOUND DEHISC; SMPL,2136.0,12020,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8116,36112031,HC INTERMED RPR 2.5CM/<,726.0,12031,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8117,36112032,HC INTERMED RPR 2.6-7.5CM,726.0,12032,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8118,36112034,HC INTMD WND RPR S/TR/EXT 7.6-12.5CM,726.0,12034,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8119,36112041,HC INTMD WND RPR N--HF/GENIT<2.5 CM,1500.0,12041,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8120,36112042,HC RPR INTERMED N/H/F/XTRNL GENT 2.6-7.5 CM,726.0,12042,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8121,36112051,HC INTMD WND RPT FACE/MM <2.5 CM,1134.0,12051,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8122,36112052,HC INTMD WND REPAIR FACE/MM 2.6-5.0 CM,726.0,12052,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8123,36112053,HC RPR INTERMED 5.1-7.5CM,726.0,12053,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8124,36112054,HC INTMD WND RPR FACE/MM 7.6-12.5 CM,1062.0,12054,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8125,36113131,HC CMPLX RPR F/G/H/F;1-2.5CM,2258.0,13131,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8126,36113160,HC LCL SURG WND/DEH EXTENS,8200.0,13160,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8127,36114000,HC ADJ TIS XFER TRNK <=10SQ,3660.0,14000,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8128,36114020,HC ADJ TIS XFR 10SQCM OR <,9368.0,14020,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8129,36114021,HC ADJ TIS XFR 10-30SQCM,5519.0,14021,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8130,36115002,HC PREP SITE TR/A/LG 1ST 100,3660.0,15002,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8131,36115100,HC SPLT AUTO TR/A/LG;1ST 100,6336.0,15100,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8132,36115120,"HC SPLT GRFT,HEAD,FAC,HAND,FEET<100 SQ CM",6900.0,15120,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8133,36115275,HC APP SKIN SUB UP TO 25SQCM,7128.0,15275,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8134,36115839,HC EXC EXCESS SKIN OTHR AREA,5425.0,15839,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8135,36115860,HC IV INJ/TEST BLD FLOW FLAP/GRAFT,5858.0,15860,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8136,36117000,HC DESTRUCT PRE-MALG 1ST LES,1160.0,17000,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8137,36117003,HC DEST PRE-MALG LES 2-14,188.0,17003,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8138,36117004,HC DEST PRE-M-LESION 15+,711.0,17004,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8139,36117005,HC DEST PRE M LESION 15+,711.0,17004,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8140,36117110,HC DESTRUCT B9 LESION 1-14,1439.0,17110,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8141,36117111,HC DESTRUCT B9 LESION 15+,788.0,17111,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8142,36117115,"HC DESTRUCT WART/LES, 1-14",1439.0,17110,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8143,36117250,HC CHEM CAUTRZTN GRANU TISS,851.0,17250,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8144,36117260,HC DES MLES T/A/L; 0.5 CM/<,395.0,17260,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8145,36117261,HC DESTR MLES T/A/L; 0.6-1.0 CM,595.0,17261,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8146,36117262,HC DES MLES T/A/L; 1.1-2CM,395.0,17262,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8147,36117263,HC DES MLES T/A/L; 2.1-3CM,395.0,17263,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8148,36117264,"HC DEST MALIG TRUNK,EXTREM 3.1-4 CM",726.0,17264,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8149,36117270,HC DES MAL LESN .5CM OR LESS,497.0,17270,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8150,36117271,HC DEST MLES S/N/H/F/G; 0.6-1,475.0,17271,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8151,36117272,HC DESTR MLES S/N/H/F/G; 1.1-2.0,522.0,17272,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8152,36117273,HC DSTR MALIG LESN S/N/H/F; 2.1-3.0CM,726.0,17273,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8153,36117280,HC DESTR MLES F/E/E/N/L/MM;0.5/<,395.0,17280,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8154,36117283,HC DESMLES F/E/E/N/L/MM2.1-3,907.0,17283,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8155,36117999,"HC UNLSTD SKN, SUB Q, MUC MM",395.0,17999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8156,36119000,HC PUNC ASP BRST CYST-INT LT,1337.0,19000,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8157,36119001,HC PUNC ASP BRST CYST-ADD RT,265.0,19001,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8158,36119002,HC PUNC ASP BRST CYST-INT RT,1337.0,19000,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8159,36119030,HC INJ DUCTOGRM/GALACTGRM,479.0,19030,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8160,36119081,HC BX BRST STRTCTC 1ST LE-RT,8247.0,19081,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8161,36119082,HC BX BRST STRTCTC ADDL LESION,8247.0,19081,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8162,36119083,HC BX BRST PLMT US 1ST LE-LT,7328.0,19083,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8163,36119084,HC BX BRST PLMT US-AD LES-LT,3269.0,19084,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8164,36119085,"HC STRTCTC BRST VAC ,DC PROC",4125.0,19081,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8165,36119086,HC BX BRST PLMT US 1ST LE-RT,7328.0,19083,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8166,36119087,HC BX BRST PLMT US-AD LES-RT,3269.0,19084,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8167,36119100,HC BREAST BX NO IMG GUID,3146.0,19100,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8168,36119101,"HC BIOPSY BREAST, INCISIONAL",715.0,19101,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8169,36119105,HC CRYOSUR ABLATE FA US EA,6366.0,19105,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8170,36119120,HC EXC LES BRST OPEN ONE/MOR,6366.0,19120,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8171,36119281,HC PLMT BRST WR/SD XR 1ST-LT,3837.0,19281,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8172,36119282,HC PLMT BRST WR/SD XR ADD-LT,1160.0,19282,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8173,36119283,HC PLMT BRST WR/SD XR 1ST-RT,3837.0,19281,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8174,36119284,HC PLMT BRST WR/SD XR ADD-RT,1160.0,19282,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8175,36119285,HC PLMT WR/SD US 1ST LES-LT,3430.0,19285,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8176,36119286,HC PLMT WR/SD US ADD LES-LT,851.0,19286,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8177,36119288,HC PLMT WR/SD US 1ST LES-RT,3430.0,19285,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8178,36119289,HC PLMT CLIP US 1ST LES-LT,3430.0,19285,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8179,36119290,HC PLMT CLIP US 1ST LES-RT,3430.0,19285,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8180,36119292,HC PLMT WR/SD US ADD LES-RT,851.0,19286,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8181,36119293,HC PLMT CLIP US ADD LES-LT,851.0,19286,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8182,36119294,HC PLMT CLIP US ADD LES-RT,773.0,19286,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8183,36119350,HC NIPPLE/AREOLA RECONSTRUCT,6366.0,19350,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8184,36119380,HC RVSN RECONSTD BREAST,11228.0,19380,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8185,36119499,"HC BREAST PROC,UNLISTED",6366.0,19499,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8186,36120206,HC MUSCLE BX; PERC NDL,3146.0,20206,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8187,36120220,HC BONE BX TR/NDL; SUPERF,3146.0,20220,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8188,36120240,"HC BX BONE, OPEN SUPERFICIAL",5425.0,20240,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8189,36120526,HC THER INJ CARPAL TUNNEL,571.0,20526,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8190,36120550,HC INJ TENDON SHTH/LIGAMENT,918.0,20550,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8191,36120551,HC INJ TENDON ORIGIN/INSERT,1230.0,20551,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8192,36120552,HC INJ SNGLE/MULT TRIGGER PT,1007.0,20552,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8193,36120553,HC INJ 1OR>TRIG PTS 3OR>MUSC,571.0,20553,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8194,36120600,HC ASP/INJECT SM JOINT/BURSA,571.0,20600,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8195,36120605,HC INJ/ASPR INTERMED JNT,1058.0,20605,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8196,36120610,HC INJ/ASP MAJOR JOINT,2030.0,20610,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8197,36120612,HC ASP/INJ GANGLION CYST(S),571.0,20612,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8198,36120660,"HC INSERT, TALON SCREW(S)",3295.0,20660,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8199,36120670,HC RMVL OF SUPPORT IMPLANT,9773.0,20670,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8200,36120999,HC UNLSTD MUSC-SKEL PROC,5117.0,20999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8201,36121299,HC UNLIST CRANIO/MXILLOFASC,417.0,21299,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8202,36121550,HC SFT TISS BV - NECK/THORAX,5058.0,21550,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
8203,36122899,HC SPINE SURGERY PROCEDURE,6120.0,22899,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
