,CDM Number,Description,NDC,Price,Hospital,Year
773,471004728,HYDROmorphone 2 mg/mL Inj Sol,00409-1312-10,36.5,Kern Medical Center,2019
774,417000506,hydroxychloroquine 200 mg Tab,66993-0057-02,22.45,Kern Medical Center,2019
775,417001398,hydroxyurea 500 mg Cap,68084-0284-01,6.45,Kern Medical Center,2019
776,417001595,hydrOXYzine hydrochloride 10 mg/5 mL Oral Syrup 5 mL UD,60432-0150-04,6.25,Kern Medical Center,2019
777,471004854,hydrOXYzine hydrochloride 25 mg Tab,68084-0254-01,5.0,Kern Medical Center,2019
778,417000514,hydrOXYzine pamoate 25 mg Cap,51079-0077-20,5.0,Kern Medical Center,2019
779,417004564,HYPROMELLOSE 0.3% LUBRICANT OPH GEL,00065-0474-01,0.0,Kern Medical Center,2019
780,471004637,HYPROMELLOSE 2.5% OPH SOLN 15 ML,17238-0610-15,0.0,Kern Medical Center,2019
781,,I-123 100 UCI  Caps,69945-0601-10,0.0,Kern Medical Center,2019
782,,I-123 200 UCI  Caps,69945-0620-02,0.0,Kern Medical Center,2019
783,,I-131 Liquid,65174-0080-50,0.0,Kern Medical Center,2019
784,417003203,ibuprofen 100 mg/5 mL Oral Susp 5 mL,68094-0494-61,5.0,Kern Medical Center,2019
785,417003142,ibuprofen 200 mg Tab,47682-0808-13,5.0,Kern Medical Center,2019
786,417000516,ibuprofen 400 mg Tab,63739-0672-10,5.0,Kern Medical Center,2019
787,417000517,ibuprofen 600 mg Tab,00904-5854-61,5.0,Kern Medical Center,2019
788,417000518,ibuprofen 800 mg Tab,00904-5855-61,5.0,Kern Medical Center,2019
789,417002736,IDArubicin 1 mg/mL IV Soln 10 mL,00013-2586-91,1900.0,Kern Medical Center,2019
790,417001988,ifosfamide 3 g IV Inj,10019-0926-02,480.0,Kern Medical Center,2019
791,417003890,imatinib 400 mg Tab,00078-0438-15,1007.75,Kern Medical Center,2019
792,417000522,imipenem-cilastatin 250 mg Inj,00006-3514-58,99.5,Kern Medical Center,2019
793,417000522,imipenem-cilastatin 500 mg Inj,00006-3516-59,134.0,Kern Medical Center,2019
794,417001378,immune globulin 10% IV Soln 100 mL,44206-0437-10,4046.0,Kern Medical Center,2019
795,471002174,immune globulin 10% IV Soln 200 mL,00026-0648-24,5882.0,Kern Medical Center,2019
796,417003658,immune globulin 10% IV Soln 50 mL,44206-0436-05,2048.0,Kern Medical Center,2019
797,417000528,indigo carmine 8 mg/mL Inj Soln 5 mL,17478-0508-01,54.5,Kern Medical Center,2019
798,417002414,indinavir 200 mg Cap,00006-0571-43,9.65,Kern Medical Center,2019
799,417002416,indinavir 400 mg Cap,00006-0573-54,17.25,Kern Medical Center,2019
800,STND6170,indium oxyquinoline In-111 1 mCi/mL IV Soln 1 mL,17156-0021-01,0.0,Kern Medical Center,2019
801,STND6171,indium pentetate In-111 1 mCi/mL Intrathecal Soln 1.5 mL,17156-0251-08,0.0,Kern Medical Center,2019
802,417000536,indomethacin 1 mg IV Inj,63323-0659-03,1672.0,Kern Medical Center,2019
803,417000531,indomethacin 25 mg Cap,51079-0190-20,5.0,Kern Medical Center,2019
804,417002641,indomethacin 25 mg/5 mL Oral Susp 5 mL UD,42211-0101-11,35.0,Kern Medical Center,2019
805,417001442,indomethacin 50 mg Cap,51079-0191-20,5.4,Kern Medical Center,2019
806,417003370,inFLIXimab abda 100 mg Pow,00006-4305-02,2813.0,Kern Medical Center,2019
807,417004622,"influenza virus vaccine, inactivated high-dose preservative-free trivalent IM Susp 0.5 mL",49281-0401-65,171.0,Kern Medical Center,2019
808,417004737,"influenza virus vaccine, inactivated preservative-free quadrivalent IM Susp 0.25 mL",49281-0518-25,98.5,Kern Medical Center,2019
809,417004147,"influenza virus vaccine, inactivated quadrivalent Susp",70461-0318-03,92.0,Kern Medical Center,2019
810,417003946,insulin detemir 100 units/mL Subcut Soln 10 mL,00169-3687-12,816.0,Kern Medical Center,2019
811,417003433,insulin glargine 100 units/mL Subcut Soln 10 mL,00088-2220-33,816.0,Kern Medical Center,2019
812,417004463,insulin isophane 100 units/mL human recombinant Subcut Susp 3 mL,00002-8315-17,113.5,Kern Medical Center,2019
813,417004464,insulin isophane-insulin regular 70 units-30 units/mL human recombinant Subcut Susp 3 mL,00002-8715-17,113.5,Kern Medical Center,2019
814,417004467,insulin lispro 100 units/mL Subcut Soln 3 mL,00002-7510-17,199.0,Kern Medical Center,2019
815,417003914,insulin regular (concentrated) 500 units/mL human recombinant Subcut Soln 20 mL,00002-8501-01,3609.0,Kern Medical Center,2019
816,417004010,insulin regular 10 units/mL 10 mL,00002-8215-01A,80.75,Kern Medical Center,2019
817,417000542,insulin regular 100 units/mL human recombinant Inj Soln 10 mL,00169-1833-11,467.0,Kern Medical Center,2019
818,417004462,insulin regular 100 units/mL human recombinant Inj Soln 3 mL,00002-8215-17,113.5,Kern Medical Center,2019
819,417004010,insulin regular human recombinant 100 units/mL (Lilly),00002-8215-01,501.0,Kern Medical Center,2019
820,417001800,"interferon alfa-2b 6,000,000 intl units/mL Inj Soln 3.8 mL",00085-1168-01,1697.0,Kern Medical Center,2019
821,STND6242,iobenguane I-123 370 mBq/5 mL (10 mCi/5 mL) IV Soln 5 mL,17156-0235-01,0.0,Kern Medical Center,2019
822,417003127,iodine-potassium iodide 5%-10% Oral and Topical Soln 15 mL,48433-0230-15,189.5,Kern Medical Center,2019
823,417003233,iodixanol 320 mg/mL Inj Soln 100 mL,00407-2223-17,0.0,Kern Medical Center,2019
824,417003232,iodixanol 320 mg/mL Inj Soln 50 mL,00407-2223-16,0.0,Kern Medical Center,2019
825,STND6276,iohexol 180 mg/mL Inj Soln 10 mL,00407-1411-10,0.0,Kern Medical Center,2019
826,417003599,iohexol 240 mg/mL Inj Soln 20 mL,00407-1412-20,0.0,Kern Medical Center,2019
827,417003231,iopamidol 61% Inj Soln 100 mL,00270-1315-35,0.0,Kern Medical Center,2019
828,417003228,iopamidol 61% Inj Soln 50 mL,00270-1315-30,0.0,Kern Medical Center,2019
829,417003192,iopamidol 61% Inj Soln 75 mL,00270-1315-47,0.0,Kern Medical Center,2019
830,417003231,iopamidol 76% Inj Soln 100 mL,00270-1316-35,0.0,Kern Medical Center,2019
831,STND6317,iopamidol 76% Inj Soln 125 mL,00270-1316-04,0.0,Kern Medical Center,2019
832,STND6318,iopamidol 76% Inj Soln 150 mL,00270-1316-37,0.0,Kern Medical Center,2019
833,417003228,iopamidol 76% Inj Soln 50 mL,00270-1316-30,0.0,Kern Medical Center,2019
834,STND6322,iopamidol 76% Inj Soln 75 mL,00270-1316-52,0.0,Kern Medical Center,2019
835,417003605,iothalamate meglumine 17.2% Inj Soln 250 mL,00019-0862-50,0.0,Kern Medical Center,2019
836,417002898,iothalamate meglumine 60% Inj Soln 30 mL,00019-0953-23,61.75,Kern Medical Center,2019
837,417002898,iothalamate meglumine 60% Inj Soln 50 mL,00019-0953-05,78.0,Kern Medical Center,2019
838,417003601,ioversol 68% Inj Soln 100 mL,00019-1323-83,369.0,Kern Medical Center,2019
839,417003600,ioversol 68% Inj Soln 50 mL,00019-1323-75,108.25,Kern Medical Center,2019
840,417003607,ioxaglate meglumine-ioxaglate sodium 39.3%-19.6% Inj Soln 20 mL,00019-5505-51,26.0,Kern Medical Center,2019
841,417003710,ipratropium 21 mcg/inh (0.03%) Nasal Spray 30 mL,00054-0045-44,337.05,Kern Medical Center,2019
842,417002250,ipratropium 500 mcg/2.5 mL Inh Soln 2.5 mL,00247-1712-10,5.0,Kern Medical Center,2019
843,417000544,ipratropium CFC free 17 mcg/inh Aerosol 12.9 g,00597-0087-17,1199.85,Kern Medical Center,2019
844,417002508,irinotecan 20 mg/mL IV Soln 2 mL,00009-7529-04,190.0,Kern Medical Center,2019
845,417002508,irinotecan 20 mg/mL IV Soln 5 mL,00009-7529-03,234.5,Kern Medical Center,2019
846,417000545,iron dextran 50 mg/mL Inj Soln 2 mL,52544-0931-02,99.0,Kern Medical Center,2019
847,417003746,iron sucrose 20 mg/mL IV Soln 2.5 mL,00517-2325-10,105.5,Kern Medical Center,2019
848,417003746,iron sucrose 20 mg/mL IV Soln 5 mL,00517-2340-10,182.0,Kern Medical Center,2019
849,417000547,isoflurane Inh Liquid 100 mL,10019-0360-40,88.35,Kern Medical Center,2019
850,417000547,isoflurane Inh Liquid 250 mL,66794-0017-25,114.5,Kern Medical Center,2019
851,417003279,ISONIAZID 10 MG/ML ORAL SUSP,99999-9999-52,7.0,Kern Medical Center,2019
852,417003279,isoniazid 100 mg Tab,00555-0066-02,5.0,Kern Medical Center,2019
853,417001379,isoniazid 100 mg/mL IM Soln 10 mL,00781-3056-70,1073.0,Kern Medical Center,2019
854,417000548,isoniazid 300 mg Tab,51079-0083-20,8.2,Kern Medical Center,2019
855,417003441,isoniazid 50 mg/5 mL Oral Syrup 5 mL UD,46287-0009-01,23.65,Kern Medical Center,2019
856,417000551,isoproterenol 0.2 mg/mL Sol,00548-9501-00,1411.0,Kern Medical Center,2019
857,417000554,isosorbide dinitrate 10 mg Tab,00904-2151-61,11.6,Kern Medical Center,2019
858,417003315,isosorbide mononitrate 30 mg ER Tab,68084-0591-01,10.4,Kern Medical Center,2019
859,417002678,itraconazole 10 mg/mL Oral Soln 150 mL,50458-0295-15,803.5,Kern Medical Center,2019
860,417001973,itraconazole 100 mg Cap,10147-1700-03,39.15,Kern Medical Center,2019
861,471004783,ketamine 100 mg/mL Inj Soln 5 mL,00143-9509-10,54.5,Kern Medical Center,2019
862,471004664,ketamine 50 mg/5 mL-NaCl 0.9% Inj Soln 5 mL,66647-3022-25,41.75,Kern Medical Center,2019
863,417000560,ketamine 50 mg/mL Inj Soln 10 mL,67457-0001-10,49.0,Kern Medical Center,2019
864,417003990,ketorolac 0.5% Ophth Soln 5 mL,17478-0209-10,322.65,Kern Medical Center,2019
865,417003296,ketorolac 15 mg/mL Inj Soln 1 mL,00409-3793-01,32.0,Kern Medical Center,2019
866,417003297,ketorolac 30 mg/mL Inj Soln 1 mL,63323-0162-01,40.0,Kern Medical Center,2019
867,417001241,ketorolac 60 mg/2 mL Soln,00409-3796-01,24.75,Kern Medical Center,2019
868,417002712,ketorolac ophthalmic 0.5% Sol,00023-2181-05,181.9,Kern Medical Center,2019
869,417003306,labetalol 100 mg Tab,00904-5928-61,13.45,Kern Medical Center,2019
870,417003307,labetalol 200 mg Tab,00904-5929-61,5.85,Kern Medical Center,2019
871,417003920,LABETALOL 40MG/ML ORAL SUSP 120ML,99999-9999-53,7.0,Kern Medical Center,2019
872,417000564,labetalol 5 mg/mL IV Soln 20 mL,00409-2267-25,34.5,Kern Medical Center,2019
873,417000565,labetalol 5 mg/mL IV Soln 40 mL,00409-2267-54,46.0,Kern Medical Center,2019
874,471004643,lacosamide 200 mg Tab,00131-2480-35,53.05,Kern Medical Center,2019
875,471004679,lacosamide 200 mg/20 mL IV Soln 20 mL,00131-1810-67,202.5,Kern Medical Center,2019
876,471004685,lacosamide 50 mg Tab,00131-2477-60,39.45,Kern Medical Center,2019
877,417001227,Lactated Ringers IV Soln 1000 mL,00338-0117-04,63.0,Kern Medical Center,2019
878,417003906,Lactated Ringers IV Soln 500 mL,00338-0117-03,61.25,Kern Medical Center,2019
879,417003961,lactobacillus reuteri Chew Tab,02359-0460-05,5.6,Kern Medical Center,2019
880,417003373,lactulose 10 g/15 mL Oral and Rectal Liquid 473 mL,50383-0795-16,111.5,Kern Medical Center,2019
881,417000568,lactulose 10 g/15 mL Oral Syrup 30 mL,00121-1154-40,6.75,Kern Medical Center,2019
882,417003373,lactulose 10 g/15 mL Oral Syrup 480 mL,50383-0779-16,111.5,Kern Medical Center,2019
883,417002817,lamoTRIgine 100 mg Tab,59746-0246-01,25.7,Kern Medical Center,2019
884,417002640,lamoTRIgine 25 mg Tab,51079-0498-20,22.8,Kern Medical Center,2019
885,417002575,latanoprost 0.005% Ophth Soln 2.5 mL,61314-0547-01,287.0,Kern Medical Center,2019
886,417003733,letrozole 2.5 mg Tab,00078-0249-15,86.25,Kern Medical Center,2019
887,417003174,leucovorin 100 mg Inj,25021-0814-30,196.0,Kern Medical Center,2019
888,417003281,leucovorin 25 mg Tab,00555-0485-27,196.0,Kern Medical Center,2019
889,417002249,leucovorin 350 mg Inj,25021-0816-30,352.0,Kern Medical Center,2019
890,417000573,leucovorin 50 mg Inj,25021-0813-10,148.0,Kern Medical Center,2019
891,417003497,leuprolide 11.25 mg/3 months Inj,00074-3663-03,7814.0,Kern Medical Center,2019
892,471004739,leuprolide 22.5 mg/3 months Inj,00074-3346-03,9292.0,Kern Medical Center,2019
893,417001835,"leuprolide 3.75 mg/mth IM Inj, ER",00074-3641-03,2672.0,Kern Medical Center,2019
894,417003363,leuprolide 30 mg/4 months Inj,00074-3683-03,12356.0,Kern Medical Center,2019
895,417002412,"leuprolide 7.5 mg/month IM Inj, ER",00074-3642-03,3952.0,Kern Medical Center,2019
896,417003874,levalbuterol 0.63 mg/3 mL Inh Soln 3 mL,63402-0512-24,41.3,Kern Medical Center,2019
897,417004012,levETIRAcetam 100 mg/mL IV Soln 5 mL,00409-1886-02,39.5,Kern Medical Center,2019
898,417004041,levETIRAcetam 100 mg/mL Oral Soln,00603-1384-58,53.5,Kern Medical Center,2019
899,417003645,levETIRAcetam 100 mg/mL Oral Soln 5 mL,00121-4799-40,39.4,Kern Medical Center,2019
900,417004612,levETIRAcetam 1000 mg/NaCl 0.75% 100 mL,55150-0247-47,212.0,Kern Medical Center,2019
901,417004607,levETIRAcetam 1500 mg/NaCl 0.54% 100 mL,55150-0248-47,266.0,Kern Medical Center,2019
902,471004649,levETIRAcetam 250 mg Tab,51079-0820-20,16.4,Kern Medical Center,2019
903,417003532,levETIRAcetam 500 mg Tab,50268-0468-15,18.7,Kern Medical Center,2019
904,417004611,levETIRAcetam 500 mg/NaCl 0.82% 100 mL,55150-0246-47,150.0,Kern Medical Center,2019
905,417001945,levOCARNitine 100 mg/mL Oral Soln 10 mL UD,54482-0145-08,17.8,Kern Medical Center,2019
906,417003429,levOCARNitine 200 mg/mL Inj Soln 5 mL,54482-0147-01,135.5,Kern Medical Center,2019
907,417002741,levofloxacin 25 mg/mL IV Soln 20 mL,17478-0107-20,150.5,Kern Medical Center,2019
908,417002743,levofloxacin 250 mg Tab,68084-0481-01,68.0,Kern Medical Center,2019
909,417003557,levofloxacin 250 mg/50 mL IV Soln 50 mL,25021-0825-81,85.75,Kern Medical Center,2019
910,417002867,levofloxacin 500 mg Tab,68084-0482-01,77.65,Kern Medical Center,2019
911,417002790,levofloxacin 500 mg/100 mL IV Soln 100 mL,25021-0132-82,103.0,Kern Medical Center,2019
912,417003641,levofloxacin 750 mg Tab,68084-0483-01,108.2,Kern Medical Center,2019
913,417003483,levofloxacin 750 mg/150 mL IV Soln 150 mL,00143-9720-24,80.0,Kern Medical Center,2019
914,417004444,levoleucovorin 50 mg IV Inj,68152-0101-00,896.0,Kern Medical Center,2019
915,471004772,levonorgestrel 52 mg Intrauteral Device,50419-0421-01,2533.0,Kern Medical Center,2019
916,417004450,levothyroxine 100 mcg (0.1 mg) IV Inj,63323-0649-16,397.0,Kern Medical Center,2019
917,417000580,levothyroxine 100 mcg (0.1 mg) Tab,51079-0442-20,5.15,Kern Medical Center,2019
918,417003002,levothyroxine 112 mcg (0.112 mg) Tab,00378-1811-01,5.0,Kern Medical Center,2019
919,417003282,levothyroxine 125 mcg (0.125 mg) Tab,51079-0443-20,5.7,Kern Medical Center,2019
920,417000589,levothyroxine 200 mcg (0.2 mg) Inj,63323-0247-10,169.0,Kern Medical Center,2019
921,417002917,levothyroxine 25 mcg (0.025 mg) Tab,51079-0444-20,5.0,Kern Medical Center,2019
922,417003709,LEVOTHYROXINE 25MCG/ML ORAL SUSP 30ML,99999-9999-54,7.0,Kern Medical Center,2019
923,417000587,levothyroxine 50 mcg (0.05 mg) Tab,51079-0440-20,5.0,Kern Medical Center,2019
924,417002916,levothyroxine 75 mcg (0.075 mg) Tab,51079-0441-20,5.05,Kern Medical Center,2019
925,417002902,levothyroxine 88 mcg (0.088 mg) Tab,00378-1807-01,5.0,Kern Medical Center,2019
926,417001192,lidocaine 0.4%-D5W Inj Soln 500 mL,00338-0409-03,75.25,Kern Medical Center,2019
927,417000594,lidocaine 0.5% Inj Soln 50 mL,00074-4275-01,28.25,Kern Medical Center,2019
928,417000594,lidocaine 0.5% PF Inj Soln 50 mL,63323-0491-57,76.5,Kern Medical Center,2019
929,471004744,lidocaine 1% Inj Soln 10 mL,63323-0201-10,26.0,Kern Medical Center,2019
930,471004773,lidocaine 1% Inj Soln 2 mL,63323-0201-02,28.0,Kern Medical Center,2019
931,417000601,lidocaine 1% Inj Soln 20 mL,00409-4276-01,24.75,Kern Medical Center,2019
932,417003787,lidocaine 1% Inj Soln 5 mL,00641-0436-25,19.25,Kern Medical Center,2019
933,417003845,lidocaine 1% Inj Soln 50 mL,00409-4276-02,33.0,Kern Medical Center,2019
934,471004773,lidocaine 1% PF Inj Soln 2 mL,55150-0161-02,26.25,Kern Medical Center,2019
935,417004433,lidocaine 1% PF Inj Soln 30 mL,00409-4279-02,33.75,Kern Medical Center,2019
936,417003787,lidocaine 1% PF Inj Soln 5 mL,00143-9595-25,31.0,Kern Medical Center,2019
937,471004781,lidocaine 2% Inj Soln 10 mL,63323-0486-17,34.0,Kern Medical Center,2019
938,471004782,lidocaine 2% Inj Soln 2 mL,63323-0202-02,28.0,Kern Medical Center,2019
939,417000602,lidocaine 2% Inj Soln 20 mL,63323-0486-27,36.25,Kern Medical Center,2019
940,417000602,lidocaine 2% Inj Soln 50 mL,00517-0626-25,22.25,Kern Medical Center,2019
941,417004430,lidocaine 2% PF Inj Soln 5 mL,00409-4903-34,34.5,Kern Medical Center,2019
942,417000597,lidocaine 2% preservative-free Syringe,76329-3390-01,21.0,Kern Medical Center,2019
943,417000596,lidocaine 2% Topical Gel with applicator 30 mL,00591-3012-30,68.7,Kern Medical Center,2019
944,417003122,lidocaine 2% Topical Gel with applicator 5 mL,17478-0711-10,33.2,Kern Medical Center,2019
945,,lidocaine 2%/sodium bicarb 8.4%/heparin/triamcinolone acetonide/sterile water,99999-9999-02,16.0,Kern Medical Center,2019
946,417003870,lidocaine 4% Topical Kit,24357-0701-07,92.0,Kern Medical Center,2019
947,417004084,lidocaine 4% Topical Soln 50 mL,52565-0009-50,195.95,Kern Medical Center,2019
948,417004555,lidocaine Top 4% mucous membrane Sol,76329-6300-05,26.0,Kern Medical Center,2019
949,471004718,lidocaine topical 4% Film,41167-0058-40,9.95,Kern Medical Center,2019
950,417004442,lidocaine topical 4% UD/SYR,00054-3505-47,6.8,Kern Medical Center,2019
951,417002580,lidocaine viscous 2% Sol,50383-0775-17,5.0,Kern Medical Center,2019
952,417003538,lidocaine-prilocaine 2.5%-2.5% Cream 30 g,00186-1516-01,170.45,Kern Medical Center,2019
953,417003538,lidocaine-prilocaine 2.5%-2.5% Cream 5 g,00115-1468-60,34.2,Kern Medical Center,2019
954,417003538,lidocaine-prilocaine 2.5%-2.5% Topical Kit,00168-0357-56,150.75,Kern Medical Center,2019
955,417004009,Lilly Sterile Diluent,99999-4009-01,0.0,Kern Medical Center,2019
956,417003293,linezolid 2 mg/mL IV Soln 300 mL,00009-5140-04,338.0,Kern Medical Center,2019
957,417003164,linezolid 600 mg Tab,00009-5135-03,563.7,Kern Medical Center,2019
958,417000620,lisinopril 10 mg Tab,51079-0982-20,6.75,Kern Medical Center,2019
959,471004650,lisinopril 2.5 mg Tab,68084-0765-25,5.5,Kern Medical Center,2019
960,417001297,lisinopril 20 mg Tab,51079-0983-20,7.1,Kern Medical Center,2019
961,417003467,lithium 150 mg Cap,00054-2526-25,5.0,Kern Medical Center,2019
962,417001570,lithium 300 mg Cap,00054-8527-25,5.0,Kern Medical Center,2019
963,417001593,lithium 300 mg/5 mL (8 mEq/5 mL) Oral Syrup 5 mL,68094-0757-62,9.25,Kern Medical Center,2019
964,417002563,loperamide 2 mg Cap,51079-0690-20,6.4,Kern Medical Center,2019
965,471004839,loratadine 10 mg Tab,00904-6074-61,6.3,Kern Medical Center,2019
966,417003143,LORazepam 0.5 mg Tab,51079-0417-20,7.5,Kern Medical Center,2019
967,417000624,LORazepam 1 mg Tab,63739-0500-10,5.0,Kern Medical Center,2019
968,417000625,LORazepam 2 mg Tab,51079-0387-20,10.65,Kern Medical Center,2019
969,417000623,LORazepam 2 mg/mL Inj Soln 1 mL,00641-6044-25,24.75,Kern Medical Center,2019
970,417002203,LORazepam 2 mg/mL Inj Soln 10 mL,00641-6050-10,52.75,Kern Medical Center,2019
971,417003208,losartan 25 mg Tab,68084-0346-01,10.4,Kern Medical Center,2019
972,417003209,losartan 50 mg Tab,00904-6390-61,6.05,Kern Medical Center,2019
973,471004669,lurasidone 20 mg Tab,63402-0302-30,86.05,Kern Medical Center,2019
974,417004474,lurasidone 40 mg Tab,63402-0304-10,135.6,Kern Medical Center,2019
975,417004583,"lymphocyte immune globulin, anti-thymocyte (equine) 50 mg/mL IV Soln 5 mL",00009-7224-02,6093.0,Kern Medical Center,2019
976,417003630,MAGIC MOUTHWASH 90ML,99999-9999-55,35.0,Kern Medical Center,2019
977,417000633,magnesium citrate 1.745 g/30 mL Oral Liquid 300 mL,37205-0110-38,7.9,Kern Medical Center,2019
978,417000635,magnesium hydroxide 24% Oral Conc 10 mL,00121-0527-10,6.05,Kern Medical Center,2019
979,417003071,magnesium oxide 400 mg (241.3 mg elemental magnesium) Tab,68585-0006-41,5.0,Kern Medical Center,2019
980,417001865,magnesium sulfate 1000 mg/D5W 100 mL,00409-6727-23,86.5,Kern Medical Center,2019
981,417003492,magnesium sulfate 40 mg/mL Inj Soln 1000 mL,00409-6729-09,96.75,Kern Medical Center,2019
982,471004746,magnesium sulfate 40 mg/mL Inj Soln 50 mL,63323-0106-05,127.0,Kern Medical Center,2019
983,417004516,magnesium sulfate 40 mg/mL Inj Soln 500 mL,63323-0106-15,79.75,Kern Medical Center,2019
984,417000640,magnesium sulfate 50% Inj Soln 10 mL,63323-0064-10,26.5,Kern Medical Center,2019
985,417000642,magnesium sulfate 50% Inj Soln 2 mL,63323-0064-02,25.5,Kern Medical Center,2019
986,417004584,magnesium sulfate 50% Inj Soln 20 mL,63323-0064-20,50.75,Kern Medical Center,2019
987,417000641,magnesium sulfate 50% Inj Soln 50 mL,00074-2168-03,41.0,Kern Medical Center,2019
988,471004767,magnesium sulfate 80 mg/mL Inj Soln 50 mL,00409-6730-13,87.25,Kern Medical Center,2019
989,417003364,mannitol 20% IV Soln 500 mL,00338-0357-03,229.0,Kern Medical Center,2019
990,417000643,mannitol 25% IV Soln 50 mL,63323-0024-25,72.25,Kern Medical Center,2019
991,417001667,measles/mumps/rubella virus vaccine Subcut Inj,49999-0422-01,192.0,Kern Medical Center,2019
992,417000645,mechlorethamine 10 mg Inj,67386-0911-51,575.0,Kern Medical Center,2019
993,417003283,meclizine 12.5 mg Tab,51079-0089-20,5.6,Kern Medical Center,2019
994,417001571,meclizine 25 mg Tab,51079-0511-20,6.35,Kern Medical Center,2019
995,417000650,medroxyPROGESTERone 10 mg Tab,00555-0779-02,5.0,Kern Medical Center,2019
996,417002060,medroxyPROGESTERone 150 mg/mL IM Susp 1 mL,59762-4538-02,362.0,Kern Medical Center,2019
997,417003298,megestrol 20 mg Tab,52959-0928-30,9.35,Kern Medical Center,2019
998,417003299,megestrol 40 mg Tab,00904-3571-61,8.85,Kern Medical Center,2019
999,417002582,megestrol 40 mg/mL Oral Susp 10 mL,00121-4776-00,23.5,Kern Medical Center,2019
1000,417001271,melphalan 2 mg Tab,00173-0045-35,36.1,Kern Medical Center,2019
1001,471004846,melphalan 50 mg IV Inj,43598-0392-48,1326.0,Kern Medical Center,2019
1002,417001841,meningococcal conjugate vaccine group ACYW IM Soln 0.5 mL,49281-0589-05,435.0,Kern Medical Center,2019
1003,471004710,"meningococcal group B vaccine recombinant, OMV, adjuvanted Sus",58160-0976-20,1168.0,Kern Medical Center,2019
1004,417001841,meningococcal polysaccharide vaccine group ACYW multiple dose Subcut Powder for Inj,49281-0489-91,3705.0,Kern Medical Center,2019
1005,417004578,menthol-zinc oxide 0.44%-20.625% Topical Oint 113 g,00799-0001-04,27.0,Kern Medical Center,2019
1006,417003270,meperidine 50 mg/mL Inj Soln 1 mL,00641-6053-25,27.5,Kern Medical Center,2019
1007,417000660,MERCAPTOPURINE 50 MG/ML ORAL SUSP,99999-9999-39,11.25,Kern Medical Center,2019
1008,417003525,meropenem 1000 mg IV Inj,63323-0508-30,112.0,Kern Medical Center,2019
1009,471004716,"MEROPENEM 1G/NS 50ML INJ,BAG",00264-3185-11,129.5,Kern Medical Center,2019
1010,417004541,meropenem 500 mg IV Inj,00409-3505-01,80.0,Kern Medical Center,2019
1011,471004833,"MEROPENEM 500MG/NS 50ML INJ,BAG",00264-3183-11,128.25,Kern Medical Center,2019
1012,417004506,mesalamine 800 mg DR Tab,68382-0649-28,33.05,Kern Medical Center,2019
1013,417001636,mesna 100 mg/mL Inj Soln 10 mL,10019-0953-01,219.0,Kern Medical Center,2019
1014,417002311,metFORMIN 500 mg Tab,00904-6326-61,5.65,Kern Medical Center,2019
1015,417002326,metFORMIN 850 mg Tab,00904-6327-61,9.35,Kern Medical Center,2019
1016,417003434,methadone 1 mg/mL NICU Susp 1 mL,00054-3555-63A,5.0,Kern Medical Center,2019
1017,417000667,methadone 10 mg Tab,00406-5771-62,6.65,Kern Medical Center,2019
1018,417004597,METHADONE 1MG/ML SOLN 10ML UD,00054-3555-63B,28.2,Kern Medical Center,2019
1019,417000666,methadone 5 mg Tab,00054-8553-24,5.95,Kern Medical Center,2019
1020,417004626,METHADONE [1MG/ML] SOLN 1ML SYR,99999-9999-57,27.0,Kern Medical Center,2019
1021,417000669,methimazole 10 mg Tab,23155-0071-01,5.85,Kern Medical Center,2019
1022,417003864,methIMAzole 1mg/mL Oral Susp,60793-0105-01,19.75,Kern Medical Center,2019
1023,417003864,METHIMAZOLE 1MG/ML ORAL SUSP 120ML,99999-9999-35,7.0,Kern Medical Center,2019
1024,417000673,methocarbamol 100 mg/mL Inj Soln 10 mL,00641-6103-25,173.0,Kern Medical Center,2019
1025,417000672,methocarbamol 500 mg Tab,63739-0166-10,5.0,Kern Medical Center,2019
1026,417000670,methocarbamol 750 mg Tab,63739-0167-10,5.0,Kern Medical Center,2019
1027,417001640,methotrexate 25 mg/mL Inj Soln 2 mL,61703-0350-38,141.75,Kern Medical Center,2019
1028,417001640,methotrexate 25 mg/mL PF Inj Soln 2 mL,00703-3671-93,123.0,Kern Medical Center,2019
1029,417000682,methyldopa 250 mg Tab,51079-0200-20,5.0,Kern Medical Center,2019
1030,417000681,methyldopa 500 mg Tab,51079-0201-20,5.4,Kern Medical Center,2019
1031,417003430,methylene blue 10 mg/mL Inj Soln 1 mL,17478-0504-01,96.75,Kern Medical Center,2019
1032,417000683,methylene blue 10 mg/mL Inj Soln 10 mL,17478-0504-10,621.0,Kern Medical Center,2019
1033,471004719,methylene blue 5 mg/mL,00517-0374-05,107.0,Kern Medical Center,2019
1034,417000685,methylergonovine 0.2 mg Tab,43386-0140-28,83.3,Kern Medical Center,2019
1035,417000684,methylergonovine 0.2 mg/mL Inj Soln 1 mL,17478-0501-01,50.5,Kern Medical Center,2019
1036,417001311,methylphenidate 5 mg Tab,00406-1142-01,7.7,Kern Medical Center,2019
1037,417000689,methylPREDNISolone acetate susp 40 mg/mL inj 1 mL,00009-3073-22,59.0,Kern Medical Center,2019
1038,417000692,methylPREDNISolone sodium succ 1 g Inj,00009-0698-01,101.0,Kern Medical Center,2019
1039,417000691,methylPREDNISolone sodium succ 125 mg PF Inj,00009-0047-26,57.25,Kern Medical Center,2019
