,Dept Code & Name,Description,Total Units,2018 Price,2019 Price,2018 Total,2019 Total,Hospital,Year
10140,7505 Outside Lab Services,750566904 Q ALLERGEN EACH IGG,3.0,22.0,,66.0,0.0,Childrens Hospital of Los Angeles,2019
10141,7420 Operating Room,742010398 SRW CRTX SELF TAP 4.5X30 LGTH,1.0,65.0,67.0,65.0,67.0,Childrens Hospital of Los Angeles,2019
10142,7778 Outpatient OT,777811023 OT SCC PHONE CONSULT 1/4 HR,5.0,13.0,13.0,65.0,65.0,Childrens Hospital of Los Angeles,2019
10143,7505 Outside Lab Services,750560252 Q 453 DRUG SCREEN 4 MECONIUMX4,4.0,16.0,,64.0,0.0,Childrens Hospital of Los Angeles,2019
10144,7505 Outside Lab Services,750597754 MM STRNG STRONGYLOIDES IGG,1.0,64.0,,64.0,0.0,Childrens Hospital of Los Angeles,2019
10145,7505 Outside Lab Services,750595010 Q 690 CHLAMYDIA CULTURE X1,3.0,21.0,,63.0,0.0,Childrens Hospital of Los Angeles,2019
10146,7505 Outside Lab Services,750595011 Q 690 CHLAMYDIA IMMUNOFLOUR X1,3.0,21.0,,63.0,0.0,Childrens Hospital of Los Angeles,2019
10147,7505 Outside Lab Services,750531424 Q HTLV I/II CONFIRM,1.0,63.0,63.0,63.0,63.0,Childrens Hospital of Los Angeles,2019
10148,7420 Operating Room,742036846 SCRW CORTEX 4.5X36MM 00-1050-4636,1.0,63.0,,63.0,0.0,Childrens Hospital of Los Angeles,2019
10149,7420 Operating Room,742043163 SEAL UNIV 5MM-8MM DA VINCI XI 470,1.0,63.0,,63.0,0.0,Childrens Hospital of Los Angeles,2019
10150,7430 Ambulatory Surgery Center,743000157 CATH FOL2W 5ML SIL 16FR 888760516,3.0,21.0,21.0,63.0,63.0,Childrens Hospital of Los Angeles,2019
10151,7430 Ambulatory Surgery Center,743038067 CAPILLARY CRAIN NON LATEX PENROSE,3.0,21.0,,63.0,0.0,Childrens Hospital of Los Angeles,2019
10152,7430 Ambulatory Surgery Center,743099048 CATH FOL 2W 3ML SIL 10FR,3.0,21.0,21.0,63.0,63.0,Childrens Hospital of Los Angeles,2019
10153,7505 Outside Lab Services,750597669 MM SPNEU STREP PNE AG UR,1.0,62.0,,62.0,0.0,Childrens Hospital of Los Angeles,2019
10154,7505 Outside Lab Services,"750563217 Q CYSTICERCOSIS AB, CSF",1.0,62.0,,62.0,0.0,Childrens Hospital of Los Angeles,2019
10155,7505 Outside Lab Services,750597026 BL 1505 FACTOR H,1.0,62.0,,62.0,0.0,Childrens Hospital of Los Angeles,2019
10156,7505 Outside Lab Services,750597029 BL 1504 FACTOR I,1.0,62.0,,62.0,0.0,Childrens Hospital of Los Angeles,2019
10157,7505 Outside Lab Services,750597935 Q 37213 CRYPTOSPORIDUM X1,2.0,31.0,,62.0,0.0,Childrens Hospital of Los Angeles,2019
10158,7505 Outside Lab Services,750597930 Q 26856P ALPHA GLYCOPROTEIN,1.0,62.0,,62.0,0.0,Childrens Hospital of Los Angeles,2019
10159,7420 Operating Room,742025134 SRW CRTX SELF TAP 4.5X56,1.0,61.0,63.0,61.0,63.0,Childrens Hospital of Los Angeles,2019
10160,7420 Operating Room,742046654 SCREW 4.5X30MM 71129230,1.0,61.0,,61.0,0.0,Childrens Hospital of Los Angeles,2019
10161,7420 Operating Room,742046655 SCREW 4.5X32MM 71129232,1.0,61.0,,61.0,0.0,Childrens Hospital of Los Angeles,2019
10162,7710 Pharmacy,771024055 DEXTROSE 25% 10ML INJ,1.0,61.0,61.0,61.0,61.0,Childrens Hospital of Los Angeles,2019
10163,7505 Outside Lab Services,750535272 Q 19946X ANA CHOICE AB SCRN,11.0,6.0,6.0,66.0,66.0,Childrens Hospital of Los Angeles,2019
10164,7420 Operating Room,742001080 TRAY LUMBAR PUNCTURE INF 4310C,2.0,30.0,30.0,60.0,60.0,Childrens Hospital of Los Angeles,2019
10165,7420 Operating Room,742041282 SLING ARM FASHION XLG 00179601400,2.0,30.0,,60.0,0.0,Childrens Hospital of Los Angeles,2019
10166,7420 Operating Room,742044381 VALVE AIR/WATER SUCTION BIOPSY ST,2.0,30.0,30.0,60.0,60.0,Childrens Hospital of Los Angeles,2019
10167,7420 Operating Room,742044813 TUNNELER BLUNT MR7STUN,1.0,60.0,,60.0,0.0,Childrens Hospital of Los Angeles,2019
10168,7420 Operating Room,742045654 BOLT 16MM 103201,3.0,20.0,,60.0,0.0,Childrens Hospital of Los Angeles,2019
10169,7430 Ambulatory Surgery Center,743033723 DILATOR METAL PED,2.0,30.0,,60.0,0.0,Childrens Hospital of Los Angeles,2019
10170,7470 Central Services & Receiving,747007744 DRESSING TEGADERM 4 X 10,3.0,20.0,,60.0,0.0,Childrens Hospital of Los Angeles,2019
10171,7470 Central Services & Receiving,747020754 TUBES CONNECTING 3/16  X6',15.0,4.0,,60.0,0.0,Childrens Hospital of Los Angeles,2019
10172,7505 Outside Lab Services,750535196 Q 8796 MYELOPEROXIDASE AB,3.0,20.0,20.0,60.0,60.0,Childrens Hospital of Los Angeles,2019
10173,7505 Outside Lab Services,"750560419 Q HANTAVIRUS AB, ELISA X2",2.0,30.0,30.0,60.0,60.0,Childrens Hospital of Los Angeles,2019
10174,7505 Outside Lab Services,750563308 Q DENGUE FEVER IGG AB,1.0,60.0,54.0,60.0,54.0,Childrens Hospital of Los Angeles,2019
10175,7505 Outside Lab Services,750563316 Q DENGUE FEVER IGM AB,1.0,60.0,55.0,60.0,55.0,Childrens Hospital of Los Angeles,2019
10176,7505 Outside Lab Services,750564329 CU GILBERT DNA INTERP&RPT X1,1.0,60.0,,60.0,0.0,Childrens Hospital of Los Angeles,2019
10177,7505 Outside Lab Services,"750566483 Q PORPHOBILINOGEN QT, URINE",6.0,10.0,10.0,60.0,60.0,Childrens Hospital of Los Angeles,2019
10178,7505 Outside Lab Services,"750591052 Q 34052X VZV DNA, QL PCR",1.0,60.0,,60.0,0.0,Childrens Hospital of Los Angeles,2019
10179,7505 Outside Lab Services,750596281 Q 83980N BETA 2 GLUCOPROT IGM,4.0,15.0,15.0,60.0,60.0,Childrens Hospital of Los Angeles,2019
10180,7505 Outside Lab Services,750597739 MM USPF RFX INTERPHASES,2.0,30.0,,60.0,0.0,Childrens Hospital of Los Angeles,2019
10181,7420 Operating Room,742036410 SCREW CORTICAL 3.5X20MM,1.0,59.0,,59.0,0.0,Childrens Hospital of Los Angeles,2019
10182,7710 Pharmacy,771035138 ERYTHROMYCIN 2% TOP SOLN 60ML,1.0,59.0,59.0,59.0,59.0,Childrens Hospital of Los Angeles,2019
10183,7505 Outside Lab Services,750596450 Q 689 CULTURE VIRAL BODY FL/TISS,1.0,59.0,,59.0,0.0,Childrens Hospital of Los Angeles,2019
10184,7505 Outside Lab Services,750598274 MM MIC AEROBIC SUS,1.0,59.0,,59.0,0.0,Childrens Hospital of Los Angeles,2019
10185,7505 Outside Lab Services,750598125 Q 91121 BRUCELLA AB X2,2.0,29.0,29.0,58.0,58.0,Childrens Hospital of Los Angeles,2019
10186,7505 Outside Lab Services,750566495 ZZ Q PORPHYRINS FRACTIONATED UR,2.0,29.0,,58.0,0.0,Childrens Hospital of Los Angeles,2019
10187,7505 Outside Lab Services,750597777 MM CRYPU CRYPTOCOCCUS AG UR,3.0,19.0,,57.0,0.0,Childrens Hospital of Los Angeles,2019
10188,7420 Operating Room,742036952 SUTURE PROLENE MONO BLUE 9-0 5IN,1.0,58.0,58.0,58.0,58.0,Childrens Hospital of Los Angeles,2019
10189,7420 Operating Room,742046790 SCREW T25 SLF TAPP 4.5X32MM 73826,1.0,58.0,,58.0,0.0,Childrens Hospital of Los Angeles,2019
10190,7430 Ambulatory Surgery Center,743034569 CATH FOLEY SIL OPEN END 8FR 34CM,1.0,58.0,,58.0,0.0,Childrens Hospital of Los Angeles,2019
10191,7082 Division Of Urology,708266100 PHONE E&M PHYS/QHP 11-20 MINUTES,1.0,57.0,,57.0,0.0,Childrens Hospital of Los Angeles,2019
10192,7394 Adolescent Medicine,739466775 IMMUN NASAL/ORAL 1ST VACCINE,1.0,57.0,57.0,57.0,57.0,Childrens Hospital of Los Angeles,2019
10193,7420 Operating Room,742028523 CONNECTOR DRAIN Y-TYPE BCC2,3.0,19.0,19.0,57.0,57.0,Childrens Hospital of Los Angeles,2019
10194,7420 Operating Room,742028735 CATHETER PDR STR 12FR 9012,3.0,19.0,19.0,57.0,57.0,Childrens Hospital of Los Angeles,2019
10195,7420 Operating Room,742033183 BLADE MINI TIP POINT SHARP37-6300,1.0,57.0,60.0,57.0,60.0,Childrens Hospital of Los Angeles,2019
10196,7430 Ambulatory Surgery Center,743000608 WAX BONE 2.5GM ET W31G,3.0,19.0,19.0,57.0,57.0,Childrens Hospital of Los Angeles,2019
10197,7430 Ambulatory Surgery Center,743005110 PROLENE D/A RB-1 SZ 4-0 36IN ET85,3.0,19.0,19.0,57.0,57.0,Childrens Hospital of Los Angeles,2019
10198,7430 Ambulatory Surgery Center,743028337 SUTURE PROLENE RB-1 SZ 3-0 ET8558,3.0,19.0,19.0,57.0,57.0,Childrens Hospital of Los Angeles,2019
10199,7710 Pharmacy,771008804 ROBITUSSIN 100MG/5ML 4OZ,3.0,19.0,,57.0,0.0,Childrens Hospital of Los Angeles,2019
10200,7710 Pharmacy,771020120 DILTIAZEM CD 180 MG CAP,3.0,19.0,,57.0,0.0,Childrens Hospital of Los Angeles,2019
10201,7710 Pharmacy,771021180 LICE COMB KIT,3.0,19.0,19.0,57.0,57.0,Childrens Hospital of Los Angeles,2019
10202,7505 Outside Lab Services,"750535066 Q MAGNESIUM, RANDOM URINE",5.0,11.0,11.0,55.0,55.0,Childrens Hospital of Los Angeles,2019
10203,7505 Outside Lab Services,"750598121 Q 90389 CRYPTO AG, EIA",1.0,56.0,,56.0,0.0,Childrens Hospital of Los Angeles,2019
10204,7505 Outside Lab Services,750598075 MM EEEVP ASSAY G6PD ENZ X1,1.0,56.0,,56.0,0.0,Childrens Hospital of Los Angeles,2019
10205,7505 Outside Lab Services,750598076 MM EEEVP ASSAY PHOSPHO ENZ X1,1.0,56.0,,56.0,0.0,Childrens Hospital of Los Angeles,2019
10206,7505 Outside Lab Services,750598077 MM EEEVP ASSAY PYRU KINASE X1,1.0,56.0,,56.0,0.0,Childrens Hospital of Los Angeles,2019
10207,7505 Outside Lab Services,750598078 MM EEEVP ENZ CELL ACT X1,1.0,56.0,,56.0,0.0,Childrens Hospital of Los Angeles,2019
10208,7505 Outside Lab Services,750598079 MM EEEVP ASSAY GLUTATHIONE X1,1.0,56.0,,56.0,0.0,Childrens Hospital of Los Angeles,2019
10209,7505 Outside Lab Services,750598080 MM EEEVP ASSAY NUCLEOTIDASE X1,1.0,56.0,,56.0,0.0,Childrens Hospital of Los Angeles,2019
10210,7420 Operating Room,742025139 SRW CRTX SELF TAP 4.5X66,1.0,56.0,58.0,56.0,58.0,Childrens Hospital of Los Angeles,2019
10211,7420 Operating Room,742025140 SRW CRTX SELF TAP 4.5X68,1.0,56.0,58.0,56.0,58.0,Childrens Hospital of Los Angeles,2019
10212,7420 Operating Room,742025259 SRW CRTX SELF TAP 2.7X18 LGTH,1.0,56.0,58.0,56.0,58.0,Childrens Hospital of Los Angeles,2019
10213,7420 Operating Room,742033782 BURR ORAL SURGERY TAP SM 30037702,2.0,28.0,28.0,56.0,56.0,Childrens Hospital of Los Angeles,2019
10214,7420 Operating Room,742035535 DEVICE SUTURING 7INX18CM,1.0,56.0,,56.0,0.0,Childrens Hospital of Los Angeles,2019
10215,7505 Outside Lab Services,750596501 Q 90849-2 HSV1 IGM TITER,2.0,28.0,28.0,56.0,56.0,Childrens Hospital of Los Angeles,2019
10216,7710 Pharmacy,771000954 CHLORPROMAZINE 25MG TAB,7.0,8.0,8.0,56.0,56.0,Childrens Hospital of Los Angeles,2019
10217,7505 Outside Lab Services,750598100 AR 2001597 ENCEPHLITIS CALIFOR AB,2.0,28.0,,56.0,0.0,Childrens Hospital of Los Angeles,2019
10218,7505 Outside Lab Services,750598101 AR 2001597  ENCEPHLITIS EAST EQNE,2.0,28.0,,56.0,0.0,Childrens Hospital of Los Angeles,2019
10219,7505 Outside Lab Services,750598102 AR 2001597 ENCEPHLITIS STLOUIS AB,2.0,28.0,,56.0,0.0,Childrens Hospital of Los Angeles,2019
10220,7505 Outside Lab Services,750598103 AR 2001597 ENCEPHLITIS WEST EQNE,2.0,28.0,,56.0,0.0,Childrens Hospital of Los Angeles,2019
10221,7505 Outside Lab Services,"750562326 Q CATECHOLAMINES, URINE",2.0,28.0,28.0,56.0,56.0,Childrens Hospital of Los Angeles,2019
10222,7505 Outside Lab Services,750566350 Q PHENYTOIN FREE,3.0,18.0,18.0,54.0,54.0,Childrens Hospital of Los Angeles,2019
10223,7505 Outside Lab Services,750597412 VI 6500 HHV 6 DNA QUANT X1,1.0,55.0,55.0,55.0,55.0,Childrens Hospital of Los Angeles,2019
10224,7505 Outside Lab Services,750597413 VI 6500 HHV 6 DNA AMP PROBE X1,1.0,55.0,55.0,55.0,55.0,Childrens Hospital of Los Angeles,2019
10225,7420 Operating Room,742016142 SRW CORTEX TT SLF TAP 4.5MMX28MM,1.0,55.0,,55.0,0.0,Childrens Hospital of Los Angeles,2019
10226,7420 Operating Room,742031739 SRW CNCLLS 4X28 206.028,1.0,55.0,,55.0,0.0,Childrens Hospital of Los Angeles,2019
10227,7420 Operating Room,742031746 SRW CNCLLS 4X40 206.040,1.0,55.0,57.0,55.0,57.0,Childrens Hospital of Los Angeles,2019
10228,7420 Operating Room,742039631 TUBING W/WAND 10FT 0700-026-00,1.0,55.0,,55.0,0.0,Childrens Hospital of Los Angeles,2019
10229,7430 Ambulatory Surgery Center,743001572 SRW CNCLLS 4X26 PART 207.026,1.0,55.0,,55.0,0.0,Childrens Hospital of Los Angeles,2019
10230,7430 Ambulatory Surgery Center,743001574 SRW CNCLLS 4X28 PART 207.028,1.0,55.0,,55.0,0.0,Childrens Hospital of Los Angeles,2019
10231,7430 Ambulatory Surgery Center,743001578 SRW CNCLLS 4X35 PART 207.035,1.0,55.0,,55.0,0.0,Childrens Hospital of Los Angeles,2019
10232,7430 Ambulatory Surgery Center,74301093 TUBE FEED STYLET 6FRX36IN,1.0,55.0,,55.0,0.0,Childrens Hospital of Los Angeles,2019
10233,7505 Outside Lab Services,"750563118 B CRYSTAL ID, FLUID",11.0,5.0,5.0,55.0,55.0,Childrens Hospital of Los Angeles,2019
10234,7505 Outside Lab Services,750597110 Q 11290 FECAL GLOBIN IMMUNOCHEM,1.0,55.0,,55.0,0.0,Childrens Hospital of Los Angeles,2019
10235,7505 Outside Lab Services,750597982 MM CAVPC ENCEPH CALIFORN AB X2,2.0,27.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10236,7430 Ambulatory Surgery Center,743019405 IOBILIZER KNEE TRIABLE 24IN,1.0,54.0,54.0,54.0,54.0,Childrens Hospital of Los Angeles,2019
10237,7430 Ambulatory Surgery Center,743020997 DRESSING BIOPATCH 2.5CM 4150,3.0,18.0,18.0,54.0,54.0,Childrens Hospital of Los Angeles,2019
10238,7505 Outside Lab Services,"750565923 Q LYSOZYME, SERUM",3.0,18.0,18.0,54.0,54.0,Childrens Hospital of Los Angeles,2019
10239,7710 Pharmacy,771094739 BLISTEX LIP OINT 0.14OZ,2.0,27.0,29.0,54.0,58.0,Childrens Hospital of Los Angeles,2019
10240,7505 Outside Lab Services,750597928 MM THRMPAPTT X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10241,7505 Outside Lab Services,750596606 AR 2001635 LYMPH CHORIOMEN AB X2,2.0,27.0,27.0,54.0,54.0,Childrens Hospital of Los Angeles,2019
10242,7505 Outside Lab Services,750597915 MM THRMP F2 GENE ANAL X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10243,7505 Outside Lab Services,750597916 MM THRMP A VARIENT X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10244,7505 Outside Lab Services,750597917 MM THRMP AT ACTIVITY X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10245,7505 Outside Lab Services,750597918 MM THRMP PROTEIN C ACTIVITY X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10246,7505 Outside Lab Services,750597919 MM THRMPPROTEIN S ANTIG FREE X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10247,7505 Outside Lab Services,750597920 MM THRMP ACT PRETEIN RESIST X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10248,7505 Outside Lab Services,750597921 MM THRMP SOLU FIBRIN MONOMER X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10249,7505 Outside Lab Services,750597922 MM THRMP D-DIMER X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10250,7505 Outside Lab Services,750597923 MM THRMP FIBRINOGEN X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10251,7505 Outside Lab Services,750597924 MM THRMP SPEC COAG INTERP X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10252,7505 Outside Lab Services,750597925 MM THRMP PT X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10253,7505 Outside Lab Services,750597926 MM THRMP DRVVT X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10254,7505 Outside Lab Services,750597927 MM THRMP THROMBIN TIME X1,1.0,54.0,,54.0,0.0,Childrens Hospital of Los Angeles,2019
10255,7420 Operating Room,742025136 SRW CRTX SELF TAP 4.5X60,1.0,53.0,58.0,53.0,58.0,Childrens Hospital of Los Angeles,2019
10256,7420 Operating Room,742032882 SILICONE STRIP 3.5MM S2970,1.0,53.0,,53.0,0.0,Childrens Hospital of Los Angeles,2019
10257,7420 Operating Room,742041415 DILATOR BALLOON CRE 10-12MM M0055,1.0,53.0,53.0,53.0,53.0,Childrens Hospital of Los Angeles,2019
10258,7430 Ambulatory Surgery Center,743000726 PAD FOAM STD 3X72IN 50725-30S,1.0,53.0,53.0,53.0,53.0,Childrens Hospital of Los Angeles,2019
10259,7430 Ambulatory Surgery Center,743031883 SPLINT NASAL SIL 400561,1.0,53.0,53.0,53.0,53.0,Childrens Hospital of Los Angeles,2019
10260,7592 Invasive - Cath Lab,759280072 5FR ROYAL FLUSH,1.0,53.0,55.0,53.0,55.0,Childrens Hospital of Los Angeles,2019
10261,7710 Pharmacy,771020306 ERYTHROMYCIN BASE 500MG TAB,1.0,53.0,53.0,53.0,53.0,Childrens Hospital of Los Angeles,2019
10262,7505 Outside Lab Services,750598357 Q 36741 ISLET CELL AB,1.0,53.0,53.0,53.0,53.0,Childrens Hospital of Los Angeles,2019
10263,7189 Endo-Metabolic Clinic,718965556 INJ IMMUNIZATION EA ADDTL VACCINE,1.0,52.0,,52.0,0.0,Childrens Hospital of Los Angeles,2019
10264,7398 Infusion Center,739811031 INJ IMMUNIZATION EA ADDL VACCINE,1.0,52.0,52.0,52.0,52.0,Childrens Hospital of Los Angeles,2019
10265,7430 Ambulatory Surgery Center,743001597 SRW CNCLLS BONE 4.0X40 207.040,1.0,52.0,,52.0,0.0,Childrens Hospital of Los Angeles,2019
10266,7430 Ambulatory Surgery Center,743005087 LUBRICANT MIDAS REX CLASSIC 10OZ,2.0,26.0,26.0,52.0,52.0,Childrens Hospital of Los Angeles,2019
10267,7430 Ambulatory Surgery Center,743032822 CYTOLOGY W/SHEATH DISP BC-202D-20,1.0,52.0,,52.0,0.0,Childrens Hospital of Los Angeles,2019
10268,7505 Outside Lab Services,750597986 CC CD40 FLOWCYTO 1 MARKER X1,1.0,52.0,,52.0,0.0,Childrens Hospital of Los Angeles,2019
10269,7505 Outside Lab Services,750597987 CC CD40 FLOWCYTO ADD ON X1,1.0,52.0,,52.0,0.0,Childrens Hospital of Los Angeles,2019
10270,7505 Outside Lab Services,750598167 AR 0030135 FIBRINOGEN ANTIGEN,1.0,52.0,,52.0,0.0,Childrens Hospital of Los Angeles,2019
10271,7505 Outside Lab Services,750598236 AR 2007909 CDCO ETG/S UR QNT,1.0,52.0,,52.0,0.0,Childrens Hospital of Los Angeles,2019
10272,7592 Invasive - Cath Lab,759240993 DILATOR COONS 6F 20CM .038 COOK,1.0,52.0,54.0,52.0,54.0,Childrens Hospital of Los Angeles,2019
10273,7710 Pharmacy,771020645 MILK OF MAGNESIA(PHILLIPS) 325 MG,1.0,52.0,,52.0,0.0,Childrens Hospital of Los Angeles,2019
10274,7740 Hemodialysis,774065021 IMMUNIZTION EACH ADDTL IM/SQ/ID,1.0,52.0,,52.0,0.0,Childrens Hospital of Los Angeles,2019
10275,7505 Outside Lab Services,750593986 MM CGAK CHROMOGRANIN A,1.0,52.0,,52.0,0.0,Childrens Hospital of Los Angeles,2019
10276,7505 Outside Lab Services,750594197 MM CRDPU CREATINE X1,1.0,51.0,51.0,51.0,51.0,Childrens Hospital of Los Angeles,2019
10277,7430 Ambulatory Surgery Center,743030147 PROTECTOR HEEL FOAM 50730-050,3.0,17.0,17.0,51.0,51.0,Childrens Hospital of Los Angeles,2019
10278,7505 Outside Lab Services,750566494 Q PORPHYRINS QT RANDOM URINE,3.0,17.0,17.0,51.0,51.0,Childrens Hospital of Los Angeles,2019
10279,7710 Pharmacy,771032871 PROMETHAZINE 12.5MG SUPP,3.0,17.0,,51.0,0.0,Childrens Hospital of Los Angeles,2019
10280,7505 Outside Lab Services,750596209 Q 1688X REDUCING SUBSTANCES UR,1.0,51.0,,51.0,0.0,Childrens Hospital of Los Angeles,2019
10281,7201 Plastic Surgery,720130002 DESTR PM LESION 2-14,1.0,50.0,,50.0,0.0,Childrens Hospital of Los Angeles,2019
10282,7420 Operating Room,742032801 PLT MICRO L-SHAPE 3X3H LNG RT,2.0,25.0,25.0,50.0,50.0,Childrens Hospital of Los Angeles,2019
10283,7430 Ambulatory Surgery Center,743028369 SUTUR VICRYL UND CT-1 SZ 0,1.0,50.0,,50.0,0.0,Childrens Hospital of Los Angeles,2019
10284,7505 Outside Lab Services,750530615 Q CHROMATIN (NEUCLEOSOMAL) AB,1.0,50.0,,50.0,0.0,Childrens Hospital of Los Angeles,2019
10285,7710 Pharmacy,771023800 INSULIN DETEMIR 100U/ML INJ,1.0,50.0,,50.0,0.0,Childrens Hospital of Los Angeles,2019
10286,7870 Clinical Nutrition,787065340 TELE MNT INITL ASSESSMENT 1/4 HR,2.0,25.0,,50.0,0.0,Childrens Hospital of Los Angeles,2019
10287,7505 Outside Lab Services,750566248 Q PARIETAL CELL ANTIBODY,2.0,25.0,,50.0,0.0,Childrens Hospital of Los Angeles,2019
10288,7710 Pharmacy,771096205 CALADRYL LOTION 6OZ,1.0,49.0,49.0,49.0,49.0,Childrens Hospital of Los Angeles,2019
10289,7505 Outside Lab Services,750598228 MM HAEVP OSMOTIC FRAGILITY,1.0,49.0,,49.0,0.0,Childrens Hospital of Los Angeles,2019
10290,7505 Outside Lab Services,"750598220 MM HAEVP HEXOKINASE, B",1.0,49.0,,49.0,0.0,Childrens Hospital of Los Angeles,2019
10291,7505 Outside Lab Services,750598221 MM HAEVP G-6-PD,1.0,49.0,,49.0,0.0,Childrens Hospital of Los Angeles,2019
10292,7505 Outside Lab Services,750598222 MM HAEVP HGB ELECTROPHORESIS,1.0,49.0,,49.0,0.0,Childrens Hospital of Los Angeles,2019
10293,7505 Outside Lab Services,750598223 MM HAEVP HGB A2 AND F,1.0,49.0,,49.0,0.0,Childrens Hospital of Los Angeles,2019
10294,7505 Outside Lab Services,750598224 MM HAEVP HGB STABILITY,1.0,49.0,,49.0,0.0,Childrens Hospital of Los Angeles,2019
10295,7505 Outside Lab Services,750598225 MM HAEVP GLUCOSE PHOS ISOMERASE,1.0,49.0,,49.0,0.0,Childrens Hospital of Los Angeles,2019
10296,7505 Outside Lab Services,750598226 MM HAEVP PYRUVATE KINASE,1.0,49.0,,49.0,0.0,Childrens Hospital of Los Angeles,2019
10297,7505 Outside Lab Services,750598227 MM HAEVP MORPHOLOGY REVIEW,1.0,49.0,,49.0,0.0,Childrens Hospital of Los Angeles,2019
10298,7505 Outside Lab Services,750588682 Q 11343X PROTEIN S AGX1,1.0,49.0,,49.0,0.0,Childrens Hospital of Los Angeles,2019
10299,7505 Outside Lab Services,750588683 Q 11343X PROTEIN S INTERPX1,1.0,49.0,,49.0,0.0,Childrens Hospital of Los Angeles,2019
10300,7505 Outside Lab Services,750598268 Q 16530 RETICULIN IGG,1.0,48.0,48.0,48.0,48.0,Childrens Hospital of Los Angeles,2019
10301,7861 Heart/Lung Transplant,786165008 SOC WORK TEAM CONF 1/4HR,4.0,12.0,13.0,48.0,52.0,Childrens Hospital of Los Angeles,2019
10302,7505 Outside Lab Services,750598370 VI 52022 PEANUT IGG4,2.0,24.0,24.0,48.0,48.0,Childrens Hospital of Los Angeles,2019
10303,7420 Operating Room,742028329 SUTRE SILK G-1 SZ 6-0 18IN ET780G,2.0,24.0,,48.0,0.0,Childrens Hospital of Los Angeles,2019
10304,7420 Operating Room,742029661 STATLOCK ARTERIAL SELECT ART0420,2.0,24.0,24.0,48.0,48.0,Childrens Hospital of Los Angeles,2019
10305,7420 Operating Room,742033491 WIRE K 5/64INX9IN 1620-509,2.0,24.0,,48.0,0.0,Childrens Hospital of Los Angeles,2019
10306,7430 Ambulatory Surgery Center,743032504 TUBE VENTILATION SHEEHY 1.27MM,2.0,24.0,,48.0,0.0,Childrens Hospital of Los Angeles,2019
10307,7505 Outside Lab Services,750563937 Q E1 ESTRONE,2.0,24.0,24.0,48.0,48.0,Childrens Hospital of Los Angeles,2019
10308,7505 Outside Lab Services,"750591212 Q PSA, FREE",4.0,12.0,12.0,48.0,48.0,Childrens Hospital of Los Angeles,2019
10309,7505 Outside Lab Services,750598195 AR 0050148 COMPLEMENT CMPNT C2,1.0,48.0,,48.0,0.0,Childrens Hospital of Los Angeles,2019
10310,7592 Invasive - Cath Lab,759280019 5FR AR1,2.0,24.0,26.0,48.0,52.0,Childrens Hospital of Los Angeles,2019
10311,7710 Pharmacy,771006865 COGENTIN 1MG TAB,4.0,12.0,12.0,48.0,48.0,Childrens Hospital of Los Angeles,2019
10312,7710 Pharmacy,771019231 PROCARDIA XL 60MG TAB,2.0,24.0,,48.0,0.0,Childrens Hospital of Los Angeles,2019
10313,7710 Pharmacy,771022300 LEVOTHYROXINE 200MCG TAB,4.0,12.0,,48.0,0.0,Childrens Hospital of Los Angeles,2019
10314,7710 Pharmacy,771027267 PROCHLORPERAZINE 10MG TAB,4.0,12.0,12.0,48.0,48.0,Childrens Hospital of Los Angeles,2019
10315,7710 Pharmacy,771079953 HYDROCHLOROTHIAZIDE 25MG TAB,4.0,12.0,12.0,48.0,48.0,Childrens Hospital of Los Angeles,2019
10316,7501 Lab Hematology,750157519 TEG PLT MAP OR W/HEP COAG ACT1,1.0,48.0,,48.0,0.0,Childrens Hospital of Los Angeles,2019
10317,7505 Outside Lab Services,750591477 UW LEUK/LYM CELL MRK 1ST MRD,1.0,48.0,,48.0,0.0,Childrens Hospital of Los Angeles,2019
10318,7505 Outside Lab Services,750567093 Q RETICULIN AB IGA SCREEN,1.0,47.0,47.0,47.0,47.0,Childrens Hospital of Los Angeles,2019
10319,7420 Operating Room,742033499 KIT DRESSING EAR CUP MED B-500M,1.0,47.0,47.0,47.0,47.0,Childrens Hospital of Los Angeles,2019
10320,7420 Operating Room,742034785 SET ASPIRATION TUBING,1.0,47.0,50.0,47.0,50.0,Childrens Hospital of Los Angeles,2019
10321,7420 Operating Room,742033614 CATH PEZ MUSHROOM 14FR,2.0,23.0,,46.0,0.0,Childrens Hospital of Los Angeles,2019
