,CDM,NDC,Description,Price,Hospital,Year
746,71540595,00006-4981-00,hepatitis B vacc 5mcg/0.5mL SDV [SJGH],123.21,San Joaquin General Hospital,2019
747,71503395,00409-1555-54,hetastarch 6% 500mL IV bag [SJGH],695.88,San Joaquin General Hospital,2019
748,41726191,54799-0431-05,homatropine 5% eye drop 5mL [SJGH],35.07,San Joaquin General Hospital,2019
749,71540744,00006-4119-03,human papillomavirus nonavalent vaccine [SJGH],1886.26,San Joaquin General Hospital,2019
750,71545149,18657-0117-04,hyaluronidase 150 units/mL SDV [SJGH],151.24,San Joaquin General Hospital,2019
751,41726274,00904-6440-61,hydrALAZINE 10mg tab [SJGH],9.83,San Joaquin General Hospital,2019
752,71534101,63323-0614-01,hydrALAZINE 20mg/mL SDV [SJGH],54.09,San Joaquin General Hospital,2019
753,41726324,51079-0075-20,hydrALAZINE 25mg tab [SJGH],20.91,San Joaquin General Hospital,2019
754,41726381,62584-0734-01,hydrALAZINE 50mg tab [SJGH],15.77,San Joaquin General Hospital,2019
755,41726431,63739-0128-10,hydroCHLOROthiazide 25mg tab [SJGH],2.88,San Joaquin General Hospital,2019
756,41726605,68084-0884-01,HYDROcodone 10mg/APAP 325mg tab [SJGH],50.53,San Joaquin General Hospital,2019
757,41726704,68084-0895-01,HYDROcodone 5mg/APAP 325mg tab [SJGH],18.25,San Joaquin General Hospital,2019
758,41726746,68084-0863-01,HYDROcodone 7.5mg/APAP 325mg tab [SJGH],28.69,San Joaquin General Hospital,2019
759,41727058,00168-0154-08,hydrocortisone 1% crm 1gm [SJGH],13.309920000000002,San Joaquin General Hospital,2019
760,41727009,45802-0438-03,hydrocortisone 1% crm 30gm [SJGH],1.1760000000000002,San Joaquin General Hospital,2019
761,71523328,00009-0011-04,hydrocortisone 100mg/2mL SDV [SJGH],159.16,San Joaquin General Hospital,2019
762,41727470,62559-0138-07,hydrocortisone 100mg/60mL enema [SJGH],43.0416,San Joaquin General Hospital,2019
763,41727439,68084-0469-01,hydrocortisone 10mg tab [SJGH],107.87,San Joaquin General Hospital,2019
764,41727447,59762-0075-01,hydrocortisone 20mg tab [SJGH],48.65,San Joaquin General Hospital,2019
765,71523393,00009-0013-05,hydrocortisone 250mg/2mL SDV [SJGH],23.34,San Joaquin General Hospital,2019
766,41727405,00713-0503-12,hydrocortisone 25mg supp [SJGH],73.13004000000002,San Joaquin General Hospital,2019
767,41799287,99999-9999-60,hydrocortisone 2mg per ml oral suspension 60mL [SJGH],2.8005,San Joaquin General Hospital,2019
768,71523468,00009-0016-12,hydrocortisone 500mg/4mL SDV [SJGH],46.92,San Joaquin General Hospital,2019
769,41726765,00395-1113-94,hydrogen peroxide 3% soln 118mL [SJGH],64.8996,San Joaquin General Hospital,2019
770,41726753,00869-4706-10,hydrogen peroxide 3% soln 473mL [SJGH],0.528,San Joaquin General Hospital,2019
771,71516330,63323-0852-25,HYDROmorphone 1mg/mL SDV [SJGH],74.02,San Joaquin General Hospital,2019
772,41727538,68084-0423-01,HYDROmorphone 2mg tab [SJGH],14.45,San Joaquin General Hospital,2019
773,41727595,68084-0472-01,HYDROmorphone 4mg tab [SJGH],16.74,San Joaquin General Hospital,2019
774,71516264,00409-2540-01,HYDROmorphone 4mg/mL amp [SJGH],14.43,San Joaquin General Hospital,2019
775,71516306,00703-0113-03,HYDROmorphone 50mg/5mL SDV [SJGH],89.39,San Joaquin General Hospital,2019
776,41727645,68084-0269-01,hydroxychloroquine 200mg tab [SJGH],121.82,San Joaquin General Hospital,2019
777,71545172,64011-0243-01,HYDROXYprogesterone 250mg/mL MDV 5mL [SJGH],3292.3,San Joaquin General Hospital,2019
778,41727728,00003-6335-17,hydroxyurea 200mg cap [SJGH],43.0902,San Joaquin General Hospital,2019
779,41727744,68084-0284-01,hydroxyurea 500mg cap [SJGH],71.61,San Joaquin General Hospital,2019
780,41727983,54838-0502-80,hydrOXYzine 10mg/5mL syrup 473mL [SJGH],19.2511,San Joaquin General Hospital,2019
781,41727843,00185-0674-01,hydrOXYzine 25mg cap [SJGH],5.7,San Joaquin General Hospital,2019
782,71545214,00517-4201-25,hydrOXYzine 25mg/mL SDV (IM only) [SJGH],257.73,San Joaquin General Hospital,2019
783,41727926,51079-0078-20,hydrOXYzine 50mg cap [SJGH],11.31,San Joaquin General Hospital,2019
784,71545289,00517-5601-25,hydrOXYzine 50mg/mL SDV (IM only) [SJGH],314.12,San Joaquin General Hospital,2019
785,41727512,11726-0138-01,hypromellose/glycerin/PEG eye drop 15mL [SJGH],69.0,San Joaquin General Hospital,2019
786,41728007,68094-0494-62,ibuprofen 100mg/5mL susp 5mL [SJGH],19.05,San Joaquin General Hospital,2019
787,41728106,00904-7914-61,ibuprofen 200mg tab [SJGH],3.32,San Joaquin General Hospital,2019
788,41728056,68084-0658-01,ibuprofen 400mg tab [SJGH],9.27,San Joaquin General Hospital,2019
789,41728171,68084-0703-01,ibuprofen 600mg tab [SJGH],10.57,San Joaquin General Hospital,2019
790,41728247,00904-5855-61,ibuprofen 800mg tab [SJGH],6.94,San Joaquin General Hospital,2019
791,71527303,00009-3794-01,ibutilide 1mg/10mL SDV [SJGH],69.62,San Joaquin General Hospital,2019
792,71527402,00597-0197-05,idaruCIZUmab 2.5g/50mL SDV [SJGH],3500.0,San Joaquin General Hospital,2019
793,71526123,10019-0925-01,ifosfamide 1gm SDV [SJGH],25.62,San Joaquin General Hospital,2019
794,71526131,10019-0926-02,ifosfamide 3gm SDV [SJGH],80.66,San Joaquin General Hospital,2019
795,41728262,00078-0649-30,imatinib mesylate 400mg tab [SJGH],9605.1801,San Joaquin General Hospital,2019
796,71514558,63323-0349-25,imipenem/cilastatin 250mg SDV [SJGH],140.44,San Joaquin General Hospital,2019
797,71514624,63323-0322-25,imipenem/cilastatin 500mg SDV [SJGH],253.12,San Joaquin General Hospital,2019
798,41728320,49884-0055-01,imipramine 25mg tab [SJGH],22.78,San Joaquin General Hospital,2019
799,71503049,44206-0437-10,immune globulin 10% 10gm SDV [SJGH],797.2,San Joaquin General Hospital,2019
800,71503056,44206-0438-20,immune globulin 10% 20gm SDV [SJGH],1171.92,San Joaquin General Hospital,2019
801,71502975,44206-0439-40,immune globulin 10% 40gm SDV [SJGH],3188.8,San Joaquin General Hospital,2019
802,71503031,44206-0436-05,immune globulin 10% 5gm SDV [SJGH],398.6,San Joaquin General Hospital,2019
803,71530133,00517-0375-05,indigo carmine 0.8% 5mL amp [SJGH],678.47,San Joaquin General Hospital,2019
804,71527329,17238-0424-06,indocyanine green 25mg SDV [SJGH],398.53998,San Joaquin General Hospital,2019
805,71523609,63323-0659-03,indomethacin 1mg SDV [SJGH],353.05,San Joaquin General Hospital,2019
806,41728486,68462-0406-01,indomethacin 25mg cap [SJGH],6.3100000000000005,San Joaquin General Hospital,2019
807,41758486,42211-0102-43,indomethacin 50mg supp [SJGH],2419.7001,San Joaquin General Hospital,2019
808,71545529,57894-0030-01,inFLIXimab 100mg SDV [SJGH],1107.6,San Joaquin General Hospital,2019
809,71545463,00006-4305-02,inFLIXimab abda 100 mg SDV [SJGH],664.85,San Joaquin General Hospital,2019
810,71540850,49281-0518-25,influenza quadrivalent PED vacc 0.25mL PFS [SJGH],409.5,San Joaquin General Hospital,2019
811,71540843,49281-0418-50,influenza quadrivalent vacc 0.5mL PFS [SJGH],81.89999999999998,San Joaquin General Hospital,2019
812,71533772,00002-8715-17,insulin 70/30 100units/mL MDV 3mL [SJGH],4.59,San Joaquin General Hospital,2019
813,71533012,00088-2220-33,insulin glargine 100units/mL MDV 10mL [SJGH],85.02000000000002,San Joaquin General Hospital,2019
814,71533863,00002-7510-17,insulin lispro 100units/mL MDV 3mL [SJGH],16.64001,San Joaquin General Hospital,2019
815,71533129,00002-8315-17,insulin NPH 100units/mL MDV 3mL [SJGH],4.59,San Joaquin General Hospital,2019
816,71533806,00002-8215-01,insulin regular 100units/mL MDV 10mL [SJGH],14.2,San Joaquin General Hospital,2019
817,71533798,00002-8215-17,insulin regular 100units/mL MDV 3mL [SJGH],4.59,San Joaquin General Hospital,2019
818,41728692,00395-1213-16,iodine 2% tincture 473mL [SJGH],23.76825,San Joaquin General Hospital,2019
819,71524742,00003-2328-22,ipilimumab 200mg/40mL SDV [SJGH],28694.83,San Joaquin General Hospital,2019
820,71524758,00003-2327-11,ipilimumab 50mg/10mL SDV [SJGH],7173.7199999999975,San Joaquin General Hospital,2019
821,41728809,00487-9801-01,ipratropium br 0.5mg/2.5mL neb [SJGH],4.4197500000000005,San Joaquin General Hospital,2019
822,41705088,00597-0087-17,ipratropium HFA 17mcg inh [SJGH],340.99,San Joaquin General Hospital,2019
823,71526081,61703-0349-09,irinotecan 100mg/5mL SDV [SJGH],18.86,San Joaquin General Hospital,2019
824,71526115,00009-7529-05,irinotecan 300mg/15mL SDV [SJGH],70.45995,San Joaquin General Hospital,2019
825,71526099,61703-0349-16,irinotecan 40mg/2mL SDV [SJGH],11.71,San Joaquin General Hospital,2019
826,71526206,15054-0043-01,irinotecan liposomal 43mg/10mL SDV [SJGH],1958.0,San Joaquin General Hospital,2019
827,71545586,00517-2340-10,iron sucrose 100mg/5mL SDV [SJGH],313.1400000000001,San Joaquin General Hospital,2019
828,71545057,00517-2325-10,iron sucrose 50mg/2.5mL SDV [SJGH],225.84,San Joaquin General Hospital,2019
829,71511521,00469-0420-99,isavuconazonium 372mg SDV [SJGH],281.87,San Joaquin General Hospital,2019
830,41728999,66794-0019-10,isoflurane inh soln 100mL [SJGH],13.29,San Joaquin General Hospital,2019
831,41729153,00555-0066-02,isoniazid 100mg tab [SJGH],7.249999999999999,San Joaquin General Hospital,2019
832,71511505,00781-3056-70,isoniazid 100mg/mL MDV 10mL [SJGH],263.95,San Joaquin General Hospital,2019
833,41729211,51079-0083-20,isoniazid 300mg tab [SJGH],85.21,San Joaquin General Hospital,2019
834,41729098,46287-0009-01,isoniazid 50mg/5mL soln 479mL [SJGH],277.07867000000005,San Joaquin General Hospital,2019
835,41798109,00869-1156-10,isopropyl alcohol topical 70% Liq [SJGH],1.03587,San Joaquin General Hospital,2019
836,41729401,68084-0082-01,isosorbide dinitrate 10mg tab [SJGH],38.18,San Joaquin General Hospital,2019
837,41729476,68084-0083-01,isosorbide dinitrate 20mg tab [SJGH],45.62,San Joaquin General Hospital,2019
838,41729534,49884-0009-01,isosorbide dinitrate 30mg tab [SJGH],55.47,San Joaquin General Hospital,2019
839,41729344,50268-0447-15,isosorbide dinitrate 5 mg Tab [SJGH],42.05,San Joaquin General Hospital,2019
840,41729757,10147-1700-07,itraconazole 100mg cap [SJGH],130.60992000000002,San Joaquin General Hospital,2019
841,41729633,50458-0295-15,itraconazole 10mg/mL susp 150mL [SJGH],305.67,San Joaquin General Hospital,2019
842,41729765,00006-0032-20,ivermectin 3mg tab [SJGH],88.3,San Joaquin General Hospital,2019
843,71518518,00143-9508-10,ketamine 50mg/mL MDV 10mL [SJGH],20.8,San Joaquin General Hospital,2019
844,41729872,61314-0126-10,ketorolac 0.5% eye drop 10mL [SJGH],53.14,San Joaquin General Hospital,2019
845,71517205,63323-0162-01,ketorolac 30mg/mL SDV [SJGH],19.22,San Joaquin General Hospital,2019
846,71517221,00409-3796-01,ketorolac 60mg/2mL SDV [SJGH],68.33,San Joaquin General Hospital,2019
847,41729863,10119-0601-05,ketotifen 0.025% eye soln 5mL [SJGH],6.16,San Joaquin General Hospital,2019
848,41731001,68001-0205-00,labetalol 100mg tab [SJGH],19.32,San Joaquin General Hospital,2019
849,41731019,00904-5929-61,labetalol 200mg tab [SJGH],42.17,San Joaquin General Hospital,2019
850,71534150,00409-2339-34,labetalol 20mg/4mL PFS [SJGH],60.16,San Joaquin General Hospital,2019
851,71534135,00409-2267-20,labetalol 5mg/mL MDV 20mL [SJGH],3.02,San Joaquin General Hospital,2019
852,71534200,00409-2267-54,labetalol 5mg/mL MDV 40mL [SJGH],6.05,San Joaquin General Hospital,2019
853,71545750,00131-1810-67,lacosamide 200mg/20mL SDV [SJGH],469.47,San Joaquin General Hospital,2019
854,41729963,00131-2477-60,lacosamide 50mg tab [SJGH],539.3502,San Joaquin General Hospital,2019
855,71501761,00338-0117-04,Lactated Ringers 1000mL IV bag [SJGH],16.799999999999994,San Joaquin General Hospital,2019
856,71501738,00338-0117-03,Lactated Ringers 500mL IV bag [SJGH],60.72000000000001,San Joaquin General Hospital,2019
857,41729898,60432-0037-08,lactulose 10gm/15mL soln 240mL [SJGH],23.8896,San Joaquin General Hospital,2019
858,41730045,00603-1378-58,lactulose 10gm/15mL soln 473mL [SJGH],4.85771,San Joaquin General Hospital,2019
859,41730052,00121-1154-00,lactulose 20gm/30mL soln [SJGH],49.13999999999999,San Joaquin General Hospital,2019
860,41729922,00173-0662-00,lamiVUDine 100mg tab [SJGH],925.7802,San Joaquin General Hospital,2019
861,41729906,54838-0566-70,lamiVUDine 10mg/mL soln 240mL [SJGH],60.89999999999999,San Joaquin General Hospital,2019
862,41730060,68180-0602-07,lamiVUDine 150mg tab [SJGH],82.1502,San Joaquin General Hospital,2019
863,41762857,65862-0597-60,lamiVUDine 150mg/zidovudine 300mg tab [SJGH],102.48,San Joaquin General Hospital,2019
864,41730020,68084-0319-01,lamoTRIgine 100mg tab [SJGH],13.93,San Joaquin General Hospital,2019
865,41730581,00173-0643-60,lamoTRIgine 150mg tab [SJGH],875.01,San Joaquin General Hospital,2019
866,41730011,51079-0498-20,lamoTRIgine 25mg tab [SJGH],11.26,San Joaquin General Hospital,2019
867,71526156,15054-1120-03,lanreotide 120mg/0.5mL PFS [SJGH],7249.0,San Joaquin General Hospital,2019
868,41730003,54092-0252-90,lanthanum 500mg CHEW tab [SJGH],1025.4096,San Joaquin General Hospital,2019
869,41729930,61314-0547-01,latanoprost 0.005% EYE soln 2.5mL [SJGH],48.1,San Joaquin General Hospital,2019
870,71543508,00781-8940-95,L-cycsteine 500mg/10mL SDV [SJGH],172.43,San Joaquin General Hospital,2019
871,41730128,61958-1801-01,ledipasvir 90mg/sofosbuvir 400mg tab [SJGH],29890.35,San Joaquin General Hospital,2019
872,41730607,51552-1536-01,LETS top gel 3mL compound [SJGH],89.2,San Joaquin General Hospital,2019
873,71545677,00703-5145-01,leucovorin 350mg SDV [SJGH],15.22,San Joaquin General Hospital,2019
874,41730193,51079-0581-06,leucovorin 5mg tab [SJGH],70.06,San Joaquin General Hospital,2019
875,71526834,00074-3663-03,leuprolide depot (IM) 11.25mg PFS [SJGH],3485.69,San Joaquin General Hospital,2019
876,71526867,00074-3346-03,leuprolide depot (IM) 22.5mg PFS [SJGH],4153.7,San Joaquin General Hospital,2019
877,71526792,00074-3641-03,leuprolide depot (IM) 3.75mg PFS [SJGH],1161.89,San Joaquin General Hospital,2019
878,71526800,00074-3642-03,leuprolide depot (IM) 7.5mg PFS [SJGH],1384.57,San Joaquin General Hospital,2019
879,71526875,62935-0223-05,leuprolide depot (SC) 22.5mg [SJGH],333.07,San Joaquin General Hospital,2019
880,41730219,63402-0513-24,levalbuterol 1.25mg/3mL NEB [SJGH],235.6776,San Joaquin General Hospital,2019
881,71545685,67457-0265-10,levETIRAcetam 1000mg/NaCl 100mL RTU [SJGH],321.09,San Joaquin General Hospital,2019
882,41730540,31722-0574-47,levETIRAcetam 100mg/mL soln 473mL [SJGH],16.38945,San Joaquin General Hospital,2019
883,41730524,68084-0859-01,levETIRAcetam 250mg tab [SJGH],11.16,San Joaquin General Hospital,2019
884,41730516,68084-0870-01,levETIRAcetam 500mg tab [SJGH],14.84,San Joaquin General Hospital,2019
885,71545719,67457-0255-10,levETIRAcetam 500mg/100ml RTU [SJGH],195.13,San Joaquin General Hospital,2019
886,71545644,55150-0177-05,levETIRAcetam 500mg/5mL SDV [SJGH],16.14,San Joaquin General Hospital,2019
887,41730565,68084-0882-01,levETIRAcetam 750mg tab [SJGH],20.93,San Joaquin General Hospital,2019
888,71531438,54482-0147-01,levOCARNitine 1000mg/5mL SDV [SJGH],71.17,San Joaquin General Hospital,2019
889,41730136,64980-0503-12,levOCARNitine 100mg/mL soln118mL [SJGH],30.55964,San Joaquin General Hospital,2019
890,41730177,68084-0481-01,levoFLOXacin 250mg tab [SJGH],17.44,San Joaquin General Hospital,2019
891,71512107,25021-0132-81,levoFLOXacin 250mg/dex 5% 50mL RTU [SJGH],56.94,San Joaquin General Hospital,2019
892,41730185,68084-0482-01,levoFLOXacin 500mg tab [SJGH],19.53,San Joaquin General Hospital,2019
893,71512131,25021-0132-82,levoFLOXacin 500mg/dex 5% 100mL RTU [SJGH],79.70400000000002,San Joaquin General Hospital,2019
894,41730201,68084-0483-01,levoFLOXacin 750mg tab [SJGH],33.12,San Joaquin General Hospital,2019
895,71512156,00143-9720-24,levoFLOXacin 750mg/dex 5% 150mL RTU [SJGH],127.908,San Joaquin General Hospital,2019
896,71545727,50419-0422-01,levonorgestrel 13.5mg IUD [SJGH],756.87,San Joaquin General Hospital,2019
897,41731038,50419-0424-01,levonorgestrel 19.5mg IUD [SJGH],908.97,San Joaquin General Hospital,2019
898,71545735,50419-0423-01,levonorgestrel 52mg IUD [SJGH],908.97,San Joaquin General Hospital,2019
899,71545768,63323-0649-07,levothyroxine 100mcg SDV [SJGH],98.36,San Joaquin General Hospital,2019
900,41730326,51079-0442-20,levothyroxine 100mcg tab [SJGH],42.15,San Joaquin General Hospital,2019
901,41730342,42292-0039-20,levothyroxine 112mcg tab [SJGH],50.21,San Joaquin General Hospital,2019
902,41730631,51079-0443-20,levothyroxine 125mcg tab [SJGH],49.52,San Joaquin General Hospital,2019
903,41730375,51079-0445-20,levothyroxine 150mcg tab [SJGH],50.87000000000001,San Joaquin General Hospital,2019
904,41730391,42292-0040-20,levothyroxine 175mcg tab [SJGH],62.27,San Joaquin General Hospital,2019
905,41730425,00527-1351-01,levothyroxine 200mcg tab [SJGH],51.76,San Joaquin General Hospital,2019
906,41799109,99999-9999-42,levothyroxine 25mcg per ml oral solution 120mL [SJGH],7.547999999999999,San Joaquin General Hospital,2019
907,41730268,51079-0444-20,levothyroxine 25mcg tab [SJGH],32.78,San Joaquin General Hospital,2019
908,41730276,51079-0440-20,levothyroxine 50mcg tab [SJGH],37.21,San Joaquin General Hospital,2019
909,41730532,51079-0441-20,levothyroxine 75mcg tab [SJGH],41.13,San Joaquin General Hospital,2019
910,41730292,00527-1344-01,levothyroxine 88mcg tab [SJGH],25.98,San Joaquin General Hospital,2019
911,71518658,63323-0484-57,lidocaine 0.5% MDV 50mL [SJGH],97.275,San Joaquin General Hospital,2019
912,71519078,00409-3177-01,lidocaine 0.5%/EPI 1:200K MDV 50mL [SJGH],52.425,San Joaquin General Hospital,2019
913,71518724,00409-4276-01,lidocaine 1% MDV 20mL [SJGH],22.78,San Joaquin General Hospital,2019
914,71519144,63323-0482-27,lidocaine 1%/EPI 1:100K MDV 20ml [SJGH],65.94999999999999,San Joaquin General Hospital,2019
915,71519119,00409-3178-02,lidocaine 1%/EPI 1:100K MDV 30ml [SJGH],75.9225,San Joaquin General Hospital,2019
916,71519120,00409-3178-03,lidocaine 1%/EPI 1:100K MDV 50ml [SJGH],49.35,San Joaquin General Hospital,2019
917,71527352,76329-3390-01,lidocaine 100mg/5mL PFS [SJGH],34.64,San Joaquin General Hospital,2019
918,41730714,17478-0711-30,lidocaine 2% jelly 30mL [SJGH],18.8301,San Joaquin General Hospital,2019
919,41730722,25021-0673-76,lidocaine 2% jelly 6mL [SJGH],34.450199999999995,San Joaquin General Hospital,2019
920,71518799,63323-0486-17,lidocaine 2% MDV 10mL [SJGH],6.88,San Joaquin General Hospital,2019
921,71518815,00409-4277-01,lidocaine 2% MDV 20mL [SJGH],29.18,San Joaquin General Hospital,2019
922,71518849,63323-0202-02,lidocaine 2% SDV 2mL [SJGH],57.89,San Joaquin General Hospital,2019
923,41730656,00054-3500-49,lidocaine 2% viscous soln 100mL [SJGH],8.67,San Joaquin General Hospital,2019
924,71519425,63323-0483-27,lidocaine 2%/EPI 1:100K MDV 20mL [SJGH],66.9,San Joaquin General Hospital,2019
925,41730748,00115-1468-60,lidocaine 2.5%/prilocaine 2.5% crm 5gm [SJGH],20.48,San Joaquin General Hospital,2019
926,71504781,00338-0409-03,lidocaine 2gm/dextrose 5% 500mL IV bag [SJGH],50.31,San Joaquin General Hospital,2019
927,71518930,00409-4283-01,lidocaine 4% 5mL amp [SJGH],66.9,San Joaquin General Hospital,2019
928,41730672,52565-0009-50,lidocaine 4% top soln 50mL [SJGH],25.39,San Joaquin General Hospital,2019
929,41730763,00591-3525-30,lidocaine 5% top patch [SJGH],61.9701,San Joaquin General Hospital,2019
930,71518751,63323-0492-27,lidocaine MPF 1% 2mL SDV [SJGH],44.6,San Joaquin General Hospital,2019
931,71518699,63323-0492-57,lidocaine MPF 1% 5mL SDV [SJGH],59.55,San Joaquin General Hospital,2019
932,71519169,63323-0487-37,lidocaine MPF 1%/EPI 1:200K 30mL SDV [SJGH],181.2375,San Joaquin General Hospital,2019
933,71518852,63323-0495-27,lidocaine MPF 2% 2mL SDV [SJGH],44.84,San Joaquin General Hospital,2019
934,71518864,63323-0495-07,lidocaine MPF 2% 5mL SDV [SJGH],50.06,San Joaquin General Hospital,2019
935,71519454,63323-0489-17,lidocaine MPF 2%/EPI 1:200K 10mL SDV [SJGH],199.04,San Joaquin General Hospital,2019
936,71519300,63323-0489-27,lidocaine MPF 2%/EPI 1:200K 20mL SDV [SJGH],276.85,San Joaquin General Hospital,2019
937,41730839,67877-0419-84,linezolid 600mg tab [SJGH],61.1199,San Joaquin General Hospital,2019
938,71515217,00009-5140-04,linezolid 600mg/300mL RTU [SJGH],224.31,San Joaquin General Hospital,2019
939,41730870,42794-0019-02,liothyronine 25mcg tab [SJGH],36.01,San Joaquin General Hospital,2019
940,41731134,82028-0100-86,liquacel liquid protein 16gm/30mL [SJGH],102.13,San Joaquin General Hospital,2019
941,41730920,60687-0325-01,lisinopril 10mg tab [SJGH],9.3,San Joaquin General Hospital,2019
942,41730904,68084-0765-25,lisinopril 2.5mg tab [SJGH],13.1199,San Joaquin General Hospital,2019
943,41730946,60687-0333-01,lisinopril 20mg tab [SJGH],9.3,San Joaquin General Hospital,2019
944,41730953,00185-0630-01,lisinopril 30mg tab [SJGH],9.37,San Joaquin General Hospital,2019
945,41730961,68084-0199-01,lisinopril 40mg tab [SJGH],14.04,San Joaquin General Hospital,2019
946,41730912,68084-0196-01,lisinopril 5mg tab [SJGH],12.09,San Joaquin General Hospital,2019
947,41730979,00054-8526-25,lithium carbonate 150mg cap [SJGH],8.7,San Joaquin General Hospital,2019
948,41730938,00054-8527-25,lithium carbonate 300mg cap [SJGH],11.74,San Joaquin General Hospital,2019
949,41731209,50383-0618-04,loperamide 1mg/5mL soln 118mL [SJGH],2.08034,San Joaquin General Hospital,2019
950,41731217,51079-0690-20,loperamide 2mg cap [SJGH],61.12,San Joaquin General Hospital,2019
951,41750258,00074-6799-22,lopinavir 200mg/ritonavir 50 mg tab [SJGH],971.7996,San Joaquin General Hospital,2019
952,41729773,00074-3956-46,lopinavir 400mg/ritonavir 100mg 5ml soln 160ml [SJGH],485.9008,San Joaquin General Hospital,2019
953,41731183,68084-0248-01,loratadine 10mg tab [SJGH],17.91,San Joaquin General Hospital,2019
954,41731175,54838-0558-40,loratadine 5mg/5mL soln 120mL [SJGH],3.6504,San Joaquin General Hospital,2019
955,41731332,00591-0240-01,LORazepam 0.5mg tab [SJGH],2.28,San Joaquin General Hospital,2019
956,41731407,00591-0241-01,LORazepam 1mg tab [SJGH],2.65,San Joaquin General Hospital,2019
957,41731415,69315-0906-01,LORazepam 2mg tab [SJGH],11.15,San Joaquin General Hospital,2019
958,71545859,00641-6046-10,LORazepam 2mg/mL MDV 10mL [SJGH],71.93,San Joaquin General Hospital,2019
959,71545842,00641-6044-25,LORazepam 2mg/mL SDV [SJGH],11.44,San Joaquin General Hospital,2019
960,41731381,00054-3532-44,LORazepam 2mg/mL soln 30mL [SJGH],23.31,San Joaquin General Hospital,2019
961,41731258,68084-0348-01,losartan 100mg tab [SJGH],41.85,San Joaquin General Hospital,2019
962,41731225,68084-0346-01,losartan 25mg tab [SJGH],31.62,San Joaquin General Hospital,2019
963,41731233,68084-0347-01,losartan 50mg tab [SJGH],24.68,San Joaquin General Hospital,2019
964,41731589,51079-0901-20,loxapine 10mg cap [SJGH],52.290000000000006,San Joaquin General Hospital,2019
965,41731590,51079-0902-20,loxapine 25mg cap[SJGH],79.39,San Joaquin General Hospital,2019
966,41731720,10481-0111-08,Lugols 5% iodine soln 8mL [SJGH],105.0,San Joaquin General Hospital,2019
967,41731662,63402-0304-10,lurasidone 40mg tab [SJGH],3753.53,San Joaquin General Hospital,2019
968,41799110,99999-9999-39,Magic Mouthwash oral suspension compound 200mL [SJGH],1.492,San Joaquin General Hospital,2019
969,41799121,99999-9999-40,Magic Mouthwash with nystatin oral suspension 280mL [SJGH],3.7128,San Joaquin General Hospital,2019
970,41731886,00869-0693-38,magnesium citrate soln 300mL [SJGH],0.978,San Joaquin General Hospital,2019
971,41732033,63739-0354-10,magnesium oxide 400mg tab [SJGH],4.89,San Joaquin General Hospital,2019
972,71531602,63323-0642-20,magnesium sulfate 10gm/20mL SDV [SJGH],108.65,San Joaquin General Hospital,2019
973,71531537,63323-0064-03,magnesium sulfate 1gm/2mL SDV [SJGH],27.05,San Joaquin General Hospital,2019
974,71504815,00409-6729-03,magnesium sulfate 20gm/SWFI 500mL IV bag [SJGH],134.4,San Joaquin General Hospital,2019
975,71531552,00409-6729-24,magnesium sulfate 2gm/SWFI 50mL RTU [SJGH],227.064,San Joaquin General Hospital,2019
976,71531578,00409-6729-23,magnesium sulfate 4gm/SWFI 100mL RTU [SJGH],112.056,San Joaquin General Hospital,2019
977,71531602,51754-1000-04,magnesium sulfate 5gm/10mL SDV [SJGH],28.0,San Joaquin General Hospital,2019
978,71503445,00338-0357-03,mannitol 20% 500mL IV bag [SJGH],320.16,San Joaquin General Hospital,2019
979,71545925,63323-0024-25,mannitol 25% 50mL SDV [SJGH],105.325,San Joaquin General Hospital,2019
980,41732363,68084-0491-01,meclizine 25mg tab [SJGH],38.91,San Joaquin General Hospital,2019
981,41732496,41679-0365-13,medium chain triglyceride oil 946 mL [SJGH],43.17544,San Joaquin General Hospital,2019
982,41732629,59762-3742-02,medroxyPROGESTERone 10mg tab [SJGH],25.16,San Joaquin General Hospital,2019
983,41732579,00555-0872-02,medroxyPROGESTERone 2.5mg tab [SJGH],8.99,San Joaquin General Hospital,2019
984,71545990,59762-4537-01,medroxyPROGESTERone ace 150mg/mL SDV [SJGH],77.38,San Joaquin General Hospital,2019
985,41732686,51079-0434-20,megestrol 20mg tab [SJGH],32.47,San Joaquin General Hospital,2019
986,41732694,00904-3571-61,megestrol 40mg tab [SJGH],19.7,San Joaquin General Hospital,2019
987,41732728,49884-0907-38,megestrol 40mg/mL susp 240mL [SJGH],14.4312,San Joaquin General Hospital,2019
988,41732645,68094-0110-61,melatonin 3mg tab [SJGH],21.11,San Joaquin General Hospital,2019
989,41732843,00527-1943-13,memantine hcl 10mg/5mL soln 360mL [SJGH],405.0396,San Joaquin General Hospital,2019
990,71541049,49281-0589-05,meningococcal diph conjugate vacc 0.5mL SDV [SJGH],2762.25,San Joaquin General Hospital,2019
991,71540983,58160-0976-20,meningococcal group B (3 strain) vacc [SJGH],1392.9,San Joaquin General Hospital,2019
992,71516397,00641-6052-25,meperidine 25mg/mL SDV [SJGH],47.92,San Joaquin General Hospital,2019
993,71527816,00409-1036-30,mepivacaine 1% 30mL SDV [SJGH],4.11,San Joaquin General Hospital,2019
994,71519643,63323-0260-37,mepivacaine MPF 1% 30mL SDV [SJGH],143.76,San Joaquin General Hospital,2019
