,Px/Rx/Sx,CDM Code,Description,REV,HCPCS,Price,Hospital,Year
16688,Sx00000019583,2780000110,SCRW LCK 4X30MM 222585,278,C1713,935.69,Community Hospital of the Monterey Peninsula,2019
16689,Sx00000009922,2780000110,SCRW LCK 4X32MM 04005422,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16690,Sx00000009923,2780000110,SCRW LCK 4X34MM 04005424,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16691,Sx00000019584,2780000110,SCRW LCK 4X34MM 222586,278,C1713,935.69,Community Hospital of the Monterey Peninsula,2019
16692,Sx00000009924,2780000110,SCRW LCK 4X36MM 04005426,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16693,Sx00000009925,2780000110,SCRW LCK 4X38MM 04005428,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16694,Sx00000019585,2780000110,SCRW LCK 4X38MM 222587,278,C1713,935.69,Community Hospital of the Monterey Peninsula,2019
16695,Sx00000009926,2780000110,SCRW LCK 4X40MM 04005430,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16696,Sx00000009927,2780000110,SCRW LCK 4X42MM 04005432,278,C1713,1146.82,Community Hospital of the Monterey Peninsula,2019
16697,Sx00000009928,2780000110,SCRW LCK 4X44MM 04005434,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16698,Sx00000009929,2780000110,SCRW LCK 4X46MM 04005436,278,C1713,1262.14,Community Hospital of the Monterey Peninsula,2019
16699,Sx00000030196,2780000110,SCRW LCK 4X46MM 222589,278,C1713,1606.7,Community Hospital of the Monterey Peninsula,2019
16700,Sx00000009930,2780000110,SCRW LCK 4X48MM 04005438,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16701,Sx00000009931,2780000110,SCRW LCK 4X50MM 04005440,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16702,Sx00000009932,2780000110,SCRW LCK 4X50MM 04005450,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16703,Sx00000009933,2780000110,SCRW LCK 4X50MM 04005462,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16704,Sx00000019586,2780000110,SCRW LCK 4X50MM 222590,278,C1713,1037.46,Community Hospital of the Monterey Peninsula,2019
16705,Sx00000009934,2780000110,SCRW LCK 4X52MM 04005442,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16706,Sx00000009935,2780000110,SCRW LCK 4X54MM 04005444,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16707,Sx00000019587,2780000110,SCRW LCK 4X54MM 222591,278,C1713,1037.46,Community Hospital of the Monterey Peninsula,2019
16708,Sx00000009936,2780000110,SCRW LCK 4X56MM 04005446,278,C1713,1222.39,Community Hospital of the Monterey Peninsula,2019
16709,Sx00000009937,2780000110,SCRW LCK 4X58MM 04005448,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16710,Sx00000019588,2780000110,SCRW LCK 4X58MM 222592,278,C1713,935.69,Community Hospital of the Monterey Peninsula,2019
16711,Sx00000019589,2780000110,SCRW LCK 4X62MM 222593,278,C1713,935.69,Community Hospital of the Monterey Peninsula,2019
16712,Sx00000009938,2780000110,SCRW LCK 4X76MM 04005466,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16713,Sx00000018294,2780000110,SCRW LCK 5.0X10MM 02211510,278,C1713,1357.47,Community Hospital of the Monterey Peninsula,2019
16714,Sx00000018295,2780000110,SCRW LCK 5.0X12MM 02211512,278,C1713,1357.47,Community Hospital of the Monterey Peninsula,2019
16715,Sx00000027401,2780000110,SCRW LCK 5.0X16MM 02231216,278,C1713,1175.75,Community Hospital of the Monterey Peninsula,2019
16716,Sx00000027414,2780000110,SCRW LCK 5.0X18MM 02231218,278,C1713,1175.75,Community Hospital of the Monterey Peninsula,2019
16717,Sx00000005318,2780000110,SCRW LCK 5.0X30MM 02231230,278,C1713,1175.75,Community Hospital of the Monterey Peninsula,2019
16718,Sx00000030017,2780000110,SCRW LCK 5.0X30MM 02231236,278,C1713,1186.68,Community Hospital of the Monterey Peninsula,2019
16719,Sx00000005319,2780000110,SCRW LCK 5.0X32MM 02231232,278,C1713,1175.75,Community Hospital of the Monterey Peninsula,2019
16720,Sx00000005320,2780000110,SCRW LCK 5.0X34MM 02231234,278,C1713,1186.68,Community Hospital of the Monterey Peninsula,2019
16721,Sx00000027424,2780000110,SCRW LCK 5.0X38MM 02231238,278,C1713,1186.68,Community Hospital of the Monterey Peninsula,2019
16722,Sx00000027425,2780000110,SCRW LCK 5.0X40MM 02231240,278,C1713,1175.75,Community Hospital of the Monterey Peninsula,2019
16723,Sx00000030027,2780000110,SCRW LCK 5.0X42MM 02231242,278,C1713,1186.68,Community Hospital of the Monterey Peninsula,2019
16724,Sx00000027398,2780000110,SCRW LCK 5.0X46MM 02231246,278,C1713,1175.75,Community Hospital of the Monterey Peninsula,2019
16725,Sx00000005321,2780000110,SCRW LCK 5.0X48MM 02231248,278,C1713,1175.75,Community Hospital of the Monterey Peninsula,2019
16726,Sx00000005322,2780000110,SCRW LCK 5.0X50MM 02231250,278,C1713,1175.75,Community Hospital of the Monterey Peninsula,2019
16727,Sx00000005323,2780000110,SCRW LCK 5.0X50MM 02231260,278,C1713,1186.68,Community Hospital of the Monterey Peninsula,2019
16728,Sx00000005324,2780000110,SCRW LCK 5.0X65MM 02231265,278,C1713,1186.68,Community Hospital of the Monterey Peninsula,2019
16729,Sx00000005325,2780000110,SCRW LCK 5.0X70MM 02231270,278,C1713,1186.68,Community Hospital of the Monterey Peninsula,2019
16730,Sx00000009939,2780000110,SCRW LCK 5.0X72MM 04005562,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16731,Sx00000009940,2780000110,SCRW LCK 5.0X76MM 04005566,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16732,Sx00000029243,2780000110,SCRW LCK 5.0X80 02231280,278,C1713,1186.68,Community Hospital of the Monterey Peninsula,2019
16733,Sx00000029242,2780000110,SCRW LCK 5.0X85 02231285,278,C1713,1186.68,Community Hospital of the Monterey Peninsula,2019
16734,Sx00000005222,2780000110,SCRW LCK 5.0X8MM 02211508,278,C1713,1357.47,Community Hospital of the Monterey Peninsula,2019
16735,Sx00000029257,2780000110,SCRW LCK 5.0X90 02231290,278,C1713,1186.68,Community Hospital of the Monterey Peninsula,2019
16736,Sx00000009941,2780000110,SCRW LCK 5X100MM 04005590,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16737,Sx00000009942,2780000110,SCRW LCK 5X100MM 458999,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16738,Sx00000009943,2780000110,SCRW LCK 5X16MM 212202,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16739,Sx00000009944,2780000110,SCRW LCK 5X18MM 212203,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16740,Sx00000019590,2780000110,SCRW LCK 5X25MM 02205025,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16741,Sx00000005339,2780000110,SCRW LCK 5X26MM 04005516,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16742,Sx00000009945,2780000110,SCRW LCK 5X26MM 458926,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16743,Sx00000009946,2780000110,SCRW LCK 5X28MM 04005518,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16744,Sx00000009947,2780000110,SCRW LCK 5X28MM 458928,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16745,Sx00000019591,2780000110,SCRW LCK 5X30MM 02205030,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16746,Sx00000009949,2780000110,SCRW LCK 5X30MM 04005520,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16747,Sx00000009950,2780000110,SCRW LCK 5X30MM 458930,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16748,Sx00000009951,2780000110,SCRW LCK 5X32MM 04005522,278,C1713,1146.82,Community Hospital of the Monterey Peninsula,2019
16749,Sx00000009952,2780000110,SCRW LCK 5X32MM 458932,278,C1713,1167.62,Community Hospital of the Monterey Peninsula,2019
16750,Sx00000009953,2780000110,SCRW LCK 5X34MM 04005524,278,C1713,1146.82,Community Hospital of the Monterey Peninsula,2019
16751,Sx00000009954,2780000110,SCRW LCK 5X34MM 458934,278,C1713,1167.62,Community Hospital of the Monterey Peninsula,2019
16752,Sx00000019592,2780000110,SCRW LCK 5X35MM 02205035,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16753,Sx00000009955,2780000110,SCRW LCK 5X36MM 04005526,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16754,Sx00000009956,2780000110,SCRW LCK 5X36MM 458936,278,C1713,1167.62,Community Hospital of the Monterey Peninsula,2019
16755,Sx00000027447,2780000110,SCRW LCK 5X37.5MM 18965037S,278,C1713,1437.2,Community Hospital of the Monterey Peninsula,2019
16756,Sx00000009957,2780000110,SCRW LCK 5X38MM 04005528,278,C1713,1146.82,Community Hospital of the Monterey Peninsula,2019
16757,Sx00000009958,2780000110,SCRW LCK 5X38MM 458938,278,C1713,1167.62,Community Hospital of the Monterey Peninsula,2019
16758,Sx00000019593,2780000110,SCRW LCK 5X40MM 02205040,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16759,Sx00000009959,2780000110,SCRW LCK 5X40MM 04005530,278,C1713,1146.82,Community Hospital of the Monterey Peninsula,2019
16760,Sx00000009960,2780000110,SCRW LCK 5X40MM 458940,278,C1713,1167.62,Community Hospital of the Monterey Peninsula,2019
16761,Sx00000009961,2780000110,SCRW LCK 5X42MM 04005532,278,C1713,1146.82,Community Hospital of the Monterey Peninsula,2019
16762,Sx00000009962,2780000110,SCRW LCK 5X42MM 458942,278,C1713,1167.62,Community Hospital of the Monterey Peninsula,2019
16763,Sx00000009963,2780000110,SCRW LCK 5X44MM 04005534,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16764,Sx00000009964,2780000110,SCRW LCK 5X44MM 458944,278,C1713,1167.62,Community Hospital of the Monterey Peninsula,2019
16765,Sx00000019594,2780000110,SCRW LCK 5X45MM 02205045,278,C1713,1281.89,Community Hospital of the Monterey Peninsula,2019
16766,Sx00000005337,2780000110,SCRW LCK 5X45MM 04015535,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16767,Sx00000009965,2780000110,SCRW LCK 5X46MM 04005536,278,C1713,1146.82,Community Hospital of the Monterey Peninsula,2019
16768,Sx00000009966,2780000110,SCRW LCK 5X46MM 458946,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16769,Sx00000009967,2780000110,SCRW LCK 5X48MM 04005538,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16770,Sx00000009968,2780000110,SCRW LCK 5X48MM 458948,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16771,Sx00000019595,2780000110,SCRW LCK 5X50MM 02205050,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16772,Sx00000009969,2780000110,SCRW LCK 5X50MM 04005540,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16773,Sx00000009970,2780000110,SCRW LCK 5X50MM 458950,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16774,Sx00000009971,2780000110,SCRW LCK 5X52MM 04005542,278,C1713,1262.14,Community Hospital of the Monterey Peninsula,2019
16775,Sx00000009972,2780000110,SCRW LCK 5X52MM 458952,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16776,Sx00000009973,2780000110,SCRW LCK 5X54MM 04005544,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16777,Sx00000009974,2780000110,SCRW LCK 5X54MM 458954,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16778,Sx00000019596,2780000110,SCRW LCK 5X55MM 02205055,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16779,Sx00000005338,2780000110,SCRW LCK 5X55MM 04015545,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16780,Sx00000009975,2780000110,SCRW LCK 5X55MM 18965055S,278,C1713,1437.2,Community Hospital of the Monterey Peninsula,2019
16781,Sx00000009976,2780000110,SCRW LCK 5X56MM 04005546,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16782,Sx00000009977,2780000110,SCRW LCK 5X56MM 458956,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16783,Sx00000009978,2780000110,SCRW LCK 5X58MM 04005548,278,C1713,1262.14,Community Hospital of the Monterey Peninsula,2019
16784,Sx00000009979,2780000110,SCRW LCK 5X58MM 458958,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16785,Sx00000019597,2780000110,SCRW LCK 5X60MM 02205060,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16786,Sx00000009980,2780000110,SCRW LCK 5X60MM 04005550,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16787,Sx00000018375,2780000110,SCRW LCK 5X60MM 18965060S,278,C1713,1437.2,Community Hospital of the Monterey Peninsula,2019
16788,Sx00000009981,2780000110,SCRW LCK 5X60MM 458960,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16789,Sx00000009982,2780000110,SCRW LCK 5X62MM 04005552,278,C1713,1146.82,Community Hospital of the Monterey Peninsula,2019
16790,Sx00000009983,2780000110,SCRW LCK 5X64MM 04005554,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16791,Sx00000009984,2780000110,SCRW LCK 5X64MM 458964,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16792,Sx00000009985,2780000110,SCRW LCK 5X65MM 02205065,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16793,Sx00000009986,2780000110,SCRW LCK 5X66MM 04005556,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16794,Sx00000009987,2780000110,SCRW LCK 5X68MM 04005558,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16795,Sx00000009989,2780000110,SCRW LCK 5X68MM 458968,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16796,Sx00000019598,2780000110,SCRW LCK 5X70MM 02205070,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16797,Sx00000009991,2780000110,SCRW LCK 5X70MM 04005560,278,C1713,1222.39,Community Hospital of the Monterey Peninsula,2019
16798,Sx00000009992,2780000110,SCRW LCK 5X72MM 458972,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16799,Sx00000009993,2780000110,SCRW LCK 5X74MM 04005564,278,C1713,1146.82,Community Hospital of the Monterey Peninsula,2019
16800,Sx00000009994,2780000110,SCRW LCK 5X75MM 02205075,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16801,Sx00000030238,2780000110,SCRW LCK 5X75MM 02231275,278,C1713,1186.68,Community Hospital of the Monterey Peninsula,2019
16802,Sx00000019599,2780000110,SCRW LCK 5X76MM 04055566,278,C1713,1175.57,Community Hospital of the Monterey Peninsula,2019
16803,Sx00000009995,2780000110,SCRW LCK 5X76MM 458976,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16804,Sx00000009996,2780000110,SCRW LCK 5X78MM 04005568,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16805,Sx00000019600,2780000110,SCRW LCK 5X80MM 02205080,278,C1713,1281.89,Community Hospital of the Monterey Peninsula,2019
16806,Sx00000009997,2780000110,SCRW LCK 5X80MM 04005570,278,C1713,1175.57,Community Hospital of the Monterey Peninsula,2019
16807,Sx00000009998,2780000110,SCRW LCK 5X80MM 458980,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16808,Sx00000009999,2780000110,SCRW LCK 5X85MM 02205085,278,C1713,1270.03,Community Hospital of the Monterey Peninsula,2019
16809,Sx00000010000,2780000110,SCRW LCK 5X85MM 04005575,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16810,Sx00000010001,2780000110,SCRW LCK 5X85MM 458985,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16811,Sx00000010002,2780000110,SCRW LCK 5X90MM 02205090,278,C1713,1411.94,Community Hospital of the Monterey Peninsula,2019
16812,Sx00000010003,2780000110,SCRW LCK 5X90MM 04005580,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16813,Sx00000010004,2780000110,SCRW LCK 5X90MM 458990,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16814,Sx00000010005,2780000110,SCRW LCK 5X95MM 02205095,278,C1713,1411.94,Community Hospital of the Monterey Peninsula,2019
16815,Sx00000010006,2780000110,SCRW LCK 5X95MM 04005585,278,C1713,1136.29,Community Hospital of the Monterey Peninsula,2019
16816,Sx00000010007,2780000110,SCRW LCK 5X95MM 458995,278,C1713,1156.87,Community Hospital of the Monterey Peninsula,2019
16817,Sx00000010008,2780000110,SCRW LCK 6960120,278,C1713,1039.74,Community Hospital of the Monterey Peninsula,2019
16818,Sx00000010009,2780000110,SCRW LCK 6X75MM 450867,278,C1713,1198.02,Community Hospital of the Monterey Peninsula,2019
16819,Sx00000029720,2780000110,SCRW LCK 6X85MM 450869,278,C1713,1198.02,Community Hospital of the Monterey Peninsula,2019
16820,Sx00000010010,2780000110,SCRW LCK 7.3X50MM 02207050,278,C1713,2045.54,Community Hospital of the Monterey Peninsula,2019
16821,Sx00000010011,2780000110,SCRW LCK 7.3X55MM 02207055,278,C1713,1835.82,Community Hospital of the Monterey Peninsula,2019
16822,Sx00000010012,2780000110,SCRW LCK 7.3X60MM 02207060,278,C1713,1835.82,Community Hospital of the Monterey Peninsula,2019
16823,Sx00000019601,2780000110,SCRW LCK 7.3X65MM 02207065,278,C1713,1915.32,Community Hospital of the Monterey Peninsula,2019
16824,Sx00000019602,2780000110,SCRW LCK 7.3X70MM 02207070,278,C1713,1835.82,Community Hospital of the Monterey Peninsula,2019
16825,Sx00000019603,2780000110,SCRW LCK 7.3X75MM 02207075,278,C1713,1835.82,Community Hospital of the Monterey Peninsula,2019
16826,Sx00000019604,2780000110,SCRW LCK 7.3X80MM 02207080,278,C1713,1835.82,Community Hospital of the Monterey Peninsula,2019
16827,Sx00000010013,2780000110,SCRW LCK 7.3X85MM 02207085,278,C1713,1835.82,Community Hospital of the Monterey Peninsula,2019
16828,Sx00000019605,2780000110,SCRW LCK 7.3X90MM 02207090,278,C1713,1835.82,Community Hospital of the Monterey Peninsula,2019
16829,Sx00000019606,2780000110,SCRW LCK 7.3X95MM 02207095,278,C1713,1835.82,Community Hospital of the Monterey Peninsula,2019
16830,Sx00000010014,2780000292,SCRW LCK 8461100,278,,300.6,Community Hospital of the Monterey Peninsula,2019
16831,Sx00000010015,2780000110,SCRW LCK ARM15S 8151100,278,C1713,671.5,Community Hospital of the Monterey Peninsula,2019
16832,Sx00000010016,2780000110,SCRW LCK CRT 2.3X26MM COT2326,278,C1713,594.52,Community Hospital of the Monterey Peninsula,2019
16833,Sx00000017411,2780000110,SCRW LCK DK BLU C6112,278,C1713,1095.26,Community Hospital of the Monterey Peninsula,2019
16834,Sx00000005455,2780000110,SCRW LCK MDS 3.5X20 816335020,278,C1713,1682.69,Community Hospital of the Monterey Peninsula,2019
16835,Sx00000005456,2780000110,SCRW LCK MDS 3.5X40 816335040,278,C1713,1682.69,Community Hospital of the Monterey Peninsula,2019
16836,Sx00000028795,2780000110,SCRW LCK MFT0213512,278,C1713,1653.46,Community Hospital of the Monterey Peninsula,2019
16837,Sx00000028772,2780000110,SCRW LCK MFT0213526,278,C1713,1653.46,Community Hospital of the Monterey Peninsula,2019
16838,Sx00000030325,2780000110,SCRW LCK OP 4.0X18MM SP224018,278,C1713,1939.87,Community Hospital of the Monterey Peninsula,2019
16839,Sx00000030316,2780000110,SCRW LCK OP 4.0X30MM SP224030,278,C1713,1939.87,Community Hospital of the Monterey Peninsula,2019
16840,Sx00000030315,2780000110,SCRW LCK OP 4.0X32MM SP224032,278,C1713,1939.87,Community Hospital of the Monterey Peninsula,2019
16841,Sx00000030334,2780000110,SCRW LCK OP 5.5X22MM SP225522,278,C1713,2068.46,Community Hospital of the Monterey Peninsula,2019
16842,Sx00000030320,2780000110,SCRW LCK OP 5.5X28MM SP225528,278,C1713,2068.46,Community Hospital of the Monterey Peninsula,2019
16843,Sx00000030324,2780000110,SCRW LCK OP 5.5X36MM SP225536,278,C1713,2068.46,Community Hospital of the Monterey Peninsula,2019
16844,Sx00000030326,2780000110,SCRW LCK OP 5.5X40MM SP225540,278,C1713,2068.46,Community Hospital of the Monterey Peninsula,2019
16845,Sx00000010017,2780000110,SCRW LCK PEG HCLP27160TS,278,C1713,554.44,Community Hospital of the Monterey Peninsula,2019
16846,Sx00000010018,2780000110,SCRW LCK PEG HCLP27180TS,278,C1713,554.44,Community Hospital of the Monterey Peninsula,2019
16847,Sx00000010020,2780000110,SCRW LCP PROX 5X14MM 212201,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16848,Sx00000010021,2780000110,SCRW LCP PROX 5X20MM 212204,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16849,Sx00000010022,2780000110,SCRW LCP PROX 5X22MM 212205,278,C1713,958.78,Community Hospital of the Monterey Peninsula,2019
16850,Sx00000010023,2780000110,SCRW LCP PROX 5X24MM 212206,278,C1713,1054.76,Community Hospital of the Monterey Peninsula,2019
16851,Sx00000010024,2780000110,SCRW LCP PROX 5X26MM 212207,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16852,Sx00000010025,2780000110,SCRW LCP PROX 5X28MM 212208,278,C1713,1054.76,Community Hospital of the Monterey Peninsula,2019
16853,Sx00000010026,2780000110,SCRW LCP PROX 5X30MM 212209,278,C1713,1054.76,Community Hospital of the Monterey Peninsula,2019
16854,Sx00000010027,2780000110,SCRW LCP PROX 5X32MM 212210,278,C1713,1054.76,Community Hospital of the Monterey Peninsula,2019
16855,Sx00000010028,2780000110,SCRW LCP PROX 5X34MM 212211,278,C1713,959.78,Community Hospital of the Monterey Peninsula,2019
16856,Sx00000010029,2780000110,SCRW LCP PROX 5X36MM 212212,278,C1713,959.78,Community Hospital of the Monterey Peninsula,2019
16857,Sx00000010030,2780000110,SCRW LCP PROX 5X38MM 212213,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16858,Sx00000010031,2780000110,SCRW LCP PROX 5X40MM 212214,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16859,Sx00000010032,2780000110,SCRW LCP PROX 5X42MM 212215,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16860,Sx00000010033,2780000110,SCRW LCP PROX 5X44MM 212216,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16861,Sx00000010034,2780000110,SCRW LCP PROX 5X46MM 212217,278,C1713,959.78,Community Hospital of the Monterey Peninsula,2019
16862,Sx00000010035,2780000110,SCRW LCP PROX 5X48MM 212218,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16863,Sx00000010036,2780000110,SCRW LCP PROX 5X50MM 212219,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16864,Sx00000010037,2780000110,SCRW LCP PROX 5X55MM 212220,278,C1713,1054.76,Community Hospital of the Monterey Peninsula,2019
16865,Sx00000010038,2780000110,SCRW LCP PROX 5X60MM 212221,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16866,Sx00000010039,2780000110,SCRW LCP PROX 5X65MM 212222,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16867,Sx00000010040,2780000110,SCRW LCP PROX 5X70MM 212223,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16868,Sx00000010041,2780000110,SCRW LCP PROX 5X75MM 212224,278,C1713,959.78,Community Hospital of the Monterey Peninsula,2019
16869,Sx00000010042,2780000110,SCRW LCP PROX 5X80MM 212225,278,C1713,990.4,Community Hospital of the Monterey Peninsula,2019
16870,Sx00000010043,2780000110,SCRW LCP PROX 5X85MM 212226,278,C1713,951.12,Community Hospital of the Monterey Peninsula,2019
16871,Sx00000010044,2780000110,SCRW LCP PROX 5X90MM 212227,278,C1713,959.78,Community Hospital of the Monterey Peninsula,2019
16872,Sx00000027967,2720000102,SCRW LNG 0000233,272,,601.2,Community Hospital of the Monterey Peninsula,2019
16873,Sx00000018434,2720000194,SCRW LNG 0000234,272,,934.53,Community Hospital of the Monterey Peninsula,2019
16874,Sx00000010045,2780000110,SCRW LOCK 2.7X44MM 202244,278,C1713,870.41,Community Hospital of the Monterey Peninsula,2019
16875,Sx00000027359,2780000110,SCRW LOCK PEG HCLP27200TS,278,C1713,554.44,Community Hospital of the Monterey Peninsula,2019
16876,Sx00000030055,2780000110,SCRW LOW PRO 3X18MM AR893318,278,C1713,729.95,Community Hospital of the Monterey Peninsula,2019
16877,Sx00000030057,2780000110,SCRW LOW PRO 3X26MM AR893326,278,C1713,729.95,Community Hospital of the Monterey Peninsula,2019
16878,Sx00000010046,2780000110,SCRW LOW PROFILE AR8827L26,278,C1713,567.8,Community Hospital of the Monterey Peninsula,2019
16879,Sx00000010047,2780000294,SCRW LOW PROFILE AR883514,278,C1713,233.8,Community Hospital of the Monterey Peninsula,2019
16880,Sx00000010048,2780000294,SCRW LOW PROFILE AR883516,278,C1713,233.8,Community Hospital of the Monterey Peninsula,2019
16881,Sx00000010049,2780000294,SCRW LOW PROFILE AR883518,278,C1713,233.8,Community Hospital of the Monterey Peninsula,2019
16882,Sx00000010050,2780000294,SCRW LOW PROFILE AR883520,278,C1713,233.8,Community Hospital of the Monterey Peninsula,2019
16883,Sx00000010051,2780000294,SCRW LOW PROFILE AR883530,278,C1713,233.8,Community Hospital of the Monterey Peninsula,2019
16884,Sx00000010052,2780000294,SCRW LOW PROFILE AR883540,278,C1713,233.8,Community Hospital of the Monterey Peninsula,2019
16885,Sx00000010053,2780000294,SCRW LOW PROFILE AR883560,278,C1713,233.8,Community Hospital of the Monterey Peninsula,2019
16886,Sx00000010054,2780000110,SCRW LOW PROFILE AR8835L12,278,C1713,759.18,Community Hospital of the Monterey Peninsula,2019
16887,Sx00000010055,2780000110,SCRW LOW PROFILE AR8835L14,278,C1713,759.18,Community Hospital of the Monterey Peninsula,2019
16888,Sx00000010056,2780000110,SCRW LOW PROFILE AR8835L16,278,C1713,759.18,Community Hospital of the Monterey Peninsula,2019
16889,Sx00000010057,2780000110,SCRW LOW PROFILE AR8835L18,278,C1713,759.18,Community Hospital of the Monterey Peninsula,2019
16890,Sx00000010058,2780000110,SCRW LOW PROFILE AR8835L28,278,C1713,759.18,Community Hospital of the Monterey Peninsula,2019
16891,Sx00000010059,2780000110,SCRW LOW PROFILE AR8835L30,278,C1713,759.18,Community Hospital of the Monterey Peninsula,2019
16892,Sx00000029986,2780000110,SCRW LVL 1 995767601,278,C1713,458.25,Community Hospital of the Monterey Peninsula,2019
16893,Sx00000029988,2780000110,SCRW LVL 1 995767606,278,C1713,458.25,Community Hospital of the Monterey Peninsula,2019
16894,Sx00000030093,2780000110,SCRW LVL 1 995767651,278,C1713,458.25,Community Hospital of the Monterey Peninsula,2019
16895,Sx00000030096,2780000110,SCRW LVL 1 995767656,278,C1713,458.25,Community Hospital of the Monterey Peninsula,2019
16896,Sx00000010060,2780000294,SCRW MALL 4.5X30MM 215030,278,C1713,155.51,Community Hospital of the Monterey Peninsula,2019
16897,Sx00000010061,2780000294,SCRW MALL 4.5X40MM 215040,278,C1713,246.89,Community Hospital of the Monterey Peninsula,2019
16898,Sx00000010062,2780000294,SCRW MALL 4.5X45MM 215045,278,C1713,222.11,Community Hospital of the Monterey Peninsula,2019
