,Dept #,Dept Description,Charge #,Description,Price,"Zero Charge
Explanation ",Hospital,Year
6438,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4212890,PT BODY POSITION GOAL 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6439,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4212908,PT BODY POSITION D/C 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6440,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4212916,PT CARRY CURRENT 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6441,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4212924,PT CARRY GOAL 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6442,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4212932,PT CARRY D/C 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6443,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4212940,PT SELF-CARE CURRENT 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6444,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4212957,PT SELF-CARE GOAL 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6445,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4212965,PT SELF-CARE D/C 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6446,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4212973,PT OTHER PRIM PT/OT CURR 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6447,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4212981,PT OTHER PRIM PT/OT GOAL 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6448,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4212999,PT OTHER PRIM PT/OT D/C 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6449,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213005,PT OTHER SUB PT/OT CURR 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6450,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213013,PT OTHER SUB PT/OT GOAL 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6451,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213021,PT OTHER SUB PT/OT D/C 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6452,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213039,PT MOBILITY CURRENT 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6453,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213047,PT MOBILITY GOAL 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6454,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213054,PT MOBILITY D/C 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6455,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213062,PT BODY POSITION CURRENT 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6456,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213070,PT BODY POSITION GOAL 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6457,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213088,PT BODY POSITION D/C 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6458,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213096,PT CARRY CURRENT 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6459,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213104,PT CARRY GOAL 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6460,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213112,PT CARRY D/C 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6461,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213120,PT SELF-CARE CURRENT 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6462,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213138,PT SELF-CARE GOAL 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6463,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213146,PT SELF-CARE D/C 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6464,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213153,PT OTHER PRIM PT/OT CURR 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6465,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213161,PT OTHER PRIM PT/OT GOAL 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6466,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213179,PT OTHER PRIM PT/OT D/C 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6467,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213187,PT OTHER SUB PT/OT CURR 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6468,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213195,PT OTHER SUB PT/OT GOAL 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6469,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213203,PT OTHER SUB PT/OT D/C 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6470,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213211,PT MOBILITY CURRENT 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6471,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213229,PT MOBILITY GOAL 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6472,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213237,PT MOBILITY D/C 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6473,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213245,PT BODY POSITION CURRENT 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6474,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213252,PT BODY POSITION GOAL 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6475,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213260,PT BODY POSITION D/C 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6476,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213278,PT CARRY CURRENT 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6477,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213286,PT CARRY GOAL 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6478,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213294,PT CARRY D/C 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6479,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213302,PT SELF-CARE CURRENT 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6480,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213310,PT SELF-CARE GOAL 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6481,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213328,PT SELF-CARE D/C 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6482,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213336,PT OTHER PRIM PT/OT CURR 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6483,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213344,PT OTHER PRIM PT/OT GOAL 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6484,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213351,PT OTHER PRIM PT/OT D/C 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6485,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213369,PT OTHER SUB PT/OT CURR 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6486,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213377,PT OTHER SUB PT/OT GOAL 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6487,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213385,PT OTHER SUB PT/OT D/C 60-79 CRN,0.01,,Banner Lassen Medical Center,2019
6488,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213393,PT MOBILITY CURRENT 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6489,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213401,PT MOBILITY GOAL 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6490,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213419,PT MOBILITY D/C 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6491,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213427,PT BODY POSITION CURRENT 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6492,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213435,PT BODY POSITION GOAL 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6493,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213443,PT BODY POSITION D/C 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6494,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213450,PT CARRY CURRENT 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6495,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213468,PT CARRY GOAL 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6496,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213476,PT CARRY D/C 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6497,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213484,PT SELF-CARE CURRENT 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6498,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213492,PT SELF-CARE GOAL 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6499,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213500,PT SELF-CARE D/C 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6500,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213518,PT OTHER PRIM PT/OT CURR 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6501,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213526,PT OTHER PRIM PT/OT GOAL 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6502,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213534,PT OTHER PRIM PT/OT D/C 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6503,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213542,PT OTHER SUB PT/OT CURR 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6504,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213559,PT OTHER SUB PT/OT GOAL 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6505,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213567,PT OTHER SUB PT/OT D/C 80-99 CRN,0.01,,Banner Lassen Medical Center,2019
6506,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213575,PT MOBILITY CURRENT 100 CRN,0.01,,Banner Lassen Medical Center,2019
6507,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213583,PT MOBILITY GOAL 100 CRN,0.01,,Banner Lassen Medical Center,2019
6508,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213591,PT MOBILITY D/C 100 CRN,0.01,,Banner Lassen Medical Center,2019
6509,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213609,PT BODY POSITION CURRENT 100 CRN,0.01,,Banner Lassen Medical Center,2019
6510,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213617,PT BODY POSITION GOAL 100 CRN,0.01,,Banner Lassen Medical Center,2019
6511,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213625,PT BODY POSITION D/C 100 CRN,0.01,,Banner Lassen Medical Center,2019
6512,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213633,PT CARRY CURRENT 100 CRN,0.01,,Banner Lassen Medical Center,2019
6513,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213641,PT CARRY GOAL 100 CRN,0.01,,Banner Lassen Medical Center,2019
6514,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213658,PT CARRY D/C 100 CRN,0.01,,Banner Lassen Medical Center,2019
6515,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213666,PT SELF-CARE CURRENT 100 CRN,0.01,,Banner Lassen Medical Center,2019
6516,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213674,PT SELF-CARE GOAL 100 CRN,0.01,,Banner Lassen Medical Center,2019
6517,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213682,PT SELF-CARE D/C 100 CRN,0.01,,Banner Lassen Medical Center,2019
6518,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213690,PT OTHER PRIM PT/OT CURRENT 100 CRN,0.01,,Banner Lassen Medical Center,2019
6519,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213708,PT OTHER PRIM PT/OT GOAL 100 CRN,0.01,,Banner Lassen Medical Center,2019
6520,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213716,PT OTHER PRIM PT/OT D/C 100 CRN,0.01,,Banner Lassen Medical Center,2019
6521,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213724,PT OTHER SUB PT/OT CURRENT 100 CRN,0.01,,Banner Lassen Medical Center,2019
6522,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213732,PT OTHER SUB PT/OT GOAL 100 CRN,0.01,,Banner Lassen Medical Center,2019
6523,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4213740,PT OTHER SUB PT/OT D/C 100 CRN,0.01,,Banner Lassen Medical Center,2019
6524,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310660,OT MOBILITY CURRENT MDL,0.01,,Banner Lassen Medical Center,2019
6525,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310678,OT MOBILITY GOAL MDL,0.01,,Banner Lassen Medical Center,2019
6526,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310686,OT MOBILITY D/C MDL,0.01,,Banner Lassen Medical Center,2019
6527,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310694,OT BODY POSITION CURRENT MDL,0.01,,Banner Lassen Medical Center,2019
6528,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310702,OT BODY POSITION GOAL MDL,0.01,,Banner Lassen Medical Center,2019
6529,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310710,OT BODY POSITION D/C MDL,0.01,,Banner Lassen Medical Center,2019
6530,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310728,OT CARRY CURRENT MDL,0.01,,Banner Lassen Medical Center,2019
6531,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310736,OT CARRY GOAL MDL,0.01,,Banner Lassen Medical Center,2019
6532,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310744,OT CARRY D/C MDL,0.01,,Banner Lassen Medical Center,2019
6533,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310751,OT SELF-CARE CURRENT MDL,0.01,,Banner Lassen Medical Center,2019
6534,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310769,OT SELF-CARE GOAL MDL,0.01,,Banner Lassen Medical Center,2019
6535,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310777,OT SELF-CARE D/C MDL,0.01,,Banner Lassen Medical Center,2019
6536,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310785,OT OTHER PRIM PT/OT CURRENT MDL,0.01,,Banner Lassen Medical Center,2019
6537,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310793,OT OTHER PRIM PT/OT GOAL MDL,0.01,,Banner Lassen Medical Center,2019
6538,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310801,OT OTHER PRIM PT/OT D/C MDL,0.01,,Banner Lassen Medical Center,2019
6539,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310819,OT OTHER SUB PT/OT CURRENT MDL,0.01,,Banner Lassen Medical Center,2019
6540,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310827,OT OTHER SUB PT/OT GOAL MDL,0.01,,Banner Lassen Medical Center,2019
6541,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310835,OT OTHER SUB PT/OT D/C MDL,0.01,,Banner Lassen Medical Center,2019
6542,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310868,OT MOBILITY CURRENT 0 CRN,0.01,,Banner Lassen Medical Center,2019
6543,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310876,OT MOBILITY GOAL 0 CRN,0.01,,Banner Lassen Medical Center,2019
6544,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310884,OT MOBILITY D/C 0 CRN,0.01,,Banner Lassen Medical Center,2019
6545,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310892,OT BODY POSITION CURRENT 0 CRN,0.01,,Banner Lassen Medical Center,2019
6546,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310900,OT BODY POSITION GOAL 0 CRN,0.01,,Banner Lassen Medical Center,2019
6547,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310918,OT BODY POSITION D/C 0 CRN,0.01,,Banner Lassen Medical Center,2019
6548,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310926,OT CARRY CURRENT 0 CRN,0.01,,Banner Lassen Medical Center,2019
6549,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310934,OT CARRY GOAL 0 CRN,0.01,,Banner Lassen Medical Center,2019
6550,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310942,OT CARRY D/C 0 CRN,0.01,,Banner Lassen Medical Center,2019
6551,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310959,OT SELF-CARE CURRENT 0 CRN,0.01,,Banner Lassen Medical Center,2019
6552,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310967,OT SELF-CARE GOAL 0 CRN,0.01,,Banner Lassen Medical Center,2019
6553,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310975,OT SELF-CARE D/C 0 CRN,0.01,,Banner Lassen Medical Center,2019
6554,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310983,OT OTHER PRIM PT/OT CURRENT 0 CRN,0.01,,Banner Lassen Medical Center,2019
6555,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4310991,OT OTHER PRIM PT/OT GOAL 0 CRN,0.01,,Banner Lassen Medical Center,2019
6556,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311007,OT OTHER PRIM PT/OT D/C 0 CRN,0.01,,Banner Lassen Medical Center,2019
6557,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311015,OT OTHER SUB PT/OT CURRENT 0 CRN,0.01,,Banner Lassen Medical Center,2019
6558,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311023,OT OTHER SUB PT/OT GOAL 0 CRN,0.01,,Banner Lassen Medical Center,2019
6559,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311031,OT OTHER SUB PT/OT D/C 0 CRN,0.01,,Banner Lassen Medical Center,2019
6560,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311049,OT MOBILITY CURRENT 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6561,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311056,OT MOBILITY GOAL 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6562,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311064,OT MOBILITY D/C 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6563,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311072,OT BODY POSITION CURRENT 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6564,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311080,OT BODY POSITION GOAL 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6565,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311098,OT BODY POSITION D/C 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6566,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311106,OT CARRY CURRENT 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6567,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311114,OT CARRY GOAL 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6568,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311122,OT CARRY D/C 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6569,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311130,OT SELF-CARE CURRENT 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6570,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311148,OT SELF-CARE GOAL 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6571,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311155,OT SELF-CARE D/C 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6572,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311163,OT OTHER PRIM PT/OT CURR 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6573,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311171,OT OTHER PRIM PT/OT GOAL 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6574,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311189,OT OTHER PRIM PT/OT D/C 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6575,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311197,OT OTHER SUB PT/OT CURRENT 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6576,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311205,OT OTHER SUB PT/OT GOAL 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6577,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311213,OT OTHER SUB PT/OT D/C 1-19 CRN,0.01,,Banner Lassen Medical Center,2019
6578,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311221,OT MOBILITY CURRENT 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6579,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311239,OT MOBILITY GOAL 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6580,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311247,OT MOBILITY D/C 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6581,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311254,OT BODY POSITON CURRENT 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6582,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311262,OT BODY POSITION GOAL 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6583,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311270,OT BODY POSITION D/C 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6584,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311288,OT CARRY CURRENT 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6585,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311296,OT CARRY GOAL 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6586,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311304,OT CARRY D/C 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6587,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311312,OT SELF-CARE CURRENT 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6588,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311320,OT SELF-CARE GOAL 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6589,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311338,OT SELF-CARE D/C 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6590,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311346,OT OTHER PRIM PT/OT CURR 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6591,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311353,OT OTHER PRIM PT/OT GOAL 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6592,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311361,OT OTHER PRIM PT/OT D/C 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6593,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311379,OT OTHER SUB PT/OT CURR 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6594,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311387,OT OTHER SUB PT/OT GOAL 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6595,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311395,OT OTHER SUB PT/OT D/C 20-39 CRN,0.01,,Banner Lassen Medical Center,2019
6596,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311403,OT MOBILITY CURRENT 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6597,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311411,OT MOBILITY GOAL 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6598,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311429,OT MOBILITY D/C 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6599,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311437,OT BODY POSITION CURRENT 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6600,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311445,OT BODY POSITION GOAL 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6601,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311452,OT BODY POSITION D/C 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6602,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311460,OT CARRY CURRENT 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6603,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311478,OT CARRY GOAL 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6604,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311486,OT CARRY D/C 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6605,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311494,OT SELF-CARE CURRENT 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6606,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311502,OT SELF-CARE GOAL 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
6607,996,PPS (PROSPECTIVE PAYMENT SYSTEM) CODES,4311510,OT SELF-CARE D/C 40-59 CRN,0.01,,Banner Lassen Medical Center,2019
