,HSP,CHARGE CODE,Description,Price,COMMENTS,Hospital,Year
2324,HMD,FIS01,PH\FISH OIL 1000MG CAP,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2325,HMD,FLA5PM,PH\FLAGYL 500MG PREMIX IV,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2326,HMD,FLE0Y,PH\TAMBOCOR 50MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2327,HMD,FLU01,PH\FLUOXETINE 20 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2328,HMD,FLU05,PH\DIFLUCAN 100 MG TABS,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2329,HMD,FLU0A,PH\FLORINEF 0.1 MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2330,HMD,FLU0B,PH\PROZAC 10MG CAP,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2331,HMD,FLU0C,PH\PROLIXIN 2.5 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2332,HMD,FLU39,PH\LIDEX 0.05% OINT 30GM,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2333,HMD,FLU3T,PH\LIDEX 0.05% CREAM,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2334,HMD,FLU41,PH\FLUORESCEIN NA STRIP,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2335,HMD,FLU41A,PH\FLU41A,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2336,HMD,FLU44,PH\FLURBIPROFEN 0.03%,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2337,HMD,FLU47,PH\FLONASE 16 GM NASAL SPRAY,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2338,HMD,FLU51,PH\ROMAZICON 0.5MG/5ML INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2339,HMD,FLU71,IV\DIFLUCAN 200MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2340,HMD,FOL01,PH\FOLIC ACID 1 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2341,HMD,FOL51,PH\FOLIC ACID 5 MG/1 ML INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2342,HMD,FUR01,PH\FUROSEMIDE 20 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2343,HMD,FUR02,PH\FUROSEMIDE 40 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2344,HMD,FUR03,PH\FUROSEMIDE 80 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2345,HMD,FUR50,PH\FUROSEMIDE 20 MG/2 ML INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2346,HMD,FUR51,PH\FUROSEMIDE 40 MG/4 ML INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2347,HMD,FUR53,PH\FUROSEMIDE 100 MG/10 ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2348,HMD,GAB01,PH\NEURONTIN 300 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2349,HMD,GAB02,PH\NEURONTIN 100MG CAP,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2350,HMD,GAB03,PH\NEURONTIN 400MG CAPSULE,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2351,HMD,GAB04,PH\NEURONTIN 600 MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2352,HMD,GAB05,PH\NEURONTIN 800MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2353,HMD,GEM06,PH\LOPID 600MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2354,HMD,GEN40,PH\GENTAMICIN OP OT 3.5 GM,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2355,HMD,GEN41,PH\GENTAMICIN OP SOLN 5 ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2356,HMD,GEN50,PH\GENTAMICIN 20 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2357,HMD,GEN51,PH\GENTAMICIN 80 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2358,HMD,GEV10,PH\GEUKABON 30ML PO,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2359,HMD,GLI01,PH\GLIPIZIDE 5 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2360,HMD,GLI02,PH\GLUCOTROL 10MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2361,HMD,GLI04,PH\AMARYL 2MG TABLET,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2362,HMD,GLU01,PH\GLUCOPHAGE 500MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2363,HMD,GLU02,PH\GLUCOPHAGE 850,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2364,HMD,GLU50,PH\GLUCAGON INJECTION,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2365,HMD,GLY03,PH\GLYBURIDE 2.5 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2366,HMD,GLY04,PH\GLYBURIDE 5 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2367,HMD,GLY22,PH\GLYCERIN SUPP PEDIATRIC,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2368,HMD,GLY51,PH\GLYCOPYRROLATE 0.2 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2369,HMD,GOL12,PH\BOWEL LAVAGE SOLUTION,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2370,HMD,GUA04,PH\MUCINEX 600MG TABLET,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2371,HMD,GUA10,PH\GUAIFENESIN SYR 10 ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2372,HMD,HAL01,PH\HALDOL 0.5MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2373,HMD,HAL02,PH\HALOPERIDOL 1 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2374,HMD,HAL03,PH\HALOPERIDOL 2 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2375,HMD,HAL04,PH\HALOPERIDOL 5 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2376,HMD,HAL12,PH\HALDOL CONC 2MG/ML 120ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2377,HMD,HAL50,PH\HALOPERIDOL 5 MG/1 ML INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2378,HMD,HEM31,PH\TUCKS PADS #40,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2379,HMD,HEM3Z,PH\PREPARATION H OINT,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2380,HMD,HEP52,PH\HEPARIN 100 UNITS/ML 1 ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2381,HMD,HEP55,PH\HEPARIN 1000 UTS/ML INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2382,HMD,HEP57,PH\HEPARIN 5000 UTS/ML VIAL IN,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2383,HMD,HEP5C,PH\H-BIG 5ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2384,HMD,HEP5H,PH\ENGERIX-B 10MCG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2385,HMD,HEP5J,PH\HEPARIN 100 UNITS/ML 3ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2386,HMD,HEPHI,PH\BAYHEP B 0.5 ML INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2387,HMD,HET71,IV\HESPAN 6% 500ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2388,HMD,HNS75,IV\0.45% NACL INJ 1000 ML,144.21,,Hi Desert Medical Center,2019
2389,HMD,HNS95,PH\0.45NS 1000ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2390,HMD,HSC94,PH\3% NACL 500ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2391,HMD,HYA52,PH\HYALURONATE OCULAR INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2392,HMD,HYA57,PH\HYALURONIDASE 150UNIT/MLINJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2393,HMD,HYD02,PH\HYDROXYZINE 10 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2394,HMD,HYD04,PH\HYDRALAZINE 10 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2395,HMD,HYD05,PH\HYDRALAZINE 25 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2396,HMD,HYD06,PH\HYDROCHLOROTHIAZIDE 25 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2397,HMD,HYD08,PH\HYDROMORPHONE 2 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2398,HMD,HYD0B,PH\HYDROCORTISONE 10MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2399,HMD,HYD0C,PH\HYDOCHORTHIAZIDE 12.5MG UD,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2400,HMD,HYD0W,PH\HYDROXYZINE 25MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2401,HMD,HYD10,PH\HYDROXYZINE 10 MG/5 ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2402,HMD,HYD31,PH\HYDROCORTISONE CR 1%,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2403,HMD,HYD34,PH\HYDROCORTISONE CRM 2.5%30GM,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2404,HMD,HYD50,PH\HYDRALAZINE 20 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2405,HMD,HYD51,PH\HYDROCORTISONE 100 MG IN,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2406,HMD,HYD52,PH\HYDROCORTISONE 250 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2407,HMD,HYD59,PH\HYDROMORPHONE 1MG/ML SYRING,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2408,HMD,HYO11,PH\LEVSIN DROPS,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2409,HMD,IBU01,PH\IBUPROFEN 200 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2410,HMD,IBU02,PH\IBUPROFEN 400 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2411,HMD,IBU03,PH\IBUPROFEN 600 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2412,HMD,IBU11,PH\MOTRIN 100MG/5ML SUSP,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2413,HMD,IMI02,PH\IMIPRAMINE 25 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2414,HMD,IND02,PH\INDOMETHACIN 25 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2415,HMD,IND0P,PH\INDERAL LA 60 MG CAP,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2416,HMD,IND0V,PH\PROPRANOLOL SA 80MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2417,HMD,INF52,PH\FLU VACCINE 2011-2012,187.87,,Hi Desert Medical Center,2019
2418,HMD,INF70,PH\REMICADE 10 MG INJECTION,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2419,HMD,INS51,PH\INSULIN REGULAR HUMAN,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2420,HMD,INS52,PH\INSULIN NPH HUMAN,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2421,HMD,INS54,PH\ISOPHANE PORK 70/PORK 30,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2422,HMD,INS5F,PH\LANTUS INSULIN 1 ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2423,HMD,INS5T,PH\HUMALOG INSULIN 1ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2424,HMD,IOD11,PH\LUGOL'S SOLN 15ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2425,HMD,IRO51,PH\VENOFER 100MG/5ML INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2426,HMD,ISO04,PH\ISOSORBIDE 5MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2427,HMD,ISO05,PH\ISOSORBIDE 10 MG ORAL,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2428,HMD,ISO06,PH\ISOSORBIDE 20 MG ORAL,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2429,HMD,ISO0A,PH\IMDUR 60MG UD TABLET,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2430,HMD,ISO0H,PH\IMDUR 30MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2431,HMD,ISO50,PH\ISOVUE-300 INJECT 50 ML BT,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2432,HMD,KAY21,PH\POLYSTYRENE SODIUM/SORBI,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2433,HMD,KCL01,PH\KCL 20 MEQ/NS 1000 ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2434,HMD,KCL02,PH\KCL 40 MEQ/NS 1000 ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2435,HMD,KEN32,PH\ KENALOG 40 MG/1ML INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2436,HMD,KET3X,PH\NIZORAL 2% CREAM 30 6M,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2437,HMD,KET50,PH\KETAMINE 500 MG/5 ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2438,HMD,KET51,PH\TORADOL 30 MG INJECTION,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2439,HMD,KET52,PH\TORADOL 60MG/2ML 1M,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2440,HMD,KET53,PH\TORADOL 15 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2441,HMD,KPH0Z,PH\NEUTRA-PHOS/K-PHOS 250MGCA,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2442,HMD,LAB01,PH\LABETOLOL 200 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2443,HMD,LAB50,PH\LABETOLOL 5MG/ML 20ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2444,HMD,LAC11,PH\LACTULOSE 30 ML SYRUP,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2445,HMD,LAC40,PH\STERILE OPHTH OINTMENT,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2446,HMD,LAC94,PH\RINGERS LACTATE 500L,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2447,HMD,LAC95,PH\RINGERS LACTATE 1000ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2448,HMD,LAM02,PH\LAMICTAL 25MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2449,HMD,LAM03,PH\LAMICTAL 100MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2450,HMD,LAN31,PH\LANTISEPTIC 113GM OINTMENT,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2451,HMD,LAN3Y,PH\LANOLIN TOPICAL ENOLLIEN 3M,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2452,HMD,LAT40,PH\XALATAN 0.005% OPTH SOLN,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2453,HMD,LET30,PH\LET SOL 3ML/SYR PER USE,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2454,HMD,LEV01,PH\SYNTHROID 0.025MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2455,HMD,LEV02,PH\LEVOTHYROXINE 0.05 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2456,HMD,LEV03,PH\SYNTHROID 0.075MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2457,HMD,LEV04,PH\LEVOTHYROXINE 0.1 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2458,HMD,LEV05,PH\SYNTHROID 88MCG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2459,HMD,LEV06,PH\LEVOTHYROXINE 0.15 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2460,HMD,LEV07,PH\LEVOTHYROXINE 0.2 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2461,HMD,LEV0A,PH\SYNTHROID 0.125 M9,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2462,HMD,LEV0E,PH\LEVAQUIN 250MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2463,HMD,LEV0F,PH\KEPPRA 500MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2464,HMD,LEV0K,PH\SYNTHROID .175MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2465,HMD,LEV0T,PH\SYNTHROID .112 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2466,HMD,LEV43,PH\XOPENEX 0.63MG/3ML UPA,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2467,HMD,LEV44,PH\XOPENEX 1.25MG/3ML UPA,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2468,HMD,LEV55,PH\LEVOTHYROXINE 200MCG INJECT,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2469,HMD,LEV56,PH\LEVAQUIN 750MG\150ML PREMIX,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2470,HMD,LEV57,PH\LEVAQUIN 250MG\50ML PREMIX,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2471,HMD,LEV5PM,PH\LEVAQUIN 500MG PREMIX IV,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2472,HMD,LEV71,PH\LEVARTERENOL 4 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2473,HMD,LEVE56,PH\LEVETIR 5ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2474,HMD,LEVOD,PH\ LEVOFLOXACIN 500MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2475,HMD,LID11,PH\LIDOCAINE VISC 2% 15ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2476,HMD,LID14,PH\LIDOCAINE 4% TOPICAL SOL 5M,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2477,HMD,LID32,PH\LIDODERM 5% PATCH,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2478,HMD,LID33,PH\ LICOCAINE 2% 5ML JELLY,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2479,HMD,LID52,PH\LIDOCAINE 1% INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2480,HMD,LID53,PH\LIDOCAINE/EPI 1% INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2481,HMD,LID54,PH\LIDOCAINE 2% INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2482,HMD,LID55,PH\LIDOCAINE/EPI 2% INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2483,HMD,LID56,PH\LIDOCAINE 100 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2484,HMD,LID5A,PH\LIDOCAINE MPF 2% 10ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2485,HMD,LID5I,PH\XYLOCAINE MPF 1% 5ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2486,HMD,LID60,PH\LIDOCAINE MPF 1% 30ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2487,HMD,LIN01,PH\ZYVOX 600 MG TABLET,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2488,HMD,LIN50,PH\ZYVOX 600MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2489,HMD,LIS00,PH\ZESTRIL/PRINIVIL 5 MG TA,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2490,HMD,LIS01,PH\LISINOPRIL 10 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2491,HMD,LIS02,PH\ZESTRIL/PRINIVIL 20 MG TB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2492,HMD,LIS04,PH\PRINIVIL 2.5MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2493,HMD,LIT01,PH\LITHIUM CARBONATE 300 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2494,HMD,LOM01,PH\DIPHENOXYLATE/ATROPINE,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2495,HMD,LOP01,PH\LOPERAMIDE 2 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2496,HMD,LOP11,PH\IMODIUM LIQUID 2 OZ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2497,HMD,LOP51,PH\LOPRESSOR 5MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2498,HMD,LOR01,PH\LORAZEPAM 0.5 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2499,HMD,LOR02,PH\LORAZEPAM 1 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2500,HMD,LOR0W,PH\CLARITIN 10MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2501,HMD,LOR50,PH\LORAZEPAM 2 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2502,HMD,LOS01,PH\COZAAR 50 MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2503,HMD,LOS03,PH\COZAAR 25MG TABLET,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2504,HMD,MAC01,PH\MACROBID 100MG CAP,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2505,HMD,MAG01,PH\MAG-OXIDE 400MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2506,HMD,MAG02,PH\MAGNESIUM CHLORIDE 64 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2507,HMD,MAG10,PH\MAG CITRATE 10 OUNCES,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2508,HMD,MAG50,PH\MG SO4 50% INJ 8 MEQ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2509,HMD,MAG71,PH\MAGNESIUM SULF 20GM/500ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2510,HMD,MAG72,PH\MAGNESIUM 1GM/100ML PB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2511,HMD,MAG74,PH\MAGNESIUM SULFATE 2GM IVPB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2512,HMD,MAGPM,PH\MAGNESIUM SULFATE 4 GM PREM,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2513,HMD,MAN54,PH\MANNITOL 25% INJ 12.5 GM,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2514,HMD,MAN94,PH\MANNITOL 20% 500ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2515,HMD,MAX0Z,PH\MAXZIDE TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2516,HMD,MEC04,PH\MECLIZINE 25 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2517,HMD,MED0U,PH\MEDROL 4MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2518,HMD,MED0V,PH\PROVERA 2.5 MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2519,HMD,MEG12,PH\MEGACE 40MG/ML 5ML SUSP,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2520,HMD,MEL01,PH\MELATONIN 3MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2521,HMD,MEL03,PH\MELOXICAM 7.5 MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2522,HMD,MEM01,PH\NAMENDA 5 MG TABLET,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2523,HMD,MEP54,PH\MEPERIDINE 50 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2524,HMD,MES03,PH\ASACOL 400MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2525,HMD,MET01,PH\METOLAZONE 2.5 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2526,HMD,MET01A,PH\LOPRESSOR 25MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2527,HMD,MET01B,PH\METOPROLOL EXTND-REL 25MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2528,HMD,MET02,PH\LOPRESSOR 50 MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2529,HMD,MET05,PH\METHYLDOPA 250 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2530,HMD,MET08,PH\METHOCARBAMOL 500 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2531,HMD,MET09,PH\METHOCARBAMOL 750 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2532,HMD,MET0C,PH\METOCLOPRAMIDE 10 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2533,HMD,MET0E,PH\METRONIDAZOLE 250 MG,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2534,HMD,MET0G,PH\RHEUMATREX 2.5 MG TABLET,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2535,HMD,MET0L,PH\REGLAN 5MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2536,HMD,MET0M,PH\TOPROL-XL 50 MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2537,HMD,MET0P,PH\FLAGYL 500MG UD TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2538,HMD,MET52,PH\METHYLERGONOV 0.2 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2539,HMD,MET53,PH\METHYLPREDNIS 40 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2540,HMD,MET54,PH\METHYLPREDNIS 80 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2541,HMD,MET55,PH\METHYLPREDNIS 40 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2542,HMD,MET56,PH\METHYLPREDNIS 125 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2543,HMD,MET58,PH\METHYLPREDNIS 1 GM INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
2544,HMD,MET59,PH\METOCLOPRAMIDE 10 MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
