,PROC_CODE,Description,CPT_CODE,INPAT_FEE,OUTPAT_FEE,Hospital,Year
1567,410000021,HC MECHANICAL CHEST WALL OSCILL,94669,439.95,439.95,Marshall Medical Center,2019
1568,410000022,"HC AIRWAY INHALATION TREATMENT, SUBSEQUENT",94640,133.76,133.76,Marshall Medical Center,2019
1569,410000124,HC CONT NEB TX SUBS,94640,384.56,384.56,Marshall Medical Center,2019
1570,410000125,HC CONT NEB DAILIY INITIAL TX,94640,384.56,384.56,Marshall Medical Center,2019
1571,410000126,"HC HAND NEB TX, SUBS",94640,300.96,300.96,Marshall Medical Center,2019
1572,410000127,HC HAND NEB DAILY INITIAL TX,94640,388.74,388.74,Marshall Medical Center,2019
1573,410000128,"HC MDI  DAILY INITIAL, TX",94640,198.55,198.55,Marshall Medical Center,2019
1574,410000129,HC MDI DELIVERY SETUP DEMONSTRATION,94640,300.96,300.96,Marshall Medical Center,2019
1575,410000130,HC MDI TX SUBS,94640,198.55,198.55,Marshall Medical Center,2019
1576,410000131,HC HAND NEB SET UP/DEMONSTRATION,94640,388.74,388.74,Marshall Medical Center,2019
1577,410000132,HB CONT NEB  SET UP DEMONSTRATION,94640,397.1,397.1,Marshall Medical Center,2019
1578,419000001,HC PULMONARY REHAB PHASE III/SESSION,419000001,7.32,7.32,Marshall Medical Center,2019
1579,420000008,HC MECHANICAL TRACTION THERAPY,97012,39.71,39.71,Marshall Medical Center,2019
1580,420000009,HC ELECTRIC STIMULATION THERAPY,97014,173.47,173.47,Marshall Medical Center,2019
1581,420000011,HC PARAFFIN BATH TX,97018,39.71,39.71,Marshall Medical Center,2019
1582,420000013,HC ELECTRICAL STIMULTN EA 15 MIN,97032,248.71,248.71,Marshall Medical Center,2019
1583,420000014,HC ELECTRIC CURRENT TX,97033,78.38,78.38,Marshall Medical Center,2019
1584,420000016,HC ULTRASOUND THERAPY EA 15 MIN,97035,198.55,198.55,Marshall Medical Center,2019
1585,420000019,HC NEUROMUSCULAR REEDUCATION,97112,266.48,266.48,Marshall Medical Center,2019
1586,420000021,HC GAIT TRAINING TX EA 15 MIN,97116,226.77,226.77,Marshall Medical Center,2019
1587,420000022,HC MASSAGE THERAPY EA 15 MIN,97124,52.25,48.07,Marshall Medical Center,2019
1588,420000024,HC MANUAL THERAPY 1/> REGIONS EA 15 MIN,97140,248.71,70.02,Marshall Medical Center,2019
1589,420000025,HC THERAPEUTIC ACTIVITIES EA 15 MIN,97530,266.48,226.77,Marshall Medical Center,2019
1590,420000030,HC WHEELCHAIR MNGMENT TRAINING EA 15 MIN,97542,226.77,226.77,Marshall Medical Center,2019
1591,420000026,HC COGNITIVE SKILLS DEVELOPMENT EA 15 MIN,97532,400.24,400.24,Marshall Medical Center,2019
1592,420000028,HC SELF CARE MNGMENT TRAINING,97535,289.47,63.75,Marshall Medical Center,2019
1593,420000029,HC COMMUNTY/WORK REINTEGRATION EA 15 MIN,97537,367.84,64.79,Marshall Medical Center,2019
1594,420000031,HC PHYSICAL PERFORMANCE TST,97750,198.55,64.79,Marshall Medical Center,2019
1595,420000032,"HC ORTHOTIC MGMT AND TRAINING, INITIAL, EACH 15 MIN",97760,70.02,70.02,Marshall Medical Center,2019
1596,420000033,"HC PROSTHETICS TRAINING, INITIAL ENCTR, EA 15 MINS",97761,70.02,70.02,Marshall Medical Center,2019
1597,420000055,HC INFRARED THERAPY,97026,182.88,65.84,Marshall Medical Center,2019
1598,420000066,HC THERAPEUTIC EXERCISES EA 15 MIN,97110,198.55,198.55,Marshall Medical Center,2019
1599,420000090,HC OP OT MCARE ESTIM UNATTEND,G0283,40.76,40.76,Marshall Medical Center,2019
1600,420000091,"HC ORTHOTICS/PROSTH MGMT &/TRAIN, SBSQ ENCTR, 15 MIN",97763,266.48,226.77,Marshall Medical Center,2019
1601,420000092,"HC THERAP INTERVENTION W/FOCUS ON COGNITIVE FUNC, 1 PER DAY (NON-MCAR)",97127,245.58,72.11,Marshall Medical Center,2019
1602,420000093,"HC COGNITIVE SKILLS DEVELOPMENT, EACH 15 MIN (MCAR)",G0515,400.24,64.79,Marshall Medical Center,2019
1603,420000097,HC PT MCL TREATMENT INITIAL 30 MIN,X3908,381.43,131.67,Marshall Medical Center,2019
1604,420000098,HC PT MCL TREATMENT ADDITL 15 MIN,X3910,239.31,65.84,Marshall Medical Center,2019
1605,424000020,HC PT EVAL LOW COMPLEX 20 MIN,97161,285.29,285.29,Marshall Medical Center,2019
1606,424000021,HC PT EVAL MOD COMPLEX 30 MIN,97162,427.41,427.41,Marshall Medical Center,2019
1607,424000022,HC PT EVAL HIGH COMPLEX 45 MIN,97163,641.63,641.63,Marshall Medical Center,2019
1608,424000023,HC PT RE-EVAL EST PLAN CARE,97164,182.88,182.88,Marshall Medical Center,2019
1609,424000025,HC PT MCL EVALUATION,X3924,410.69,171.38,Marshall Medical Center,2019
1610,430000014,HC WHEELCHAIR MNGMENT TRAINING,97542,226.77,54.34,Marshall Medical Center,2019
1611,430000016,HC GROUP THERAPEUTIC PROCEDURES,97150,86.74,86.74,Marshall Medical Center,2019
1612,430000018,HC SELF CARE MNGMENT TRAINING EA 15 MIN,97535,289.47,289.47,Marshall Medical Center,2019
1613,430000020,"HC OCC THER EVAL INT 30 MIN,PLUS REPORT",X4100,351.12,351.12,Marshall Medical Center,2019
1614,430000021,"HC OCC THER EVAL EA ADD 15 MIN,PLUS REPORT",X4102,175.56,175.56,Marshall Medical Center,2019
1615,430000022,HC OCC THER TREAT INI 30 MIN,X4110,415.91,141.08,Marshall Medical Center,2019
1616,430000023,HC OCC THER TREAT EA ADD 15 MIN,X4112,207.96,70.02,Marshall Medical Center,2019
1617,430000031,HC COGNITIVE SKILLS DEVELOPMENT,97532,245.58,64.79,Marshall Medical Center,2019
1618,434000012,HC OT EVAL LOW COMPLEX 30 MIN,97165,351.12,351.12,Marshall Medical Center,2019
1619,434000013,HC OT EVAL MOD COMPLEX 45 MIN,97166,526.68,526.68,Marshall Medical Center,2019
1620,434000014,HC OT EVAL HIGH COMPLEX 60 MIN,97167,702.24,702.24,Marshall Medical Center,2019
1621,434000015,HC OT RE-EVAL EST PLAN CARE,97168,182.88,182.88,Marshall Medical Center,2019
1622,440000002,HC SPEECH/HEARING TX,92507,400.24,400.24,Marshall Medical Center,2019
1623,440000006,HC ORAL FUNC TX,92526,400.24,400.24,Marshall Medical Center,2019
1624,440000009,"HC EVAL,SPEECH-GEN AUG/ALT COMM DEV,1ST HR",92607,274.84,274.84,Marshall Medical Center,2019
1625,440000010,"HC EVAL,SPEECH-GEN AUG/ALT COMM DEV,ADDL 30",92608,135.85,135.85,Marshall Medical Center,2019
1626,440000012,"HC EVAL,SWALLOW FUNC,CINE/VIDEO RECRD",92611,480.7,443.08,Marshall Medical Center,2019
1627,440000033,HC SP THERSPEECH EVALUATION,X4301,710.6,274.84,Marshall Medical Center,2019
1628,440000034,HC SP THER LANGUAGE EVAL,X4300,710.6,274.84,Marshall Medical Center,2019
1629,440000035,HC SPEECHLANGUAGE THER INDIVID PER HR,X4303,222.59,222.59,Marshall Medical Center,2019
1630,440000037,HC OP ST SPEECH LANGUAGE TX 30 MINS,X4304,111.82,111.82,Marshall Medical Center,2019
1631,444000001,"HC ASSESSMENT OF APHASIA, PER HOUR",96105,710.6,710.6,Marshall Medical Center,2019
1632,444000009,HC EVALUATE SWALLOWING FUNCTION SUBSQ VISIT,92610,489.06,489.06,Marshall Medical Center,2019
1633,444000010,HC EVALUATION OF SPEECH FLUENCY SUBSQ VISIT,92521,489.06,489.06,Marshall Medical Center,2019
1634,444000011,HC EVALUATE SPEECH PRODUCTION SUBSQ VISIT,92522,489.06,489.06,Marshall Medical Center,2019
1635,444000012,HC SPEECH SOUND LANG COMPREHEN SUBSQ VISIT,92523,489.06,489.06,Marshall Medical Center,2019
1636,444000013,HC BEHAVRAL QUALIT ANALYS VOICE SUBSQ VISIT,92524,489.06,710.6,Marshall Medical Center,2019
1637,444000014,HC EVALUATE SWALLOWING FUNCTION INITL VISIT,92610,710.6,710.6,Marshall Medical Center,2019
1638,444000015,HC EVALUATION OF SPEECH FLUENCY INITL VISIT,92521,710.6,710.6,Marshall Medical Center,2019
1639,444000016,HC EVALUATE SPEECH PRODUCTION INITL VISIT,92522,710.6,710.6,Marshall Medical Center,2019
1640,444000017,HC SPEECH SOUND LANG COMPREHEN INITL VISIT,92523,710.6,710.6,Marshall Medical Center,2019
1641,444000018,HC BEHAVRAL QUALIT ANALYS VOICE INITL VISIT,92524,710.6,710.6,Marshall Medical Center,2019
1642,450000007,HC EMS TYPE B LEVEL 1,G0380,737.77,737.77,Marshall Medical Center,2019
1643,450000008,HC EMS TYPE B LEVEL 2,G0381,1169.36,1169.36,Marshall Medical Center,2019
1644,450000009,HC EMS TYPE B LEVEL 3,G0382,2074.33,2074.33,Marshall Medical Center,2019
1645,450000010,HC EMS TYPE B LEVEL 4,G0383,2910.33,2910.33,Marshall Medical Center,2019
1646,450000011,HC EMS TYPE B LEVEL 5,G0384,4075.5,4075.5,Marshall Medical Center,2019
1647,450000014,HC TRAUMA CONSULT,99284,5106.92,5106.92,Marshall Medical Center,2019
1648,450000242,"HC USE OF ER FACILITY, LVL I",99281,737.77,737.77,Marshall Medical Center,2019
1649,450000243,"HC USE OF ER FACILITY,LVL II",99282,1169.36,1169.36,Marshall Medical Center,2019
1650,450000244,"HC USE OF ER FACILITY,LVL III",99283,2074.33,2074.33,Marshall Medical Center,2019
1651,450000245,"HC USE OF ER FACILITY,LVL IV",99284,2910.33,2910.33,Marshall Medical Center,2019
1652,450000246,"HC USE OF ER FACILITY,LVL V",99285,4075.5,4075.5,Marshall Medical Center,2019
1653,450000247,"HC CRITICAL CARE, E/M 30-74 MINUTES",99291,6321.21,6321.21,Marshall Medical Center,2019
1654,450000248,"HC CRITICAL CARE, ADDL 30 MIN",99292,2222.72,2222.72,Marshall Medical Center,2019
1655,460000001,HC BREATHING CAPACITY TST,94010,358.44,358.44,Marshall Medical Center,2019
1656,460000005,HC EVAL OF BRONCHOSPASM,94060,591.47,591.47,Marshall Medical Center,2019
1657,460000006,"HC EVAL OF BRONCHOSPASM,PROLONGED",94070,1483.9,1483.9,Marshall Medical Center,2019
1658,460000010,"HC PULM STRESS TSTING,SIMPLE",94620,2273.92,2273.92,Marshall Medical Center,2019
1659,460000014,HC PLETHYSMOGRAPHY LUNG VOLS W/WO AIRWAY RESIST,94726,618.64,618.64,Marshall Medical Center,2019
1660,460000016,HC DIFFUSING CAPACITY,94729,412.78,412.78,Marshall Medical Center,2019
1661,460000018,HC MEASURE BLOOD OXYGEN LEVEL,94760,176.61,176.61,Marshall Medical Center,2019
1662,460000019,"HC MEASURE BLOOD OXYGEN LEVEL, MULTIPLE DETERMINATIONS",94761,351.12,351.12,Marshall Medical Center,2019
1663,460000020,"HC NONINVASV OXYGEN SATUT,CONTINUOUS",94762,788.98,788.98,Marshall Medical Center,2019
1664,460000021,HC EXHALED CARBON DIOXIDE TST,94770,1668.87,1668.87,Marshall Medical Center,2019
1665,460000031,HC NEWBORN CCHD SCREENING,460000031,763.9,763.9,Marshall Medical Center,2019
1666,469000001,HC CAR SEAT/BED TSTING W/INTRP & RPT 60 MIN,94780,349.03,349.03,Marshall Medical Center,2019
1667,471000003,HC VESTIBULAR EVAL NYSTAG FOVL&PERPH STIM OSCIL TRACKING,92540,410.69,171.38,Marshall Medical Center,2019
1668,471000029,HC DISTORT PRODUCT EVOKED OTOACOUSTIC EMISNS LIMITD,92587,337.54,223.63,Marshall Medical Center,2019
1669,480000002,"HC EXT ECG,PT DEMAND EVENT, SYMPT MEMORY LOOP, RECRD",93270,189.15,189.15,Marshall Medical Center,2019
1670,480000007,"HC INTERROG EVAL, REMT, UP TO 90 DYS, PACER/DEFIB,TECH RVW",93296,84.65,84.65,Marshall Medical Center,2019
1671,480000008,"HC INTERROG EVAL, REMT, UP TO 30 DYS, CV MON/LOOP REC,TECH RVW",93299,253.94,253.94,Marshall Medical Center,2019
1672,480000016,"HC DOPPLER ECHO HRT,COMPL",93320,1004.25,826.6,Marshall Medical Center,2019
1673,480000017,"HC DOPPLER ECHO HRT,LTD,F/U",93321,1004.25,826.6,Marshall Medical Center,2019
1674,480000018,HC DOPPLER COLOR FLOW VELOCITY MAP,93325,1004.25,826.6,Marshall Medical Center,2019
1675,480000021,HC TILT TABLE EVAL,93660,2198.68,1798.45,Marshall Medical Center,2019
1676,480000029,"HC ECHO HRT XTHORACIC,LTD W/CONTRAST",93308,3284.44,2359.61,Marshall Medical Center,2019
1677,480000042,HC ECHO TTE DOP/COLOR W/CON,93306,5002.42,3869.64,Marshall Medical Center,2019
1678,480000044,HC TRANS ESOPH ECHO W/CONTR,93312,3960.55,2964.67,Marshall Medical Center,2019
1679,480000045,HC STRESS ECHO W/CONTRAST,93350,3075.44,2964.67,Marshall Medical Center,2019
1680,481000118,HC CARDIAC CATH ROOM CHARG 1ST 30 MIN,481000118,10732.15,10732.15,Marshall Medical Center,2019
1681,481000119,HC CARDIAC CATH LAB ROOM CHG ADD 15 MIN,481000119,4996.15,4996.15,Marshall Medical Center,2019
1682,482000001,"HC CARD STRESS TST,TRACING ONLY",93017,2341.85,1382.54,Marshall Medical Center,2019
1683,483000004,HC FULL ECHO DONE BY DOCTOR,93306,3212.33,2143.3,Marshall Medical Center,2019
1684,483000005,HC FULL ECHOCARDIOGRAPHY,93306,3823.66,2733.72,Marshall Medical Center,2019
1685,483000006,HC LIMITED  ECHO W/BUBBLE STUDY,93308,3330.42,2404.55,Marshall Medical Center,2019
1686,483000007,HC LIMITED ECHO DONE BY DOCTOR,93308,1493.31,632.23,Marshall Medical Center,2019
1687,483000008,HC EHG-2D ECHOCARDIOLOGY LIMITED,93308,2105.68,1222.65,Marshall Medical Center,2019
1688,483000009,HC TRANSESOPHAGEAL ECHO,93312,3481.94,2284.37,Marshall Medical Center,2019
1689,483000010,HC STRESS ECHO W/BUBBLE STUDY,93350,2913.46,2808.96,Marshall Medical Center,2019
1690,483000011,HC DOBUTAMINE ECHO,93350,2246.75,1772.32,Marshall Medical Center,2019
1691,483000012,HC STRESS ECHOCARDIOGRAPHY,93350,1688.72,1628.11,Marshall Medical Center,2019
1692,483000013,HC ECHO TTE W/BUBBLE STUDY,93306,5049.44,3805.89,Marshall Medical Center,2019
1693,483000014,HC TRANS ESOPH ECHO W/BUBBLE STUDY,93312,4007.58,2790.15,Marshall Medical Center,2019
1694,489000009,HC TRANSTELEPHONIC RHYTHM STRIP PACEMAKER EVAL,93293,253.94,253.94,Marshall Medical Center,2019
1695,490000002,HC BLOOD DRAW VENOUS DEVICE PORT/PICC CARE,490000002,638.5,638.5,Marshall Medical Center,2019
1696,490000003,HC STEP DOWN RECOVERY ROOM ADD 15 MIN,490000003,223.63,223.63,Marshall Medical Center,2019
1697,490000004,HC STEPDOWN RECOVERY RM INITIAL HOUR,490000004,881.98,881.98,Marshall Medical Center,2019
1698,490000005,HC TEE CARDIOVERSION PX 1ST HOUR,490000005,1843.38,1488.08,Marshall Medical Center,2019
1699,490000006,HC TEE CARDIOVERSION PX ADDTL 15 MIN,490000006,460.85,370.98,Marshall Medical Center,2019
1700,490000007,HC POST ENDO STEP DOWN REC ADD 15 MIN,490000007,147.35,109.73,Marshall Medical Center,2019
1701,490000008,HC POST ENDO STEP DOWN REC INITIAL HOUR,490000008,658.35,485.93,Marshall Medical Center,2019
1702,490000009,HC SPEC PROC ADD 15 MIN,490000009,460.85,338.58,Marshall Medical Center,2019
1703,490000010,HC SPEC PROC MINOR INITIAL,490000010,1843.38,1358.5,Marshall Medical Center,2019
1704,491000011,HC TEE/CARDIOVERSION PX ADDTL 1/4 HOUR,491000011,460.85,370.98,Marshall Medical Center,2019
1705,510000020,HC COLLECT BLOOD FROM IMPLNT VENOUS ACCESS DVC,36591,638.5,638.5,Marshall Medical Center,2019
1706,510000021,HC COLLECT BLOOD FROM CATH VENOUS NOS,36592,638.5,638.5,Marshall Medical Center,2019
1707,510000022,HC WITHDRAWAL OF ARTERIAL BLOOD,36600,136.9,136.9,Marshall Medical Center,2019
1708,510000057,"HC CANALITH REPOSITIONING PROCEDURE, PER DAY",95992,230.95,173.47,Marshall Medical Center,2019
1709,510000059,"HC NEG PRESS WND TX, < 50 CM",97605,320.82,320.82,Marshall Medical Center,2019
1710,510000060,"HC NEG PRESS WND TX, > 50 CM",97606,427.41,427.41,Marshall Medical Center,2019
1711,510000069,"HC USE OF FACILITY, EST I",99211,326.04,326.04,Marshall Medical Center,2019
1712,510000070,"HC USE OF FACILITY, EST II",99212,432.63,432.63,Marshall Medical Center,2019
1713,510000071,"HC USE OF FACILITY, EST III",99213,1355.37,1141.14,Marshall Medical Center,2019
1714,510000072,"HC USE OF FACILITY, EST IV",99214,2138.07,1799.49,Marshall Medical Center,2019
1715,510000073,"HC USE OF FACILITY, EST V",99215,8061.13,6787.28,Marshall Medical Center,2019
1716,510000150,"HC INSERT,TEMP INDWELLING BLAD CATH,SIMPLE",51702,558.03,558.03,Marshall Medical Center,2019
1717,510000153,HC DEBRIDE OPEN WND 20 SQ CM<,97597,320.82,320.82,Marshall Medical Center,2019
1718,510000154,HC DEBRIDE OPEN WND EA ADDL 20 SQ CM,97598,320.82,320.82,Marshall Medical Center,2019
1719,510000155,"HC WND CARE, NON-SELECTV, PER SES, EG LARVAL TRPY",97602,1283.26,1283.26,Marshall Medical Center,2019
1720,510000209,HC NEG PRESS WND TX </=50 SQ CM,97607,320.82,320.82,Marshall Medical Center,2019
1721,510000210,HC NEG PRESS WOUND TX >50 CM,97608,427.41,427.41,Marshall Medical Center,2019
1722,610000001,"HC MRI, TEMPOROMANDIBULAR JNTS",70336,6747.57,4664.88,Marshall Medical Center,2019
1723,610000002,"HC MRA, HEAD; W/O CNTRST",70544,4409.9,3044.09,Marshall Medical Center,2019
1724,610000003,"HC MRA, HEAD; W/CNTRST",70545,4362.88,3015.87,Marshall Medical Center,2019
1725,610000004,"HC MRA, HEAD; W/O CNTRST , FLWD BY CNTRST  &  SQNCES",70546,7072.56,4891.65,Marshall Medical Center,2019
1726,610000005,"HC MRA, NECK; W/O CNTRST",70547,4362.88,3015.87,Marshall Medical Center,2019
1727,610000006,"HC MRA, NECK; W/CNTRST",70548,5371.3,3711.84,Marshall Medical Center,2019
1728,610000007,"HC MRA, NECK; W/O CNTRST , FLWD BY CNTRST  &  SQNCES",70549,9694.47,6700.54,Marshall Medical Center,2019
1729,610000008,"HC MRI, CHEST; W/O CNTRST",71550,5529.1,3821.57,Marshall Medical Center,2019
1730,610000009,"HC MRI, CHEST; W/CNTRST",71551,4862.39,3357.59,Marshall Medical Center,2019
1731,610000010,"HC MRI, CHEST; W/O CNTRST , FLWD BY CNTRST  &  SQNCES",71552,5913.66,4224.94,Marshall Medical Center,2019
1732,610000011,"HC MRA W/O FOL W/CONT, CHEST",71555,6909.54,4937.63,Marshall Medical Center,2019
1733,610000012,"HC MRI, UPPER XTRMTY, OTHR THN JNT; W/O CNTRST",73218,6232.38,4452.75,Marshall Medical Center,2019
1734,610000013,"HC MRI, UPPER XTRMTY, OTHR THN JNT; W/CNTRST",73219,6436.16,4448.57,Marshall Medical Center,2019
1735,610000014,"HC MRI, UPPR XTRMTY, OTHR THN JNT; W/O CNTRST, FLWD BY CNTRST & SQ",73220,6679.64,4617.86,Marshall Medical Center,2019
1736,610000015,"HC MRI, ANY JNT, UPPER XTRMTY; W/O CNTRST",73221,6436.16,4448.57,Marshall Medical Center,2019
1737,610000016,"HC MRI, ANY JNT, UPPER XTRMTY; W/CNTRST",73222,6436.16,4448.57,Marshall Medical Center,2019
1738,610000017,"HC MRI, ANY JNT OF UPPER XTRMTY; W/O CNTRST, FLWD BY CNTRST & SEQ",73223,6679.64,4617.86,Marshall Medical Center,2019
1739,610000019,"HC MRI, LWR XTRMTY OTHR THN JNT; W/O CNTRST",73718,6232.38,4452.75,Marshall Medical Center,2019
1740,610000020,"HC MRI, LWR XTRMTY OTHR THN JNT; W/CNTRST",73719,6436.16,4448.57,Marshall Medical Center,2019
1741,610000021,"HC MRI, LWR XTRMTY OTHR THN JNT; W/O CNTRST, FLWD CNTRST & SEQ",73720,6679.64,4617.86,Marshall Medical Center,2019
1742,610000022,"HC MRI, ANY JNT, LWR XTRMTY; W/O CNTRST",73721,6436.16,4448.57,Marshall Medical Center,2019
1743,610000023,"HC MRI, ANY JNT, LWR XTRMTY; W/CNTRST",73722,6436.16,4448.57,Marshall Medical Center,2019
1744,610000024,"HC MRI, ANY JNT, LWR XTRMTY; W/O CNTRST, FLWD BY CNTRST & SEQ",73723,6679.64,4617.86,Marshall Medical Center,2019
1745,610000025,"HC MRA W/O FOL W/CONT, LWR EXT",C8914,6463.33,4617.86,Marshall Medical Center,2019
1746,610000026,"HC MRI, ABDOMEN; W/O CNTRST",74181,5524.92,3819.48,Marshall Medical Center,2019
1747,610000027,"HC MRI, ABDOMEN; W/CNTRST",74182,5327.41,3679.45,Marshall Medical Center,2019
1748,610000028,"HC MRI, ABDOMEN; W/O CNTRST  FLWD BY CNTRST  &  SQNCES",74183,5522.83,4021.16,Marshall Medical Center,2019
1749,610000039,HC BX BREAST 1ST LESION MR IMAG,19085,6341.06,5784.08,Marshall Medical Center,2019
1750,610000043,"HC MRI W/CONT, BREAST, UNI",C8903,5392.2,3445.37,Marshall Medical Center,2019
1751,610000045,"HC MRI W/CONT, BREAST, BI",C8906,5993.08,3826.79,Marshall Medical Center,2019
1752,610000051,HC MRI BREAST WO CONTRAST - UNI,77046,5392.2,3445.37,Marshall Medical Center,2019
1753,610000052,HC MR BREAST WO CONTRAST - BI,77047,5993.08,3826.79,Marshall Medical Center,2019
1754,610000055,HC CAD BREAST MRI,C8937,1457.78,1008.43,Marshall Medical Center,2019
1755,611000001,"HC MRI, ORBIT, FACE, & NECK; W/O CNTRST",70540,4909.41,3391.03,Marshall Medical Center,2019
1756,611000002,"HC MRI, ORBIT, FACE, & NECK; W/CNTRST",70542,6174.91,4267.78,Marshall Medical Center,2019
1757,611000003,"HC MRI, ORBIT, FACE, & NECK; W/O CNTRST , FLWD BY CNTRST & SEQ",70543,7166.61,4954.35,Marshall Medical Center,2019
1758,611000004,"HC MRI, BRAIN; W/O CNTRST",70551,5529.1,3821.57,Marshall Medical Center,2019
1759,611000005,"HC MRI, BRAIN; W/CNTRST",70552,6174.91,4267.78,Marshall Medical Center,2019
1760,611000006,"HC MRI, BRAIN; W/O CNTRST , THEN W/CNTRST  &  SEQ",70553,7949.32,6039.06,Marshall Medical Center,2019
1761,612000001,"HC MRI, CERVICAL SPINE; W/O CNTRST",72141,5732.87,3961.6,Marshall Medical Center,2019
1762,612000002,"HC MRI, CERVICAL SPINE; W/CNTRST",72142,7451.9,5152.9,Marshall Medical Center,2019
1763,612000003,"HC MRI, THORACIC SPINE; W/O CNTRST",72146,6177.0,4267.78,Marshall Medical Center,2019
1764,612000004,"HC MRI, THORACIC SPINE; W/CNTRST",72147,7114.36,4919.86,Marshall Medical Center,2019
1765,612000005,"HC MRI, LUMBAR SPINE; W/O CNTRST",72148,5529.1,4076.55,Marshall Medical Center,2019
1766,612000006,"HC MRI, LUMBAR SPINE; W/CNTRST",72149,6115.34,4224.94,Marshall Medical Center,2019
1767,612000007,"HC MRI, SPINE W/O CNTRST , THEN W/CNTRST ; CERVICAL",72156,7166.61,4954.35,Marshall Medical Center,2019
1768,612000008,"HC MRI, SPINE W/O CNTRST , THEN W/CNTRST ; THORACIC",72157,7166.61,4954.35,Marshall Medical Center,2019
1769,612000009,"HC MRI, SPINE W/O CNTRST , THEN W/CNTRST ; LUMBAR",72158,7166.61,4954.35,Marshall Medical Center,2019
1770,612000011,"HC MRI, PELV; W/O CNTRST",72195,4748.48,3391.03,Marshall Medical Center,2019
1771,612000012,"HC MRI, PELV; W/CNTRST",72196,4862.39,3357.59,Marshall Medical Center,2019
1772,612000013,"HC MRI, PELV; W/O CNTRST , FLWD BY CNTRST  &  SQNCES",72197,5913.66,4224.94,Marshall Medical Center,2019
1773,614000003,HC MRI BREAST W/WO CNTRST BILATERAL,77049,7144.67,4937.63,Marshall Medical Center,2019
1774,614000004,HC MRI BREAST W/WO CNTRST UNILATERAL,77048,6439.29,4452.75,Marshall Medical Center,2019
1775,614000005,HC MRI BREAST WO CNTRST BILATERAL,C8907,5993.08,3826.79,Marshall Medical Center,2019
1776,614000006,HC MRI BREAST WO CNTRST UNILATERAL,C8904,5392.2,3445.37,Marshall Medical Center,2019
1777,614000007,HC MRI CHOLANGIO MRCP,S8037,5380.71,3717.07,Marshall Medical Center,2019
1778,616000001,"HC MRA W/CONT, LWR EXT",73725,5153.94,3679.45,Marshall Medical Center,2019
1779,616000002,"HC MRA W/O CONT, LWR EXT",73725,5153.94,3679.45,Marshall Medical Center,2019
1780,618000001,"HC MRA W/CONT, ABD",74185,5380.71,3717.07,Marshall Medical Center,2019
1781,618000002,"HC MRA W/O CONT, ABD",74185,5327.41,3679.45,Marshall Medical Center,2019
1782,618000003,"HC MRA W/CONT, CHEST",71555,5153.94,3679.45,Marshall Medical Center,2019
1783,618000004,"HC MRA W/O CONT, CHEST",71555,5153.94,3679.45,Marshall Medical Center,2019
1784,618000005,"HC MRA W/CONT, PELVIS",C8918,5153.94,3679.45,Marshall Medical Center,2019
1785,618000006,"HC MRA W/O CONT, PELVIS",72198,4960.62,3425.51,Marshall Medical Center,2019
1786,618000007,"HC MRA W/O FOL W/CONT, PELVIS",72198,6842.66,4891.65,Marshall Medical Center,2019
1787,618000013,"HC MRA, W/O&W/DYE, UPPER EXTREMITY",73225,5320.1,3676.31,Marshall Medical Center,2019
1788,618000014,"HC MRA W/O FOL W/CONT, ABD",74185,7144.67,4937.63,Marshall Medical Center,2019
1789,623000047,"HC 1/4"" NUGAUZE PLAIN PACKING STR",623000047,27.12,27.12,Marshall Medical Center,2019
1790,623000048,"HC 1/2"" NUGAUZE PLAIN PACKING STR",623000048,30.94,30.94,Marshall Medical Center,2019
1791,623000053,"HC 1"" NUGAUZE PLAIN PACKING STR",623000053,58.52,58.52,Marshall Medical Center,2019
1792,623000076,HC DRESSING TUBE MEDIHONEY 1.5 OZ,A6240,172.14,172.14,Marshall Medical Center,2019
1793,636000548,HC OASIS ULTRA TRI LYR 5X7CM(35 SQCM)USED,Q4124,129.5,129.5,Marshall Medical Center,2019
1794,636000549,HC OASIS WND MATRIX 3X7CM(21 SQCM) USED,Q4102,7.0,7.0,Marshall Medical Center,2019
1795,636000550,HC OASIS ULTRA TRI LYR 7X10CM(70 SQCM)USED,Q4124,192.79,192.79,Marshall Medical Center,2019
1796,636000551,HC EPIFIX GS-5220 2CMX2CM(4SQCM)USED,Q4186,3683.1,3683.1,Marshall Medical Center,2019
1797,636000552,HC BIOVANCE DHAM0012 1X2CM(2SQCM)USED,Q4154,2155.31,2155.31,Marshall Medical Center,2019
1798,636000553,HC BIOVANCE DHAM0022 2X2CM(4SQCM)USED,Q4154,2116.13,2116.13,Marshall Medical Center,2019
1799,636000554,HC BIOVANCE DHAM0023 2X3SQCM(6SQCM)USED,Q4154,2116.13,2116.13,Marshall Medical Center,2019
1800,636000555,HC BIOVANCE DHAM0024 2X4CM(8SQCM)USED,Q4154,1763.44,1763.44,Marshall Medical Center,2019
1801,636000556,HC BIOVANCE DHAM0035 3X3.5CM(11SQCM)USED,Q4154,1510.5,1510.5,Marshall Medical Center,2019
1802,636000557,HC BIOVANCE DHAM0044 4X4CM(16SQCM)USED,Q4154,134.95,134.95,Marshall Medical Center,2019
1803,636000558,HC BIOVANCE DHAM0066 6X6CM(36SQCM)USED,Q4154,40.79,40.79,Marshall Medical Center,2019
